id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,,,rand_num,omset_outlier,omset_trim,,aset_baru,aset_baru_2
288210074,UD. Balqis Ayodya Tomi,Perusahaan,38,17,6691734,17316988,Bukalapak,909,Belum Terdaftar,2018,14505623,165000000,909,,,0.105687659,17316988,17316988,,48343,6691733.933
288210075,UD. Abdi Pramana,Perusahaan,38,6,11856772,17730277,Website Sendiri,244,Belum Terdaftar,2002,5745349,132000000,244,,,0.10786057,17730277,17730277,,12133040,11856772.39
288210076,UD. Yaniar Wiraatmaja Isna,Fashion,44,21,4608060,15989268,Website Sendiri,28,Belum Terdaftar,2024,31174194,195000000,28,,,0.648250674,15989268,15989268,,19289774,4608059.661
288210077,UD. Qila Manik,Makanan & Minuman,84,3,7548690,15058384,Lazada,862,Belum Terdaftar,2022,2178,261000000,862,,,0.671299579,15058384,15058384,,10356137,7548689.976
288210078,UD. Fira Sanjaya,Fashion,40,28,11727007,16149417,Tokopedia,994,Belum Terdaftar,2021,11842034,204000000,994,,,0.890063227,16149417,16149417,,4509257,11727006.97
288210079,UD. Fadli Ceria,Fashion,79,unknown,4330811,17268869,Lazada,588,Belum Terdaftar,2014,11396968,,588,,,0.71505555,17268869,17268869,,4012470,4330810.662
288210080,UD. Carissa Anggrek,Fashion,97,39,10348986,15594820,Tokopedia,912,Belum Terdaftar,2017,-4092656,408000000,912,,,0.251667478,15594820,15594820,,16087264,10348985.9
288210081,UD. Najwa Wangi,Perusahaan,90,51,6339132,15279542,Shopee,146,Belum Terdaftar,2024,28332237,423000000,146,,,0.232643988,15279542,15279542,,20349003,6339132.25
288210082,UD. Livia Kayastha,Perusahaan,42,59,4471418,16921381,Shopee,781,Belum Terdaftar,2016,37277981,303000000,781,,,0.343730523,16921381,16921381,,5919898,4471417.57
,UD. Hasna Sukma,Perusahaan,61,40,10391365,17097569,Tokopedia,192,Belum Terdaftar,2000,9127135,303000000,192,,,0.885996245,17097569,17097569,,13318763,10391364.83
288210084,UD. Citra Malam,Perusahaan,2,75,7098225,16042940,Lazada,260,Belum Terdaftar,2023,24901617,231000000,260,,,0.172637289,16042940,16042940,,3921156,7098224.566
288210085,UD. Qasya Santosa,Perusahaan,8,72,9482184,15871390,Lazada,32,Belum Terdaftar,2018,45208964,240000000,32,,,0.007268232,15871390,15871390,,3509682,9482183.866
288210086,UD. Wulan Satria,Perusahaan,43,14,7599013,15466883,Website Sendiri,340,Belum Terdaftar,2008,36303896,171000000,340,,,0.878004017,15466883,15466883,,11761451,7599013.043
288210087,UD. Elen Naraya,Makanan & Minuman,33,76,15144287,16476207,Website Sendiri,988,Belum Terdaftar,2022,12596946,327000000,988,,,0.26451378,16476207,16476207,,13060099,15144287.01
288210088,UD. Lando Wira Cahya,Fashion,18,56,14827204,19561336,Shopee,842,Belum Terdaftar,2015,15470852,222000000,842,,,0.625420868,19561336,19561336,,17377037,14827204.47
288210089,UD. Lidya Jayeng,Perusahaan,89,93,2808956,7591774,Website Sendiri,781,Belum Terdaftar,2009,28183317,546000000,781,,,0.126981332,7591774,7591774,,5903562,2808956.38
288210090,UD. Hanafi Sukadarma,Perusahaan,86,98,5882814,10740432,Website Sendiri,530,Belum Terdaftar,2006,4601093,552000000,530,,,0.214534601,10740432,10740432,,4535020,5882813.643
288210091,UD. Eddy Langit,Perusahaan,17,34,7694284,28714136,Website Sendiri,51,Belum Terdaftar,2015,18957313,153000000,51,,,0.340558375,28714136,28714136,,17084283,7694283.904
288210092,UD. Alvino Tejakusuma,Perusahaan,45,89,11103246,26982853,Shopee,592,Belum Terdaftar,2009,17561239,402000000,592,,,0.546470089,26982853,26982853,,8002490,11103245.56
288210093,UD. Cakra Adhi,Fashion,40,18,5435649,12934507,Website Sendiri,931,Belum Terdaftar,2009,21269544,174000000,931,,,0.163418908,12934507,12934507,,12719286,5435649.165
288210094,UD. Made Lestari,Perusahaan,48,20,3315967,8250919,Tokopedia,30,Belum Terdaftar,2016,31883014,204000000,30,,,0.4025025,8250919,8250919,,14381026,3315966.966
288210095,UD. Sani Luhur,Perusahaan,51,84,9185964,10136810,Bukalapak,121,Belum Terdaftar,2011,28232428,405000000,121,,,0.237695266,10136810,10136810,,9592828,9185963.542
288210096,UD. Thariq Putri Obed,Makanan & Minuman,73,12,7606541,18036000,Bukalapak,388,Belum Terdaftar,2016,10363602,255000000,388,,,0.00829046,18036000,18036000,,14851110,7606540.652
288210097,UD. Mirna Gemilang Berlian,Makanan & Minuman,42,20,4479927,11150670,Website Sendiri,659,Belum Terdaftar,2022,4755769,186000000,659,,,0.485851942,11150670,11150670,,13875859,4479926.939
288210098,UD. Salsa Sasmita,Perusahaan,9,87,1520862,6074078,Website Sendiri,531,Belum Terdaftar,2024,34685873,288000000,531,,,0.2237389,6074078,6074078,,5643655,1520861.65
288210099,UD. Via Jayengprana Romi,Makanan & Minuman,84,25,17709860,27857815,Website Sendiri,199,Belum Terdaftar,2017,26507994,327000000,199,,,0.471766745,27857815,27857815,,19204138,17709860.25
288210100,UD. Dito Wijaya,Makanan & Minuman,37,55,7627410,28040485,Tokopedia,714,Belum Terdaftar,2006,22925865,276000000,714,,,0.424633713,28040485,28040485,,10246758,7627410.321
288210101,UD. Halimah Dharma,Makanan & Minuman,37,30,6301907,7954764,Shopee,109,Belum Terdaftar,2011,-187190,201000000,109,,,0.777536981,7954764,7954764,,3350216,6301907.159
288210102,UD. Fira Wijapranata,Makanan & Minuman,46,29,3915690,5674913,Bukalapak,588,Belum Terdaftar,2007,-3722609,225000000,588,,,0.017969452,5674913,5674913,,5364583,3915689.97
288210103,UD. Dea Ilir,Makanan & Minuman,6,23,8267628,16822084,Lazada,364,Belum Terdaftar,2017,12623889,87000000,364,,,0.623286182,16822084,16822084,,16866706,8267627.764
288210104,UD. Kiki Adiwangsa,Perusahaan,11,95,5337650,10898149,Website Sendiri,502,Belum Terdaftar,2016,40258805,318000000,502,,,0.583711864,10898149,10898149,,1652411,5337649.582
288210105,UD. Vincent Dwijaputra,Fashion,51,29,9984953,18835656,Lazada,21,Belum Terdaftar,2014,13188353,240000000,21,,,0.3907755,18835656,18835656,,19746023,9984953.046
288210106,UD. Jaya Sundawa,Makanan & Minuman,32,25,9630944,11116906,Tokopedia,612,Belum Terdaftar,2010,23836564,171000000,612,,,0.614261828,11116906,11116906,,3385390,9630944.23
288210107,UD. Fikra Senja,Perusahaan,88,81,12608772,28506859,Shopee,730,Belum Terdaftar,2011,24532924,507000000,730,,,0.203874909,28506859,28506859,,15052557,12608771.85
288210108,UD. Gema Kusumasari,Perusahaan,91,53,12325284,14189309,Lazada,924,Belum Terdaftar,2006,8715843,432000000,924,,,0.539222995,14189309,14189309,,6202965,12325283.6
288210109,UD. Jodi Wijaksana,Makanan & Minuman,23,75,6083196,13703382,Website Sendiri,979,Belum Terdaftar,2016,30131202,294000000,979,,,0.643640322,13703382,13703382,,16684100,6083196.364
288210110,UD. Vega Anggrek,Makanan & Minuman,47,20,5047485,13269680,Website Sendiri,52,Belum Terdaftar,2014,3494377,201000000,52,,,0.486907467,13269680,13269680,,9360636,5047485.149
288210111,UD. Pipit Mahkota,Makanan & Minuman,30,22,5164958,14970156,Tokopedia,611,Belum Terdaftar,2001,30037161,156000000,611,,,0.589204074,14970156,14970156,,18173554,5164958.22
288210112,UD. Kevin Winata Yessi,Perusahaan,81,27,7213595,21089533,Website Sendiri,913,Belum Terdaftar,2004,16692204,324000000,913,,,0.624179872,21089533,21089533,,18870247,7213595.032
288210113,UD. Utha Kinarya,Fashion,22,80,6016282,18075899,Lazada,701,Belum Terdaftar,2013,8553640,306000000,701,,,0.800289858,18075899,18075899,,5366576,6016281.689
288210114,UD. Halim Sukarela,Makanan & Minuman,70,78,5075450,12801008,Shopee,752,Belum Terdaftar,2002,10088921,444000000,752,,,0.716489197,12801008,12801008,,2827640,5075449.851
288210115,UD. Farid Tirtayasa Haidar,Fashion,71,22,5853890,11279435,Website Sendiri,11,Belum Terdaftar,2020,33520789,279000000,11,,,0.495721506,11279435,11279435,,2528359,5853890.467
288210116,UD. Lintang Widhi,Makanan & Minuman,14,58,4572511,8930161,Website Sendiri,341,Belum Terdaftar,2007,5785565,216000000,341,,,0.435049967,8930161,8930161,,3764477,4572511.253
288210117,UD. Yaniar Makmur,Makanan & Minuman,37,52,5900333,20215888,Lazada,688,Belum Terdaftar,2014,14935678,267000000,688,,,0.220015157,20215888,20215888,,3112832,5900332.607
288210118,UD. Balqis Wira,Fashion,27,52,10221948,18859961,Shopee,575,Belum Terdaftar,2004,13069256,237000000,575,,,0.424792963,18859961,18859961,,11520222,10221948.26
288210119,UD. Qira Darussalam,Perusahaan,90,33,4053813,5768980,Lazada,897,Belum Terdaftar,2002,38791003,369000000,897,,,0.020132687,5768980,5768980,,19745781,4053812.971
288210120,UD. Halimah Harmoni,Perusahaan,20,91,576436,1200909,Tokopedia,689,Belum Terdaftar,2017,-7381533,333000000,689,,,0.842755629,1200909,1200909,,7523301,576436.32
288210121,UD. Reza Panji,Makanan & Minuman,26,67,6951782,14434406,Website Sendiri,744,Belum Terdaftar,2004,32633710,279000000,744,,,0.918177863,14434406,14434406,,5523268,6951782.461
288210122,UD. Abel Jayaningrat,Makanan & Minuman,46,11,4083749,8325888,Bukalapak,166,Belum Terdaftar,2000,37849312,171000000,unknown,,,0.616188695,8325888,8325888,,11478083,4083749.271
288210123,UD. Iqra Karya Indira,Makanan & Minuman,55,1,8218798,16755703,Tokopedia,81,Belum Terdaftar,2015,10221879,168000000,81,,,0.521841779,16755703,16755703,,11845567,8218798.316
288210124,UD. Vino Bagaskara,Makanan & Minuman,13,24,9374582,25824767,Bukalapak,280,Belum Terdaftar,2021,17399454,111000000,280,,,0.575212411,25824767,25824767,,8272245,9374582.38
288210125,UD. Anis Tunggal,Fashion,20,87,4189133,8797248,Lazada,35,Belum Terdaftar,2013,22747356,321000000,35,,,0.545425373,8797248,8797248,,7781003,4189132.658
288210126,UD. Dea Hastinapura,Makanan & Minuman,13,94,13931692,23058638,Bukalapak,441,Belum Terdaftar,2004,14475822,321000000,441,,,0.512995771,23058638,23058638,,8237768,13931692.06
288210127,UD. Wulan Kinarya,Fashion,69,67,4467289,4706113,Shopee,621,Belum Terdaftar,2024,786311,408000000,621,,,0.456161697,4706113,4706113,,7058511,4467289.129
288210128,UD. Bagir Kelana,Fashion,75,43,6317433,14844491,Website Sendiri,178,Belum Terdaftar,2010,8555371,354000000,178,,,0.605926761,14844491,14844491,,3215767,6317433.142
288210129,UD. Qyla Mayang,Makanan & Minuman,27,33,11236532,24618476,Shopee,257,Belum Terdaftar,2013,23773539,180000000,,,,0.320930338,24618476,24618476,,13266285,11236532.22
288210130,UD. Kamil Kencana,Makanan & Minuman,92,5,15032158,28557048,Shopee,77,Belum Terdaftar,2011,22863474,291000000,77,,,0.170066734,28557048,28557048,,3734786,15032158.23
288210131,UD. Qisha Madani,Perusahaan,36,94,7674054,27517289,Lazada,774,Belum Terdaftar,2011,26805750,390000000,774,,,0.944624864,27517289,27517289,,16600045,7674054.499
288210132,UD. Oki Taruna,Perusahaan,66,38,3626120,8487001,Shopee,635,Belum Terdaftar,2004,43891446,312000000,635,,,0.349775297,8487001,8487001,,8399527,3626119.549
288210133,UD. Sella Panji,Makanan & Minuman,32,49,5568708,15876886,Bukalapak,682,Belum Terdaftar,2009,5933775,243000000,682,,,0.326324705,15876886,15876886,,8712300,5568707.632
288210134,UD. Elyas Kusuma,Fashion,11,23,2919357,9165485,Tokopedia,149,Belum Terdaftar,2002,36751708,102000000,149,,,0.332166793,9165485,9165485,,14273201,2919357.003
288210135,UD. Weni Praja Kirana,Fashion,11,88,6566549,11495422,Tokopedia,443,Belum Terdaftar,2007,38691342,297000000,443,,,0.969737737,11495422,11495422,,10149732,6566549.227
288210136,UD. Candra Kayastha,Perusahaan,74,4,3634541,9202698,Tokopedia,510,Belum Terdaftar,2023,6762202,234000000,510,,,0.99757522,9202698,9202698,,237278,3634540.964
288210137,UD. Thariq Darussalam,Fashion,91,53,6193040,6208403,Bukalapak,212,Belum Terdaftar,2016,-542091,432000000,212,,,0.539937432,6208403,6208403,,11469335,6193040.022
288210138,UD. Niken Sakti,Fashion,50,53,2421994,6584235,Website Sendiri,999,Belum Terdaftar,2023,160540,309000000,999,,,0.770298904,6584235,6584235,,13511263,2421994.094
288210139,UD. Iqbal Manggala,Perusahaan,34,9,6559269,13436252,Bukalapak,62,Belum Terdaftar,2010,39116094,129000000,62,,,0.42096686,13436252,13436252,,11695973,6559268.715
288210140,UD. Vito Kusuma,Fashion,97,81,9259926,13127998,Tokopedia,758,Belum Terdaftar,2024,8768619,534000000,758,,,0.065408245,13127998,13127998,,8236405,9259925.594
288210141,UD. Echa Wirawati,Fashion,85,92,10675332,15911727,Website Sendiri,867,Belum Terdaftar,2015,10342496,531000000,867,,,0.073118781,15911727,15911727,,7159785,10675331.97
288210142,UD. Balqis Baru,Makanan & Minuman,86,74,6976721,15172174,Lazada,187,Belum Terdaftar,2020,13824469,480000000,187,,,0.298669463,15172174,15172174,,7545336,6976721.123
288210143,UD. Zahra Saprahan,Makanan & Minuman,11,93,7455923,13736374,Bukalapak,551,Belum Terdaftar,2010,34738560,312000000,551,,,0.010783546,13736374,13736374,,5834716,7455922.713
288210144,UD. Salsa Sukma,Perusahaan,18,68,10490533,15443685,Shopee,749,Belum Terdaftar,2020,14693903,258000000,749,,,0.705384229,15443685,15443685,,7066173,10490533.26
288210145,UD. Daffa Pancasila,Perusahaan,94,5,6001557,9033325,Shopee,769,Belum Terdaftar,2023,31871456,297000000,769,,,0.778675573,9033325,9033325,,2021450,6001557.497
288210146,UD. Fadli Wira,Makanan & Minuman,58,77,9227569,21299208,Shopee,490,Belum Terdaftar,2016,13913010,405000000,490,,,0.511278134,21299208,21299208,,12068661,9227569.118
288210147,UD. Guntur Puri,Perusahaan,12,15,8502109,13117702,Bukalapak,424,Belum Terdaftar,2017,30828213,81000000,424,,,0.848191843,13117702,13117702,,14501107,8502109.32
288210148,UD. Ismail Sangga Nayla,Perusahaan,18,59,3975088,7868278,Lazada,779,Belum Terdaftar,2024,39519069,231000000,779,,,0.040373943,7868278,7868278,,15295216,3975088.372
288210149,UD. Lukman Reswara,Fashion,35,13,8839379,17634025,Website Sendiri,600,Belum Terdaftar,2021,16545042,144000000,600,,,0.246431741,17634025,17634025,,17712241,8839379.05
288210150,UD. Yayan Reswara,Makanan & Minuman,85,32,14527873,27337112,Bukalapak,971,Belum Terdaftar,2009,18914595,351000000,971,,,0.792000721,27337112,27337112,,13935645,14527872.99
288210151,UD. Novi Kencana,Fashion,93,68,5087533,11168267,Bukalapak,318,Belum Terdaftar,2018,37822662,483000000,318,,,0.683659921,11168267,11168267,,7480229,5087532.519
288210152,UD. Viera Wirawati,Fashion,3,39,5397230,1696187,Bukalapak,725,Belum Terdaftar,2005,-4892948,126000000,725,,,0.577327921,1696187,1696187,,6271511,831131.63
288210153,UD. Esa Cahyaningrat,Perusahaan,12,77,5239418,15110797,Website Sendiri,219,Belum Terdaftar,2008,14530554,267000000,,,,0.548909786,15110797,15110797,,1214823,5239417.65
288210154,UD. Omar Cahyaningrat Umi,Perusahaan,83,39,14827911,25298210,Lazada,849,Belum Terdaftar,2006,23380138,366000000,849,,,0.155171022,25298210,25298210,,11401927,14827910.97
288210155,UD. Rizki Ananta,Fashion,5,8,5744644,7212644,Bukalapak,972,Belum Terdaftar,2012,41570888,39000000,972,,,0.041510029,7212644,7212644,,12640332,5744644.126
288210156,UD. Irma Ilir,Perusahaan,43,90,7125850,11044190,Tokopedia,364,Belum Terdaftar,2024,30854903,399000000,364,,,0.193894096,11044190,11044190,,9557959,7125850.373
288210157,UD. Hanafi Bintang,Perusahaan,75,66,6195583,23113128,Website Sendiri,193,Belum Terdaftar,2014,18211482,423000000,193,,,0.419998549,23113128,23113128,,9621836,6195583.164
288210158,UD. Karla Utama Gita,Makanan & Minuman,79,73,6032000,8839089,Lazada,170,Belum Terdaftar,2022,29965130,456000000,170,,,0.424462388,8839089,8839089,,9177540,6032000.354
288210159,UD. Agus Luhur,Makanan & Minuman,80,47,4961644,14631681,Tokopedia,168,Belum Terdaftar,2000,14008847,381000000,168,,,0.2910819,14631681,14631681,,21133402,4961643.919
288210160,UD. Ciko Wijaksana Fanny,Makanan & Minuman,7,74,6107811,13852055,Bukalapak,461,Belum Terdaftar,2008,22418771,243000000,461,,,0.056674363,13852055,13852055,,11458646,6107810.768
288210161,UD. Alma Atma Wira,Perusahaan,32,97,6773216,11547267,Tokopedia,288,Belum Terdaftar,2019,33826471,387000000,288,,,0.105897218,11547267,11547267,,2846667,6773215.612
288210162,UD. Wenny Kusumah,Makanan & Minuman,51,64,1853780,1509431,Shopee,110,Belum Terdaftar,2017,631914,345000000,110,,,0.76987866,1509431,1509431,,7670844,1011318.77
288210163,UD. Vino Ceria,Perusahaan,75,9,2616476,3844874,Lazada,776,Belum Terdaftar,2014,-2804261,252000000,776,,,0.101815265,3844874,3844874,,8968244,2616475.981
288210164,UD. Salsa Arsana,Fashion,89,5,13366964,19737159,Lazada,182,Belum Terdaftar,2024,11878482,282000000,182,,,0.132777544,19737159,19737159,,11547368,13366964.17
288210165,UD. Fikra Kelana,Fashion,82,71,4909993,9772543,Shopee,118,Belum Terdaftar,2009,37752292,459000000,118,,,0.099089922,9772543,9772543,,14537508,4909993.254
288210166,UD. Uchie Gemilang,Makanan & Minuman,12,61,3480963,8737957,Tokopedia,812,Belum Terdaftar,2004,26779993,219000000,812,,,0.908729457,8737957,8737957,,315148,3480963.054
288210167,UD. Livia Resaputra Qori,Makanan & Minuman,9,30,6700760,18628641,Lazada,369,Belum Terdaftar,2001,17183767,117000000,369,,,0.184535799,18628641,18628641,,15473448,6700759.737
288210168,UD. Eka Segar,Makanan & Minuman,33,5,6326294,20918855,Bukalapak,382,Belum Terdaftar,2008,12401640,114000000,382,,,0.059233784,20918855,20918855,,5283125,6326294.148
288210169,UD. Widi Kulon,Fashion,94,94,3398733,5481827,Shopee,239,Belum Terdaftar,2014,1287592,564000000,239,,,0.812817709,5481827,5481827,,9853717,3398732.74
288210170,UD. Vincent Lintang Nazar,Fashion,26,33,11120489,26546904,Lazada,714,Belum Terdaftar,2012,20427266,177000000,714,,,0.678026334,26546904,26546904,,15725885,11120489.42
288210171,UD. Thariq Permai,Perusahaan,57,92,4334728,13677360,Lazada,908,Belum Terdaftar,2006,44090142,447000000,908,,,0.525911859,13677360,13677360,,16571194,4334728.295
288210172,UD. Salsa Kencana,Fashion,66,66,6059503,9088100,Website Sendiri,19,Belum Terdaftar,2022,39812162,396000000,19,,,0.961399694,9088100,9088100,,1088064,6059503.291
288210173,UD. Qori Naraya Gilang,Makanan & Minuman,43,61,1730702,6606702,Tokopedia,509,Belum Terdaftar,2000,4392789,312000000,,,,0.15776565,6606702,6606702,,14458754,1730702.052
288210174,UD. Yessi Utama Lando,Perusahaan,68,85,4457901,14073700,Shopee,231,Belum Terdaftar,2004,26178377,459000000,231,,,0.284688311,14073700,14073700,,7265398,4457900.555
288210175,UD. Tegar Purnama,Perusahaan,4,11,8685129,11058896,Lazada,643,Belum Terdaftar,2019,9467878,45000000,643,,,0.775068752,11058896,11058896,,19198849,8685128.819
unknown,UD. Iman Taruna,Perusahaan,36,37,4348151,10770164,Shopee,131,Belum Terdaftar,2004,48139761,219000000,131,,,0.502981228,10770164,10770164,,10010769,4348150.508
unknown,UD. Yayan Adiwangsa Vincent,Makanan & Minuman,70,82,1956806,4659061,Bukalapak,293,Belum Terdaftar,2022,136939,456000000,293,,,0.32277558,4659061,4659061,,8258924,1956805.62
288210178,UD. Alma Ayodya,Perusahaan,55,6,9623945,29176780,Website Sendiri,89,Belum Terdaftar,2021,21921089,183000000,89,,,0.988478341,29176780,29176780,,14446601,9623945.126
288210179,UD. Rosa Trisula Halim,Fashion,50,63,9894780,25348650,Tokopedia,525,Belum Terdaftar,2022,16061431,339000000,525,,,0.727101174,25348650,25348650,,16002463,9894779.904
288210180,UD. Yusuf Jati Lana,Fashion,55,86,7591007,10415356,Tokopedia,126,Belum Terdaftar,2019,30851410,423000000,126,,,0.475673175,10415356,10415356,,16660835,7591007.219
288210181,UD. Anisa Kayastha,Perusahaan,41,76,7932895,10496118,Bukalapak,889,Belum Terdaftar,2016,33624553,351000000,889,,,0.256481883,10496118,10496118,,10580139,7932894.631
288210182,UD. Qanitah Asmaralaya,Perusahaan,12,3,3275177,8465125,Lazada,886,Belum Terdaftar,2006,42875529,45000000,886,,,0.261399378,8465125,8465125,,8250720,3275176.972
288210183,UD. Rafa Taruna,Fashion,33,20,6118291,9518281,Website Sendiri,706,Belum Terdaftar,2016,30660955,159000000,706,,,0.320366113,9518281,9518281,,14034209,6118290.623
288210184,UD. Alif Bersemi,Perusahaan,99,77,13803805,24207170,,205,Belum Terdaftar,2021,17435870,528000000,205,,,0.993307083,24207170,24207170,,18083216,13803804.87
unknown,UD. Sinta Nusa,Makanan & Minuman,33,35,4520188,10667521,Shopee,544,Belum Terdaftar,2000,42104684,204000000,544,,,0.310440879,10667521,10667521,,13815557,4520187.899
288210186,UD. Desta Agung,Perusahaan,52,6,6267133,14691091,Bukalapak,369,Belum Terdaftar,2001,28926016,174000000,369,,,0.303683891,14691091,14691091,,7543067,6267132.585
288210187,UD. Bambang Sundawa,Makanan & Minuman,2,76,3674631,10947620,Tokopedia,261,Belum Terdaftar,2012,29079311,234000000,261,,,0.395793395,10947620,10947620,,11321272,3674631.252
288210188,UD. Umar Kelana,Perusahaan,73,,7861965,7693941,Lazada,928,Belum Terdaftar,2018,2373525,321000000,928,,,0.96318974,7693941,7693941,,6522649,2923697.58
288210189,UD. Yaniar Baswara,Perusahaan,98,48,7490845,28551416,Website Sendiri,443,Belum Terdaftar,2002,22723511,438000000,443,,,0.210260541,28551416,28551416,,4448474,7490845.153
288210190,UD. Rosa Resaputra,Fashion,,96,4048736,14934425,Tokopedia,600,Belum Terdaftar,2011,28942673,396000000,600,,,0.67289651,14934425,14934425,,4103718,4048736.476
288210191,UD. Binar Panembahan,Makanan & Minuman,51,10,4271254,13366640,Lazada,86,Belum Terdaftar,2009,35517695,183000000,86,,,0.864588672,13366640,13366640,,6361095,4271254.173
288210192,UD. Pardi Panembahan,Fashion,5,88,4749725,10650269,Lazada,778,Belum Terdaftar,2012,43317629,279000000,778,,,0.41530508,10650269,10650269,,7588778,4749724.717
288210193,UD. Eddy Prima,Perusahaan,20,23,8444140,19878460,Bukalapak,878,Belum Terdaftar,2006,17163198,129000000,878,,,0.943440209,19878460,19878460,,14657733,8444139.66
288210194,UD. Jafar Raharja,Makanan & Minuman,44,21,9857074,20505444,Lazada,545,Belum Terdaftar,2024,14093248,195000000,545,,,0.562075718,20505444,20505444,,9229116,9857073.931
288210195,UD. Mirna Mandala,Makanan & Minuman,4,42,7916731,23556830,Bukalapak,437,Belum Terdaftar,2017,21717981,138000000,437,,,0.480255258,23556830,23556830,,10876629,7916731.401
288210196,UD. Tania Langit,Fashion,2,50,12550117,18350680,Shopee,586,Belum Terdaftar,2019,10456950,156000000,586,,,0.055842576,18350680,18350680,,10282949,12550116.99
288210197,UD. Ilmi Wicaksana Indira,Perusahaan,19,48,6520018,14240480,Bukalapak,310,Belum Terdaftar,2021,34171873,201000000,310,,,0.297310424,14240480,14240480,,3761456,6520017.508
288210198,UD. Joko Resmi,Makanan & Minuman,93,21,6876686,23636140,Tokopedia,507,Belum Terdaftar,2023,20297207,342000000,507,,,0.227026073,23636140,23636140,,10108897,6876685.622
288210199,UD. Pasha Sulaksana,Perusahaan,75,78,3222917,9844003,Bukalapak,374,Belum Terdaftar,2005,25233440,459000000,374,,,0.215006084,9844003,9844003,,11083606,3222917.224
288210200,UD. Prita Mahkota,Makanan & Minuman,60,17,6212321,24741959,Website Sendiri,726,Belum Terdaftar,2013,20576237,231000000,726,,,0.78298465,24741959,24741959,,3895600,6212320.925
288210201,UD. Iqra Tirtayasa,Fashion,34,43,5322889,5894301,Shopee,514,Belum Terdaftar,2021,2128559,231000000,514,,,0.695827405,5894301,5894301,,5807154,5322889.224
288210202,UD. Bambang Nirwasita Aldo,Fashion,31,31,7135551,25262264,Bukalapak,943,Belum Terdaftar,2021,23649119,186000000,943,,,0.246460486,25262264,25262264,,9354528,7135551.201
288210203,UD. Ziva Asri,Fashion,18,57,12332820,13231330,Shopee,986,Belum Terdaftar,2003,44844339,225000000,986,,,0.307890903,13231330,13231330,,4953947,12332819.74
288210204,UD. Umar Suryaputra,Fashion,14,55,10095545,16734195,Bukalapak,193,Belum Terdaftar,2006,16926420,207000000,193,,,0.083052936,16734195,16734195,,7794037,10095544.66
288210205,UD. Sari Lingga,Makanan & Minuman,73,99,9824115,14129740,Lazada,188,Belum Terdaftar,2012,25301190,516000000,188,,,0.737208019,14129740,14129740,,11061283,9824114.753
288210206,UD. Balqis Mandala,Fashion,56,73,10407241,17041748,Lazada,295,Belum Terdaftar,2012,8533056,387000000,295,,,0.326974234,17041748,17041748,,20143775,10407241.18
288210207,UD. Harun Asri,Makanan & Minuman,25,8,7251414,6212498,Tokopedia,861,Belum Terdaftar,2005,46172572,99000000,861,,,0.532595226,6212498,6212498,,8220925,3416873.9
288210208,UD. Vera Tunggul,Perusahaan,69,62,3095403,6680601,Lazada,883,Belum Terdaftar,2016,33623251,393000000,883,,,0.562002041,6680601,6680601,,10982304,3095403.274
288210209,UD. Kanza Lestari Dina,Perusahaan,89,88,7427570,14693184,Website Sendiri,526,Belum Terdaftar,2006,9629957,531000000,526,,,0.37170725,14693184,14693184,,15705943,7427569.777
288210210,UD. Via Wijaksana,Makanan & Minuman,1,3,12200554,19350333,Lazada,846,Belum Terdaftar,2012,15232572,12000000,846,,,0.800521209,19350333,19350333,,11487715,12200553.9
288210211,UD. Laras Brawijaya,Fashion,48,37,3560856,10342458,Website Sendiri,895,Belum Terdaftar,2016,31840195,255000000,895,,,0.241708648,10342458,10342458,,10447652,3560855.903
288210212,UD. Wito Makmur,Perusahaan,47,99,11337893,8375443,Bukalapak,247,Belum Terdaftar,2021,27509174,438000000,247,,,0.314843561,8375443,8375443,,9605083,4355230.36
288210213,UD. Ida Kinarya,Fashion,31,41,7696080,9802957,Bukalapak,768,Belum Terdaftar,2014,5837360,216000000,768,,,0.699060757,9802957,9802957,,994154,7696079.503
288210214,UD. Ulfa Wijaya,Fashion,2,6,4165569,12900592,Website Sendiri,430,Belum Terdaftar,2010,6979884,24000000,430,,,0.205026457,12900592,12900592,,4600668,4165569.229
288210215,UD. Udin Sangga,Makanan & Minuman,82,41,1080129,2204345,Tokopedia,729,Belum Terdaftar,2017,-5450020,369000000,729,,,0.563345074,2204345,2204345,,4506174,1080129.05
288210216,UD. Elen Brawijaya,Makanan & Minuman,99,59,8042754,10053443,Lazada,158,Belum Terdaftar,2010,3332639,474000000,158,,,0.315088402,10053443,10053443,,5343233,8042754.4
288210217,UD. Gilangga Anugerah,Fashion,19,89,7890928,18705509,,235,Belum Terdaftar,2020,12961989,324000000,235,,,0.339322483,18705509,18705509,,13770730,7890928.184
288210218,UD. Alya Utamajaya,Perusahaan,93,19,5541680,12906687,Lazada,759,Belum Terdaftar,2000,26268303,336000000,759,,,0.510237812,12906687,12906687,,14412534,5541680.11
288210219,UD. Zera Berkarya,Fashion,36,62,1314360,2479924,Shopee,635,Belum Terdaftar,2010,-549079,294000000,635,,,0.103310086,2479924,2479924,,7954878,1314359.72
