omset,tahun_berdiri
24416724,2007
20404196,2024
24105313,2019
25636167,2018
26791400,2014
27659959,2013
27271085,2000
26105467,2005
26480717,2021
46153024,2017
21660825,2000
26968205,2017
26078295,2015
27599692,2018
26928972,2017
23972995,2011
23710153,2002
22076290,2003
27071681,2004
25100184,2007
25065435,2005
20591232,2015
26677263,2015
27733926,2016
27073553,2011
23864261,2013
25352753,2013
26265753,2005
26845784,2017
27298278,2021
21032558,2021
27187761,2010
23295017,2011
23620225,2000
21753143,2014
20582863,2003
27754695,2002
26686367,2007
24235056,2003
26584503,2006
27484236,2002
25993861,2006
24009555,2001
25935228,2012
46152242,2014
23162035,2008
23101195,2008
27020442,2003
27617564,2003
27440155,2013
27083925,2005
26783682,2017
25708254,2018
21122814,2009
23325888,2006
20265963,
23605146,2008
26698466,2019
27719866,2015
27346549,2024
24613641,2023
22613067,2008
27270715,2023
23295345,2012
22437046,2001
27846843,2003
25916797,2018
27264610,2009
24544165,2000
21159608,2003
27467312,2015
22812156,2006
23114203,2008
27871290,2004
20856710,2012
22425942,2015
21211982,2005
24712572,2018
27843527,2017
22858578,2010
23742242,2014
21217241,2022
21443705,2024
26421847,2008
24150821,2018
20701735,2011
25399664,2013
27728541,2016
23776257,2017
23500705,2023
22573993,2008
26772984,2024
27115651,2002
25653059,2016
20628936,2014
23695837,2013
21241175,2002
23307131,2003
26399735,2014
27389057,2021
23993502,2016
22456131,2012
21779574,2015
25513696,2016
21729494,2016
25170569,2005
21273481,2004
21978774,2023
26526159,2007
24985705,2023
22817118,2003
23022654,2019
21037340,2002
25880271,
23157797,2023
21064680,2022
26246079,2008
22896965,2019
22987893,2002
25052569,2018
22862880,2007
23084784,2003
20299771,2000
23041438,2008
22352887,2017
27200964,2009
21018255,2002
24722331,2011
26361847,2011
21724428,2004
22053497,2019
20898693,2011
27858919,2012
24230255,2002
26099942,2017
27402490,2007
27140724,2006
26453290,2024
24323559,2014
24231405,2016
27883505,2000
24487011,2015
26879610,2013
22206604,2009
24389482,2019
23190058,2003
20364389,2023
25955410,2003
21427660,2021
20254085,2008
26860865,2005
21672359,2014
17345092,2004
23228103,2023
20790326,2014
9913806,2018
12498839,2019
11674819,2018
12901678,2002
13328368,2001
13150346,2021
6880213,2000
7669698,2002
11915055,2018
12430455,
6638147,2015
9012836,2000
5533807,2010
12454300,2021
6433823,2013
14340915,2024
4252310,2018
12751356,2008
7715812,2014
3470341,2012
18416157,2022
8464530,2010
2292054,2002
25538286,2016
5165963,2004
14690406,2013
2960325,2001
8880917,2001
12482829,2012
13382937,2008
14065193,2009
29005964,2008
10830286,2022
7425870,2005
7543607,2002
6883038,2011
28988647,2018
14754847,2004
24071466,2001
8087408,2018
7699393,2009
12436534,2010
12777504,2000
19735505,2000
26813301,2008
20047710,2002
12054062,2008
10428644,2018
10237792,2013
5369951,2014
10377409,2002
16020985,2010
25163199,2024
14149393,2006
12502201,2009
4259316,2012
14697918,2000
25313917,2014
14070598,2017
19940783,2006
8100616,2016
10992109,2000
12251751,2014
13598073,2005
12635687,2015
19225231,2017
13750834,2011
4891392,2008
21766744,2022
21477575,2006
7835494,2015
16195295,2008
8254683,2020
11920588,2015
9893912,2002
11161941,2023
7121724,
7874011,2003
22125635,2010
29689697,2001
10497631,2012
25080198,2013
14420198,2012
13888185,2000
12701584,2019
14383390,2001
21600456,2009
9324630,2007
5862819,2014
28110727,2009
4592557,2006
24893778,2023
8943037,2000
13170662,2008
1437623,2011
12437965,2008
15701717,2003
12406741,2016
11877700,2007
16658831,2002
8658918,2016
3986777,2018
12540590,2001
26820284,2009
27684855,2006
5128968,2011
12613890,2007
20654448,2008
12120615,2010
13644700,2012
5521454,2001
8013246,2010
15946915,2007
13371547,2002
5162232,2004
5176630,2008
14754802,2008
3163947,2016
16027715,2001
7110117,2007
8325318,2016
5045463,2001
5756248,2023
11396407,2005
16115447,2016
10471610,2002
14475606,2007
9585260,2000
10352908,2022
1968337,2005
17327868,2007
7967878,2009
14800664,2007
22592696,2011
8927295,2016
5599862,2000
20799438,2006
6998920,2010
11795371,2015
14911958,2016
10930887,2024
9423245,2013
6231232,2013
17850132,2005
6591256,2001
10339129,2011
18317946,2007
17673419,2015
15997004,2007
10064966,2017
9093904,2005
14586017,2013
5139884,2020
14198178,2013
5999593,2006
4224703,2024
13913781,2008
9981071,2012
23620973,2007
29232755,2018
5189634,2012
13806661,2004
15876442,2013
18304740,2018
8697115,2006
12209215,2000
18206447,2016
13989815,2010
10276303,2009
14383366,2013
19939568,2010
6284747,2020
15348995,2020
16205617,2022
6894083,2014
5941185,2008
7092673,2006
4505014,2006
11433634,2010
1558392,2008
21962445,2023
9953771,2000
11721534,2013
18098404,2004
7240845,2017
9963493,2009
5677971,2018
10195746,2010
9806596,2017
23590128,2014
6860795,2003
15554565,2000
21621894,2007
14113564,2009
4389196,2011
14945915,2023
11427234,2006
6308771,2000
5903559,2011
10066624,2004
8540913,2013
10875303,2016
8049074,2008
22304780,2014
1318470,2009
13821866,2023
7539668,2020
5567095,2009
8181122,2003
29280339,2003
6102596,2014
7975213,2014
26360947,2024
5708209,2011
14693318,2016
11386315,2009
14727758,2011
8170534,2002
12885158,2009
13215352,2020
27527303,2019
20780067,2016
27310832,2022
25896021,2023
12991409,2015
6084107,2002
8069485,2006
17582228,2015
15706206,2002
27598272,2014
6269224,2001
12810499,2022
8730794,2011
22943672,2007
26057628,2005
25776185,2006
12246553,2014
14311994,2024
7082029,2020
25117120,2017
26793833,2007
18852807,2014
26408108,2018
10740834,2024
23006662,2006
14964822,2004
25428845,2019
23526950,2019
24614226,2015
10769299,2013
9910947,2020
1218545,2005
11857871,2006
11082583,2009
9594341,2008
13996920,2003
7891510,2007
14226486,2022
5691702,2010
11536285,2024
5728704,2000
2022472,2007
12593292,2010
9355529,2007
3500801,2020
9713604,2002
21784796,2002
10693730,2018
14726353,2018
4115711,2005
7914742,2005
28912968,2019
6452046,2011
5279220,2008
7205541,2024
6026050,2012
13932727,2004
19204693,2006
12694440,2020
12613458,2019
7923443,2018
9912801,2024
1930315,2001
12396183,2007
12957261,2003
14631217,2012
11562674,2023
3678427,2017
12158310,2022
6126982,2002
11033105,2010
9668981,2004
23218282,2015
16073612,2019
15131906,2001
6881884,2007
3610961,2023
29026478,2013
5917243,2009
8578883,2022
7417142,2005
5144648,2007
11094089,2022
3932402,2013
2290384,2024
27820071,2023
14031365,2007
9682688,2007
7979612,2010
16746543,2013
14000920,2017
9196187,2007
14816309,2007
8134150,2017
11495206,2010
20047392,2010
5711608,2001
6662205,2001
27148471,2017
2859930,2011
5943251,2002
12654234,2007
14808250,2020
17916035,2018
14620233,2022
26018329,2003
8092760,2001
7839908,2013
4346667,2015
17025980,2016
11514922,2019
53153183,2015
7718582,2023
11158342,2017
25943476,2018
10533918,2007
19199465,2002
5359183,2024
4989480,2012
22554928,2012
12884885,2002
15106695,2018
13978759,2010
2628444,2022
20666434,2013
14432315,2002
25892318,2019
9751513,2009
27650846,2019
6618189,2022
7981295,2008
24820127,2007
13210963,2010
13858182,2023
5905548,2022
27578434,2015
11565337,2010
6400828,2019
5005921,2020
5421249,2011
13333687,2004
17787149,2009
16691486,2001
5682952,2015
7641619,2007
12925349,2016
10745017,2005
9698924,2017
7083055,2005
29149819,2003
10274115,2012
8615600,2023
5503477,2015
7367708,2009
9436747,2023
19642639,2005
24157002,2012
13363504,2011
14241035,2002
8876291,2017
5792079,2022
1352190,2007
21026514,2015
11844040,2014
23867194,2024
11318340,2000
27535100,2018
6744879,2005
10464371,2014
17426183,2004
12318192,2012
8770512,2001
22055090,2020
15569642,2023
1280912,2014
22026909,2013
24225320,2008
15089331,2008
28270890,2005
14014465,2008
28112665,2013
14338624,2004
9047016,2001
4826698,2005
27106816,2024
5234019,2011
15839057,2024
23773237,2000
25906759,2002
26570586,2022
13875985,2018
12242387,2024
13366337,2005
9589081,2001
12461700,2022
19939077,2022
8708335,2022
10936183,2012
20723106,2017
9195056,2007
24401943,2003
26245747,2001
26937360,2016
13922085,2002
11111488,2014
4625697,2010
29318507,2007
21533647,2020
23769222,2008
19390879,2020
20539600,2001
9632439,2022
25571917,2005
10315223,2004
25403400,2011
8367820,2012
22289969,2010
9467071,2010
10628427,2009
15597804,2020
13784646,2007
9988743,2004
6705693,2004
13113715,2024
10059988,2005
21537879,2008
3594346,2011
20770756,2002
3200174,2022
19879776,2023
9074906,2016
15663665,2014
5887111,2002
12101335,2022
13226117,2018
10625744,2007
12864670,2004
13390874,2005
12001204,2000
5125826,2009
25373830,2008
13726672,2012
8111888,2009
6042700,2006
14956603,2014
21703683,2020
21861647,2009
2562782,2020
7445473,2019
12786289,2016
11906652,2000
20082702,2015
24239305,2000
8254313,2012
18867662,2002
3147450,2003
5136953,2019
7678630,2013
23327151,2020
9247018,2011
20735750,2003
5913328,2020
14331377,2004
16894551,2013
14515767,2018
14222021,2011
6332922,2005
12790200,2003
18975810,2011
11062072,2000
20304983,2005
16810976,2023
15351869,2016
8870422,2002
8047996,2004
14191647,2006
13955006,2008
12241282,2009
28587843,2015
3167986,2007
27051366,2017
11796672,2024
17912584,2017
6877178,2013
6563636,2014
6583861,2009
11430540,2007
3038259,2019
15847142,2023
22779042,2019
29593400,2024
9357117,2017
6603599,2019
5685422,2022
8254489,2017
3241368,2016
18222420,2001
10060848,2013
14521427,2001
16743908,2005
20552880,2018
13860708,2015
18781171,2006
13563834,2003
20648990,2017
14201160,2009
15996821,2001
19324800,2017
15284521,2003
17172545,2007
19767517,2010
20043687,2011
14731636,2002
18820545,2005
13299720,2003
15273908,2017
18015001,2012
18309521,2002
12359258,2003
16315412,2011
15017895,2014
20366411,2010
17345460,2010
19791305,2024
18313151,2010
15610869,2012
15979617,2014
17727165,2020
14138132,2022
20386238,2014
17178813,2016
12458699,2000
17975105,2005
20660576,2006
16729956,2013
18467900,2000
19848071,2019
18138746,2005
19422611,2017
20321476,2008
18686981,2001
18823471,2020
17865302,2016
13802541,2021
20381033,2010
19773582,2018
18824741,2012
15622944,2015
15785701,2011
16523697,2021
20049225,2008
13612203,2015
14946627,2013
13415446,2017
20554804,2008
19124619,2011
18419325,2016
15432239,2014
12422918,2018
17174175,2009
15047868,2003
19992883,2004
20581288,2006
17810901,2018
13016152,2021
15219540,2011
15555825,2023
20332333,2004
15331893,2000
15212422,2004
17451574,2018
14929384,2015
13955151,2019
12511381,2012
15170464,2006
17402097,2002
14181872,2011
16878775,2000
18694383,2023
16263749,2019
17813057,2018
12961166,2021
14976259,2014
16777223,2019
14561075,2022
14554122,2022
19209970,2018
13237127,2017
17098557,2019
15320908,2009
20445271,2021
16045502,2009
13393769,2018
19128832,2024
13523100,2009
13127436,2022
19033310,2011
16112876,2021
17701331,2019
15973317,2003
13722948,2019
19340065,2008
14023591,2011
19913734,2018
13888446,2018
17532031,2006
20519102,2018
12806236,2014
16658227,2009
17115335,2003
15892064,2023
17516189,2004
13485563,2003
16199631,2020
15284747,2008
18210653,2018
13426588,2008
16954889,2018
12414302,2023
12702078,2013
20038925,2005
13988223,2014
16753242,2020
20671713,2010
20176063,2011
19300075,2014
20007846,2021
13084234,2003
20706651,2019
18102261,2024
14917187,2023
13866175,2004
18863690,2005
20622210,2024
12819420,2011
12693724,2019
15893304,2001
13386074,2005
13961416,2024
15322456,2021
19730148,2006
13425533,2010
19485268,2004
18094136,2008
16608841,2015
15093353,2008
15857678,2000
13907522,2013
17987774,2011
14731673,2009
14592956,2018
17115083,2012
15066636,2013
13825178,2022
14125125,2003
13290823,2016
17813404,2018
15533393,2004
13757288,2011
17913534,2006
19151874,2000
17984830,2021
17553309,2020
17951918,2024
17313838,2023
15332438,2022
12812646,2003
14598076,2008
18802445,2018
14016170,2014
27814913,2018
6509827,2019
6029772,2006
12770649,2024
19079217,2022
28905305,2004
11640806,2022
27385682,2016
16781243,2006
13402157,2016
6243184,2003
10244983,2012
27518224,2002
10854242,2017
5393178,2015
14726396,2016
5499457,2004
13145933,2000
12883735,unknown
10229083,2010
29700768,2018
15893741,2021
6094937,2011
18208651,2022
7236897,2011
11687926,2000
10375634,2010
27592581,2012
18241284,2009
9762466,2022
14505389,2011
7686481,2014
21103353,2014
15925078,2011
17722814,2023
23778088,2016
5105137,2015
12307872,2002
13232647,2015
22146831,2015
26308022,2015
5386641,2021
9640991,2017
29471436,2017
18595449,2021
6279457,2015
29616906,2014
11104741,2022
8553377,2002
5275557,2006
25336349,2015
8582168,2019
6446394,2017
6663240,2004
10537407,2004
10937853,2012
8953373,2008
14742907,2012
10679968,2016
13521768,2013
21024303,2012
10084994,2001
23946816,2020
1526468,2009
11093232,2006
6282173,2013
6032593,2003
10868286,2015
8164384,2014
1680808,2015
11811738,2006
20852053,2013
23973213,2003
17186969,2000
10480564,2012
18098821,2010
12647353,2005
15243823,2000
12472943,2022
4853500,2002
13429670,2006
7363200,2005
24950835,2009
20025406,2014
14818325,2004
10785886,2011
19038198,2022
27630414,2004
26750601,2009
17621412,2001
13585252,2008
4166909,2000
10696430,2009
9429310,2005
18800301,2015
5938996,2024
14267253,2022
9009752,2005
17304368,2016
6558798,2018
8844561,2015
15496495,2012
6915639,2013
5665198,2024
5988015,2024
5756442,2018
11053676,2015
13543009,2018
24128019,2013
5401121,2021
19272224,2018
21485486,2010
1752256,2021
6809084,2019
29732397,2014
20919660,2015
6711890,2012
11309943,2010
12212208,2010
8579690,2014
18373965,2005
8466366,2008
6663627,2002
6052786,2021
19250454,2018
25174597,2009
14404978,2009
19817212,2020
13008159,2005
11995609,2013
11683833,2024
7417391,2004
5956282,2003
7331107,2012
5783669,2002
13252800,2012
15437764,2006
9772676,2011
9332562,2010
8541583,2022
18385460,2002
14613541,2017
18021449,2016
28477741,2021
20027645,2013
11695086,2010
13372558,2020
28153719,2006
11067532,2018
24068727,2003
5323836,2010
7458155,2010
29695550,2000
15784749,2002
11987315,2017
7027426,2005
12015517,2022
7159200,2001
14480692,2015
8803049,2022
3195630,2002
5809845,2005
25235366,2023
10230783,2014
23072002,2017
11650617,2008
6640963,2013
17569994,2015
9796976,2000
6549235,2016
27397369,2010
6230518,2003
12998052,2015
13227421,2023
7719244,2022
10362323,2013
10660300,2006
20466122,2010
6465328,2018
26175194,2001
6987259,2003
26446180,2011
29386079,2019
11287638,2022
11421376,2016
8252732,2010
7261431,2018
8244438,2024
14424284,2017
28859128,2019
6782110,2017
13791926,2022
12294502,2000
25699404,2020
8978064,2012
4985739,2024
7946650,2008
20206787,2019
8754788,2002
5196935,2014
12360506,2003
6005249,2010
13218272,2003
22651870,2009
18353712,2010
13154242,2006
17646577,2016
11382614,2023
6534669,2015
27835152,2021
8554875,2001
21047263,2015
8508753,2013
28639863,2022
17006243,2024
5129671,2022
11291978,2018
7627045,2000
26704104,2009
5411388,2003
16997737,2015
9536897,2003
20788285,2009
8079972,2021
13206707,2016
2234955,2012
11150875,2015
22992887,2013
26570695,2005
7410842,2000
18407398,2016
9526767,2010
4255953,2018
11615670,2003
21144702,2001
18641170,2005
7499657,2014
1816008,2004
10912053,2015
9183040,2010
11045494,2017
13840486,2006
29106949,2019
18503537,2015
5112697,2014
10031737,2003
58408901,2003
28355332,2003
5521990,2001
14183867,2018
21049885,2015
28260001,2013
10298789,2015
18702697,2020
2908660,2009
7516057,2020
6830177,2020
9184511,2022
7768786,2024
12157817,2016
9899855,2017
22542526,2023
5898412,2015
13348251,2010
12272966,2003
3727904,2018
10502714,2016
10552859,2001
5278010,2002
12373847,2018
5503724,2016
24413399,2019
5874221,2015
12009285,2004
5313629,2001
13075444,2023
8708240,2006
8268968,2006
6860368,2008
6183302,2013
17361233,2015
5764255,2011
4907905,2023
6173743,2017
21314918,2015
13210193,2014
11647220,2016
11944245,2011
6693945,2010
4089206,2011
13979882,2024
13891414,2009
6242516,2002
12122337,2006
21175536,2004
8264794,2019
25443656,2005
10438928,2015
8586524,2004
6562116,2024
25037608,2008
19160547,2023
3502280,2012
27616558,2013
6161610,2010
23331476,2017
19205644,2013
7290288,2020
24672290,2023
16866172,2005
13995558,2002
15769092,2009
7346938,2020
10934031,2008
14382054,2008
6381341,2017
12388362,2001
14320576,2017
20795391,2013
7304462,2002
14261690,2004
6244234,2009
29457019,2013
14566448,2022
13494334,2011
9474171,2018
29498849,2016
4501397,2003
14534419,2006
26042504,2012
5201343,2002
5733447,2023
10204523,2019
11240707,2009
29239974,2010
26042401,2013
14502351,2024
8009813,2018
28337563,2020
10603804,2008
11393365,2024
10658265,2006
13873584,2011
13258023,2024
21859173,2015
9100786,2009
12654230,2012
8420503,2023
28176808,2002
7805027,2002
29591574,2009
15589112,2001
29580901,2000
7228773,2002
3278435,2013
13922493,2013
5017156,2003
13336012,2019
5587360,2004
3319976,2015
23902777,2014
21092269,2013
11475178,2006
8137726,2021
23578899,2004
13204938,2015
9917073,2021
11007421,2013
4422517,2010
26882702,2012
6821900,2024
22925947,2023
1068237,2023
8596414,2021
13610107,2013
14450555,
17700949,2016
12918285,2020
13717982,2015
5971282,2015
15693344,2020
23752357,2006
23525655,2017
10759290,2012
7964348,2006
14278678,2020
7032321,2009
26550165,2002
6795615,2000
14995232,2011
11879192,2024
5921074,2009
7282708,2006
7340199,2023
18816838,2009
22401031,2003
17146074,2018
23469986,2020
9805052,2016
9074080,2005
9600230,2000
10054324,2023
23841604,2020
14022346,2015
8514839,2015
14934390,2011
11843587,2011
10220796,2006
15547103,2019
13329401,2004
23465813,2015
13491590,2001
9239995,2015
1939491,2022
12172255,2012
2955517,2008
11626062,2006
13634047,2003
24694893,2007
6960399,2010
20612030,2010
12456646,2014
11665243,2013
19605095,2021
26575661,2005
11311798,2018
10175111,2012
9074019,2011
13930131,2001
23130315,2018
21849604,2010
10495116,2006
11159569,2002
5305775,2022
5895590,2002
15012703,2019
8486961,2010
27549797,2020
13318928,2001
12543059,2020
20261949,2009
9387512,2021
21528173,2024
2879887,2003
13654535,2015
6524119,2015
9009946,2004
15293068,2019
14555567,2020
19750509,2000
5909420,2023
10408911,2008
21053448,2002
10614602,2012
16851583,2002
24945068,2008
3871420,2008
29769705,2012
11983363,2022
25240889,2020
2263077,2016
11624052,2008
5622919,2011
8467444,2005
5856332,2002
18513960,2020
11100919,2010
7873172,2012
21513683,2024
13527946,2013
24404732,2014
12688355,2014
18489226,2016
23736085,2013
14271543,2015
15417060,2009
5689064,2016
13242165,2015
14483712,2013
17867323,2012
28110910,2003
11695714,2021
21200359,2002
20716810,2002
8128053,2014
7264604,2003
2781004,2015
11258337,2000
19954801,2004
5737487,2007
23094956,2005
5027300,2002
23611943,2019
23722556,2004
14180918,2013
13672883,2010
26875175,2004
8773861,2001
5799052,2018
1223042,2015
12702966,2007
25171322,2016
14860220,2019
8835593,2001
5253269,2008
13842254,2011
6004482,2012
5932395,2014
17141978,2022
12402467,2021
7353917,2019
14594894,2000
10120913,2024
10934596,2002
15384799,2018
6025711,2021
12560587,2021
2774814,2010
5274289,2019
20796653,2020
9189954,2020
28534142,2012
11812188,2010
7401123,2021
25666422,2018
14898758,2013
8970510,2010
10831004,2008
9798867,2006
12460878,2003
11323404,2002
13756350,2011
17068202,2009
12422229,2006
23642967,2004
16200925,2015
12328932,2017
21917146,2021
18445698,2018
5072486,2012
9702796,2006
7780807,2009
7735294,2004
5291589,2006
26633464,2003
8807871,2013
12548344,2011
13239468,2000
9724567,2014
10554303,2000
14553954,2013
19605984,2022
8040455,2010
14102726,2024
1911228,2005
29932828,2015
13650741,2012
11800258,2002
14547281,2024
3985245,2008
2136301,2011
15072925,2016
15762150,2009
10330967,2004
9902978,2002
7341899,2024
14155799,2022
21555396,2003
5447066,2004
14765890,2024
7606695,2013
12553503,2015
12285925,2019
16724522,2006
16876068,2004
7822083,2016
26884855,2010
13504379,2016
10826451,2021
22947142,2017
11229022,2020
15140056,2001
10180299,2016
7044772,2007
9393376,2019
7096287,2009
14979868,2012
10411680,2020
15695925,2005
1675592,2021
25580264,2014
10945403,2003
18821645,2017
7920127,2001
14666774,2000
2883720,2004
13159076,2021
10331748,2009
11606637,2015
29209336,2017
10161894,2013
12058207,2018
10228785,2002
18952140,2010
23758223,2006
11274230,2007
11297002,2010
16552848,2001
12943412,2004
7315837,2006
3362525,2023
5619526,2002
23080184,2013
29451015,2021
12857471,2008
14298404,2003
15235247,2005
27586624,2019
20342424,2004
1081337,2002
10382747,2003
50152086,2018
12649485,2003
12317653,2005
20314889,2017
12637864,2011
5501771,2000
14910351,2023
12072171,2018
16247730,2003
21099311,2003
8799715,
25379086,2023
11574487,2013
6210816,2003
10156241,2002
10449903,2021
25393272,2017
5535342,2009
11537639,2011
9107624,2024
6975552,2012
6990094,2004
9193493,
7095571,2000
10096975,2001
3452371,2002
8536571,2019
27126359,2018
5101417,2001
14163853,2013
6907502,2021
6294840,2016
15645259,2023
13929405,2016
8227484,2001
8382216,2013
28642999,2018
5496425,2019
12397538,2004
24801345,2019
24094097,2005
6131978,2002
5082620,2007
12961422,2015
11849703,2001
13905824,2008
11832757,2022
12601848,2023
13659024,unknown
19320216,2013
27208534,2020
14526536,
27718240,2020
3146990,2006
5775747,2003
20162585,2000
26845333,2021
6111234,2020
21218976,2022
18238474,2000
6227088,2022
3256625,2010
9197863,2017
19416308,2022
6891887,2017
22575128,2002
9773310,2022
16875344,2017
4089301,2019
27571169,2013
28683352,2008
9757719,2021
12434056,2010
7812701,2023
21266005,2014
1933477,2014
6120071,2015
17282879,2024
11533183,2024
7742210,2022
22205531,2010
11595513,2013
9741157,2009
7787097,2001
2569973,2011
10597127,2021
14380574,2023
25466918,2011
5339917,unknown
23696187,2019
8887296,2008
14045524,2007
16560944,2016
28794379,2023
5891046,2012
22839951,2008
21761344,2000
13782838,2024
8455269,2000
12615712,2009
16788735,2022
6293988,2001
13699492,
12497047,2014
8860165,2014
7510186,2023
13367735,2023
14619503,2006
9923864,2019
14684079,2003
3131030,2021
12087453,2013
8676316,2020
9673137,2024
12130959,2020
4648193,2005
14814127,2007
17017404,2013
6782082,2019
10422585,2009
9615489,2009
9665083,2001
6778706,2017
14542204,2012
9068640,2015
7391247,2009
12026225,2020
15018427,2015
19458742,2017
9083740,2017
22684978,2003
3931875,2022
10709948,2016
8308707,2004
2327639,2018
14145838,2002
26649023,2023
13487825,2011
5945978,2003
28357009,2021
8419132,2009
12383586,2016
16347365,2017
10199675,2023
6421258,2005
9831650,2023
1843440,2022
7583061,2021
16589279,2002
5575364,2004
9533803,2022
6281775,2003
12417863,2005
22264222,2016
14290445,2001
23386240,2023
12567473,2021
9658800,2009
23514601,2014
17804996,2005
47327499,2023
9361804,2023
22797916,2015
30680280,2016
2835145,2024
15603298,2003
11456865,2001
29457885,2018
23096076,2006
16630052,2008
12469951,2022
12152796,2016
6562450,2021
27656397,2021
28633865,2014
2473902,2020
26343966,2016
9154295,2020
23035772,2020
20599108,2012
8269125,2023
31267834,2004
8457433,2020
25116064,2008
25928484,2021
7234263,2013
31906006,2008
10771226,2010
7435053,2024
7851081,2003
27481694,2011
9604412,2002
10975489,2006
19619903,2019
20815255,2005
10616991,2021
26241027,2023
15272507,2024
18311229,2014
9043376,2022
28240681,2021
11688966,2000
14469795,2003
24585944,2001
13879206,2005
13929353,2001
8698914,2014
14805904,2004
2543236,2022
17164675,2021
1951408,2019
12035614,2020
29641661,2013
8257814,2012
17642436,2012
9853731,2021
8878557,2007
31949485,2014
16352661,2019
18360684,2012
16962538,2005
5542197,2024
13796799,2024
12973540,2024
12439213,2003
25325945,2006
5502714,2010
18314331,2021
23899924,2003
11984242,2013
11509859,2009
26853891,2007
13144603,2022
17543442,2011
9962881,2008
13715897,2024
12379918,2005
4493514,2005
17120497,2012
24316368,2024
12688364,2011
28015249,2007
6125293,2007
24070540,2021
8475311,2002
3089982,2017
3893618,2009
16207450,2003
16641136,2020
5656072,2001
2381681,2008
6575566,2021
11130589,2010
11578189,2015
19544078,2013
14945553,2012
8596683,2011
22848857,2000
14323829,2002
11365940,2016
3401809,2003
11355189,2008
11808429,2019
9746182,2006
10017939,2007
10399652,2023
25565908,2024
27061767,2011
24062465,2016
23497910,2011
12561871,2022
6171677,2020
22860226,2008
13779467,2004
16803643,2012
29020241,2017
5597337,2014
9113131,2004
13466301,2015
5748200,2008
10399436,2000
6175705,2006
13664649,2018
1196618,2009
26583875,2003
1715785,2019
16201892,2011
14959159,2015
8200388,2017
12212404,2002
14675610,2002
12568898,2012
5268054,2006
14413559,2012
13653984,2007
15941313,2023
21898141,2008
8897900,2001
19742203,2007
12226438,2011
14978322,2021
28965762,2019
18033835,2014
14300798,2019
14231475,2024
3801397,2019
10135407,2001
9321639,2013
12960364,2004
13351067,2001
13061080,2020
22478181,2022
14621819,2001
8217628,2008
14695391,2015
9976395,2000
13390812,2015
10132295,2015
6991623,2008
28904166,2003
29149403,2018
27525236,2018
8091016,2024
25996327,2010
7125366,2006
28406272,2001
14910533,2018
6917380,2016
16855047,2020
5857995,2020
15706064,2008
22746229,2014
7553140,2009
14957207,2002
29146278,2011
10975240,2015
23935691,2005
15796001,2014
21595685,2008
14642788,2002
1209864,2022
28867733,2017
13919918,2005
14303678,2006
12940763,2023
22181428,2017
14277484,2014
20428745,2000
8579251,2023
13425172,2022
15185091,2023
5284531,2018
4200084,2022
13539289,2022
9926256,2013
14841223,2003
9604014,2010
5187886,2015
3177288,2024
16367192,2014
7312128,2004
17734854,2023
28988666,2004
9083651,2017
25693214,2001
12065795,2009
13817361,2020
10545557,2011
11472201,2019
17764276,2011
33342642,2008
7177410,2004
16553745,2017
9168909,2006
13463536,2024
10863402,2000
1285913,2021
5808684,2007
12799338,2002
18249240,2019
2093304,2019
9845668,2021
10762461,2008
4296828,2024
10754122,2008
21152338,2007
6955448,2011
13533268,2005
7025807,2002
14860222,2005
14028338,2021
5595215,2003
12517232,2019
28303762,2006
28724773,2001
9280104,2015
7516689,2001
25050692,2010
10021219,2013
19848849,2024
6142438,2019
17970314,2014
12979330,2002
6724576,2011
8005190,2017
16010864,2007
17814786,2016
29458020,2016
18741024,2004
14300992,2023
10307428,2009
12542953,2019
7648948,2023
8343268,2024
17380529,2016
21181826,2004
6405633,2021
16089770,2006
14424816,2024
14276030,2002
18246381,2013
15392994,2018
7658194,2007
8003818,2017
12431053,2009
23598841,2005
2476368,2020
29661398,2001
9744730,2012
20255715,2017
10841240,2010
15681553,2016
12673947,2001
28251535,2015
13376511,2001
3896139,2021
10614521,2015
18050231,2001
8732601,2002
10069577,2019
14187534,2002
10195710,2016
10336433,2018
6774681,2008
24537256,2021
2977444,2002
3387048,2012
29249836,2001
15368482,2011
24910043,2014
14126613,2011
10654987,2008
22930603,2011
26573592,2021
13959530,2017
5504140,2008
15007175,2013
8669230,2005
11487355,2015
26991756,2001
12550372,2011
6570000,2022
15236161,2014
23876718,2010
7949978,2015
33931410,2009
19573585,2014
13444962,2017
6799288,2006
4804221,2012
12370760,2005
14800396,2006
11012513,2021
23601884,2003
14808609,2011
13485075,2016
9606006,2003
7236397,2000
13897184,2005
11141556,2004
8194509,2003
9947405,2007
5300012,2017
2841906,2006
11030504,2005
14571783,2011
11272363,2004
33102168,2023
12943450,2000
8367543,2014
11065417,2024
8079873,2024
13548865,2013
23232433,2011
16899276,2007
26405984,2011
9299394,2015
30142420,2024
14881048,2010
23235691,2004
22602240,2013
12881029,2011
18488803,2001
22053885,2019
10281107,2001
5482217,2017
12094980,2011
11440858,2004
9232804,2011
8944697,2000
17897152,2009
8591537,2020
8166878,2016
20606205,2002
9104932,2012
12129434,2006
12207835,2007
7046273,2010
2222046,2016
5354824,2009
6463559,2024
23238213,2014
18447994,2005
17225152,2008
26976875,2001
10214460,2001
5524168,2021
2446124,2011
27212964,2016
14967207,2017
6006607,2011
14409234,2020
6917234,2021
7721881,2013
