omset,tahun_berdiri,kapasitas_produksi_mod
8178625,2020,819
13606405,2011,1103
14194299,2023,1244
12167555,2006,1055
11803026,2020,888
7472011,2023,629
14053505,2021,855
6808699,2006,512
5868825,2018,463
8472005,2012,705
11216799,2015,959
14371102,2001,1298
12603349,2017,1272
11110724,2009,1215
7973375,2001,583
8196130,2001,493
12343474,2006,858
12617713,2000,1024
3721787,2003,259
8269440,2006,585
10143103,2017,624
10310334,2024,828
6440050,2020,596
6876732,2016,713
6459215,2011,469
9777793,2001,790
10881822,2011,768
11338619,2016,1021
4999540,2020,297
6739183,2007,695
9361344,2015,460
11763305,2006,980
8146167,2002,786
5256442,2020,482
5935087,2005,967
14333460,2001,1410
12268996,2011,862
7456369,2017,643
12580883,2013,688
9920022,2005,876
6518207,2001,426
5361579,2022,609
5746961,2020,409
4269724,2021,343
7004732,2015,503
10671332,2017,1368
3507708,2001,244
3685051,2001,554
14461448,2012,1554
9181919,2020,926
10525759,2021,1036
7487178,2019,738
9572989,2012,444
7968361,2022,655
5976751,2012,663
9082444,2005,805
14585836,2023,935
11851440,2015,1064
6862938,2001,911
12628839,2019,1472
10242727,2009,911
4109874,2015,480
9712531,2019,794
11580440,2010,636
5066080,2017,291
3543708,2011,501
9180770,2021,766
6863984,2010,561
4786642,2015,363
3595376,2014,553
9217341,2000,1172
5991731,2007,895
10840016,2023,944
9457587,2024,914
3545197,2008,87
13486861,2010,1630
4325897,2006,195
4218119,2011,386
6349021,2006,367
7976089,2005,595
9055453,2013,637
9483767,2003,722
4289322,2021,283
9183384,2012,709
12718465,2015,1375
8899036,2001,568
3378772,2010,304
8929122,2000,1054
11097917,2023,884
5589955,2013,368
10137586,2023,863
11112319,,1287
4546583,2024,414
12061967,2008,964
6536753,2023,659
11500031,2021,776
10202302,2022,1074
6586122,2003,651
7154578,2023,576
7511584,2000,508
7016919,2023,458
5397660,2012,552
9355502,2017,1103
6654264,2006,472
11232724,2007,1128
10748518,2003,487
10507181,2019,816
4012115,2013,331
13636969,2009,999
7991243,2006,529
5713182,2006,386
13716487,2013,1333
4464375,2010,350
4909370,2024,77
14437405,2018,722
13922869,2011,1106
10498477,2007,1054
11200998,2019,359
13914047,2004,1134
11771148,2006,940
5903207,2019,745
5432174,2016,408
9040365,2012,891
8888075,2007,826
58516414,2000,3613
6678542,2010,724
5141765,2000,476
4675337,2012,474
9760131,2013,1740
12293154,2020,590
6240991,2000,841
6410519,2013,512
12894671,2009,1251
13638850,2023,1234
11141549,2002,909
7902184,2020,593
3540663,2019,335
4541418,2002,160
5794094,2024,628
6778198,2017,522
10500933,2023,690
4786501,2018,340
5668211,2005,697
6825149,2001,505
4292501,2019,413
6150763,2003,413
8900565,2001,955
6056298,2019,644
8274536,2002,1106
3713471,2017,283
7318668,2017,772
13508302,2017,1260
9592542,2004,1144
3987217,2004,232
13378078,2014,1421
3390257,2007,250
7786969,2001,680
5380296,2007,479
7844117,2005,746
9143052,2018,796
11139338,2010,1061
7219177,2020,930
14624303,2003,1621
9683886,2020,1061
12172834,2021,993
12117120,2019,879
12733178,2009,1408
6897528,2007,766
7898723,2017,988
5624985,2019,389
13822641,2024,1200
12727184,2017,734
6916043,2012,539
7615653,2001,865
12377415,2009,1008
11456452,2016,1195
11195890,2016,969
13478887,2012,1318
6616802,2007,379
7097749,2013,643
14125162,2002,459
11870664,2011,1032
9588728,2000,509
8787670,2014,1035
7862241,2012,850
3672798,2001,367
7850957,2003,992
8619405,,578
5740383,2006,786
4123288,2009,478
6012286,2022,485
12938838,2024,1478
4523202,2012,220
13795085,2024,1035
10001041,2020,766
11011506,2013,872
9124013,2007,596
4326567,2007,542
7466652,2017,613
3859608,2015,370
12591570,2016,1000
13770266,2006,760
13463702,2009,1302
11606197,2011,587
4827450,2021,402
11625911,2004,721
12028011,2019,1591
7171376,2009,802
4494070,2004,396
9236477,2001,1097
10583743,2004,762
5328065,2006,546
7216922,2015,675
11394075,2014,1097
11940073,2000,1402
8116957,2017,868
6917702,2018,662
5404851,2024,202
4639994,2023,251
5502487,2000,456
14202720,2008,1326
10169109,2009,664
8997645,2009,1310
7563084,2014,958
11798183,2006,1221
4500454,2024,392
7784573,2020,651
7122382,2020,455
4079882,2000,352
11438029,2006,1100
6838121,2023,380
4511774,2000,432
7565913,2004,642
8474524,2022,373
9418448,2018,662
12085527,2017,995
12169949,2013,1583
10485815,2000,1075
4714373,2010,200
13684591,2010,1383
5447440,2002,223
8867158,2023,1019
14045933,2002,1154
5308476,2018,443
7762242,2003,944
9946142,2002,611
7769328,2002,422
8471758,2012,639
4070854,2010,488
5634344,2018,241
10001097,2013,272
5987714,2017,446
8144574,2019,835
11910069,2018,1381
13115387,2024,1074
5244481,2019,387
4400967,2020,541
11022229,2010,557
8518454,2015,683
10557526,2021,998
8390504,2009,839
14469413,2020,1180
7632120,2006,684
7491023,2004,196
9649714,2000,725
9049049,2007,907
8326145,2023,547
9107646,2012,830
9388573,2019,940
9926395,2005,819
8179267,2016,763
8470574,2014,563
8566470,2024,724
9334727,2014,969
8943451,2005,834
9250638,2006,706
9705950,2000,923
9118017,2010,969
8215753,2012,327
9487308,2012,1103
8929285,2019,730
8574769,2015,853
8278463,2022,977
12930760,2003,819
8363619,2015,605
9413724,2016,784
10090077,2015,735
10486572,2002,1345
9078344,2020,635
7218521,2002,536
14452134,2005,1381
10921695,2023,706
3833493,2006,263
11505733,2006,1121
12981909,2012,1096
7063041,2002,607
14463478,2015,1174
10298454,2010,587
14237505,2024,1393
7929664,2019,1047
6032061,2007,529
6886715,,648
13969852,2013,1469
4458512,2009,191
11827399,2000,1496
8645586,2018,815
3629961,2024,520
8738188,2001,632
6399559,2018,876
6735563,2024,731
11033558,2021,1130
14419081,2006,1386
7470366,2009,616
11676099,2005,1355
4249463,2014,378
4745339,,107
10642114,2016,704
5542000,2000,450
14214677,2022,1387
13464680,2006,1214
6728444,2008,809
13017244,2008,673
12225395,2018,1149
13293820,2020,728
11717440,2016,1251
6333592,2006,538
7546829,2013,749
13355105,2006,988
6039631,2024,743
10810317,2024,1222
7522273,2016,777
4324042,,346
8293912,2020,856
14302755,2019,1110
7762264,2003,854
11313762,2005,1422
10873297,2005,1235
6104122,2008,409
14218464,2011,1402
9853499,2002,603
6633189,2008,684
4278366,2012,425
11170544,2002,567
7867721,2009,475
13167844,2021,1126
12164530,2009,1031
7079132,2022,404
8577866,2005,846
7654189,2023,728
12309213,2005,1071
8488605,2015,606
5522966,2014,647
9967397,2014,1266
7101252,2002,539
11929127,2001,932
7925347,2014,801
14551187,2018,1231
7626886,2001,651
6815274,2019,733
6838679,2020,260
4296811,2002,553
13157859,2000,1220
7529015,2016,590
11608987,2001,1032
12397939,2007,1119
13214049,2022,745
7809102,2015,982
10254133,2022,935
8684703,2001,868
9958771,2018,1109
12949997,2000,913
13000491,2006,1310
12675637,2021,1086
12256097,2000,1330
5476855,2004,131
4722393,2017,387
5815370,2005,406
4395517,2002,434
8717524,2017,877
6883754,2002,479
8597802,2015,624
8426874,2014,731
6593858,2001,421
7243250,2002,797
14022575,2004,1180
11277006,2007,325
8893813,2008,719
9671076,2010,644
3609344,2013,76
12313023,2004,806
13354489,2021,1249
6941141,2017,852
5013426,2017,478
10614990,2016,820
13287955,2008,1335
23009881,2023,1950
23566158,2014,1903
25818664,2017,1894
22316900,2015,1384
20291726,2017,1734
27115777,2000,2594
27820502,2010,2543
20904047,2006,1779
21474219,2009,1630
25261796,2008,2608
26702756,2020,1890
20364927,2006,2165
23588152,2016,1779
20901725,2002,1654
23123687,2002,1556
24054278,2009,2024
26603176,2019,2910
24746036,2000,2515
26528089,2014,2904
23021816,2020,2343
22125917,2008,1622
26912530,2008,2353
24317118,2021,1931
20931992,2006,2430
22216405,2009,1593
24050307,2012,2601
20701197,2020,2243
24092941,2007,2993
23101388,2016,1977
23952034,2000,2516
23405758,2013,3094
24707070,2014,2033
22670871,2013,1495
24859396,2007,1510
25141117,2012,2640
24313874,2004,1471
23898202,2003,2064
22745726,2015,2281
24040043,2009,2307
24588429,2011,2461
20096315,2010,1937
27542885,2022,3152
22099786,,1678
25395731,2013,2066
27074224,2002,2166
20263257,2024,2174
20584218,2006,2233
27003872,2013,2716
27272636,2013,3078
27805232,2000,2039
24076227,2017,2924
23474516,2020,2795
20173738,2001,2130
27071451,2011,3328
20107290,2013,1262
24714565,2017,2073
25768284,2021,2073
23459611,2012,2468
20646585,2012,1524
26571508,2005,2809
20103689,2024,2351
21051302,2021,2207
22547396,2001,2201
24436925,2000,1854
27341367,2011,2155
26779219,2021,3053
22380527,2004,2378
23868416,2010,2198
23979889,2007,2052
26872145,2020,1583
27149104,2023,2037
24868557,2001,3121
20209307,2005,1405
27787193,2021,2673
22295863,2005,2458
20867081,2022,1465
21932743,2014,2102
20326451,2001,2219
21875214,2004,2030
27796312,2006,3919
23673350,2018,1514
23025370,2004,2558
54455975,2021,4966
22320061,2014,2369
27610502,2015,2772
21981312,2002,1753
20087835,2014,1939
22175537,2007,1333
26570874,2022,2740
21471523,2015,2100
26430865,2014,2742
24510315,2010,2719
24214289,2016,2400
26670437,2004,2546
23770830,2015,1844
26663364,2018,2159
21367506,2008,2425
24246745,2019,2848
24291011,2011,2155
23946743,2010,2241
23645755,2001,1824
20072297,unknown,2277
25211196,2016,2627
25914451,2000,3260
25839178,2006,2016
20194262,2003,1730
21958995,2021,2123
23609528,2003,2453
22486754,2014,1999
24471394,2022,1905
23550099,2024,2543
21818338,2024,2297
22026690,2003,1686
27129638,2019,3140
27364020,2002,3082
23550500,2018,2239
23249121,2020,2188
22698311,2019,2322
21468364,2014,1661
25686575,2011,2399
21000887,2000,1142
20910453,2004,2259
23387215,2014,1537
24572285,2005,2913
26561807,2001,2321
24914013,2000,2223
20479036,2008,1664
27174147,2010,2396
27694258,,3233
21115428,2006,1024
21888628,2024,2517
21984719,2011,2166
25425957,2000,1840
24485224,2018,1821
27927719,2021,3380
25019233,2005,1920
9254872,2022,586
24051608,,2702
22066859,2014,2175
20321141,2013,1538
21618508,2007,2084
20856560,2002,1550
27707920,2017,3088
26179017,2012,2903
21597568,2008,2202
22174646,2008,2194
20546470,2024,2544
27048441,2003,2515
22522851,2002,1623
20562867,2003,2066
21781911,2012,2815
25897246,2008,1961
21448342,2022,1848
21638951,2023,2162
27228104,2022,2508
24023592,2001,1823
21724477,2023,2440
25923705,2009,3427
21422483,2006,2057
24464651,2004,1892
22397137,2021,1469
24298899,2019,2363
26177311,2002,2921
26244792,2005,2650
22301131,2003,2065
25714426,2003,2132
27086988,2011,2022
20489472,2015,2199
22286008,2021,2420
23205884,2002,1530
27254023,2009,3261
21041685,2000,2161
23261318,2010,2721
26912648,2007,1895
20846483,2022,1423
25803420,2024,2332
23300453,2015,2363
25226332,2012,3114
26469314,2008,2776
24443807,2000,2167
27272379,2016,2067
24305601,2000,2769
23494612,2015,1787
21466956,2015,2603
22523887,2008,1975
21587291,2021,2603
27161022,2012,2835
26060778,2015,2361
20278690,2019,1686
24173411,2006,2102
24450995,2011,2449
25276011,2015,2381
25952263,2015,2150
23351624,2021,2098
26693327,2008,2517
24880492,2014,1406
23338494,2016,2349
27256079,2024,2087
20819238,2023,1499
25867733,2004,1664
21397048,2005,1303
27585274,2024,1940
24963091,2008,2016
21738250,2003,2759
20047304,2014,1664
26822473,2005,2574
25783793,2012,2571
21865174,2010,2075
27385001,2000,2511
23720583,2008,1711
25355261,2000,2981
24454581,2001,3027
22510879,2016,1425
21313424,2004,1587
23912867,2003,2103
24174994,2015,1843
24770420,2019,2514
22221029,2010,1775
25433999,2017,3299
25968756,2001,2936
27576916,unknown,2663
23922835,2005,2642
20538194,2024,2304
21502986,2024,1777
24416724,2007,1924
20404196,2024,1915
24105313,2019,2594
25636167,2018,2442
26791400,2014,1780
27659959,2013,2202
27271085,2000,2502
26105467,2005,2393
26480717,2021,3343
46153024,2017,3333
21660825,2000,2198
26968205,2017,3183
26078295,2015,3425
27599692,2018,2381
26928972,2017,2726
23972995,2011,2459
23710153,2002,2279
22076290,2003,2006
27071681,2004,2716
25100184,2007,1247
25065435,2005,2619
20591232,2015,1950
26677263,2015,2380
27733926,2016,3529
27073553,2011,2211
23864261,2013,2048
25352753,2013,3214
26265753,2005,2072
26845784,2017,2248
27298278,2021,2472
21032558,2021,2259
27187761,2010,2623
23295017,2011,1639
23620225,2000,1974
21753143,2014,1782
20582863,2003,1875
27754695,2002,2780
26686367,2007,2669
24235056,2003,1510
26584503,2006,2948
27484236,2002,2673
25993861,2006,3025
24009555,2001,2411
25935228,2012,2894
46152242,2014,4656
23162035,2008,2688
23101195,2008,2351
27020442,2003,2468
27617564,2003,3619
27440155,2013,2961
27083925,2005,2780
26783682,2017,1915
25708254,2018,1826
21122814,2009,2064
23325888,2006,2222
20265963,,1651
23605146,2008,2247
26698466,2019,3196
27719866,2015,2901
27346549,2024,2020
24613641,2023,2238
22613067,2008,1778
27270715,2023,2359
23295345,2012,1993
22437046,2001,1892
27846843,2003,2007
25916797,2018,2352
27264610,2009,2279
24544165,2000,1047
21159608,2003,2726
27467312,2015,3056
22812156,2006,1965
23114203,2008,2150
27871290,2004,2048
20856710,2012,2557
22425942,2015,2820
21211982,2005,2022
24712572,2018,2727
27843527,2017,2672
22858578,2010,1587
23742242,2014,2034
21217241,2022,2013
21443705,2024,1813
26421847,2008,2358
24150821,2018,2203
20701735,2011,1885
25399664,2013,2382
27728541,2016,2088
23776257,2017,1912
23500705,2023,1658
22573993,2008,2476
26772984,2024,1540
27115651,2002,3047
25653059,2016,2987
20628936,2014,1797
23695837,2013,1134
21241175,2002,1830
23307131,2003,2135
26399735,2014,2004
27389057,2021,2311
23993502,2016,2858
22456131,2012,2341
21779574,2015,1663
25513696,2016,1677
21729494,2016,1887
25170569,2005,2246
21273481,2004,2155
21978774,2023,1829
26526159,2007,2695
24985705,2023,3145
22817118,2003,2438
23022654,2019,2115
21037340,2002,1878
25880271,,2248
23157797,2023,2621
21064680,2022,1715
26246079,2008,2459
22896965,2019,2143
22987893,2002,1931
25052569,2018,1740
22862880,2007,2247
23084784,2003,2116
20299771,2000,2058
23041438,2008,1923
22352887,2017,2548
27200964,2009,2129
21018255,2002,2582
24722331,2011,1556
26361847,2011,2644
21724428,2004,2193
22053497,2019,1735
20898693,2011,2090
27858919,2012,3187
24230255,2002,1326
26099942,2017,2647
27402490,2007,1404
27140724,2006,2084
26453290,2024,3186
24323559,2014,2015
24231405,2016,1760
27883505,2000,2502
24487011,2015,3140
26879610,2013,1671
22206604,2009,1649
24389482,2019,2890
23190058,2003,2897
20364389,2023,1845
25955410,2003,1867
21427660,2021,2775
20254085,2008,2449
26860865,2005,2804
21672359,2014,1697
17345092,2004,1581
23228103,2023,2089
20790326,2014,2045
9913806,2018,1215
12498839,2019,1364
11674819,2018,796
12901678,2002,1537
13328368,2001,1301
13150346,2021,1382
6880213,2000,870
7669698,2002,469
11915055,2018,1074
12430455,,996
6638147,2015,307
9012836,2000,881
5533807,2010,885
12454300,2021,663
6433823,2013,559
14340915,2024,1493
4252310,2018,376
12751356,2008,1133
7715812,2014,437
3470341,2012,315
18416157,2022,1443
8464530,2010,315
2292054,2002,313
25538286,2016,2788
5165963,2004,452
14690406,2013,1411
2960325,2001,372
8880917,2001,842
12482829,2012,1368
13382937,2008,1142
14065193,2009,1651
29005964,2008,2855
10830286,2022,1026
7425870,2005,420
7543607,2002,723
6883038,2011,457
28988647,2018,2392
14754847,2004,1118
24071466,2001,1792
8087408,2018,1138
7699393,2009,938
12436534,2010,1623
12777504,2000,846
19735505,2000,1848
26813301,2008,1909
20047710,2002,1603
12054062,2008,866
10428644,2018,1225
10237792,2013,835
5369951,2014,634
10377409,2002,1075
16020985,2010,2173
25163199,2024,1702
14149393,2006,1646
12502201,2009,1433
4259316,2012,218
14697918,2000,1635
25313917,2014,2496
14070598,2017,1224
19940783,2006,1548
8100616,2016,581
10992109,2000,1479
12251751,2014,1115
13598073,2005,1454
12635687,2015,947
19225231,2017,1503
13750834,2011,1553
4891392,2008,212
21766744,2022,1856
21477575,2006,2001
7835494,2015,718
16195295,2008,1433
8254683,2020,815
11920588,2015,1256
9893912,2002,1054
11161941,2023,777
7121724,,577
7874011,2003,932
22125635,2010,2396
29689697,2001,2092
10497631,2012,1029
25080198,2013,1483
14420198,2012,1333
13888185,2000,1792
12701584,2019,912
14383390,2001,1081
21600456,2009,2290
9324630,2007,509
5862819,2014,405
28110727,2009,2895
4592557,2006,296
24893778,2023,2211
8943037,2000,957
13170662,2008,1314
1437623,2011,120
12437965,2008,1046
15701717,2003,1552
12406741,2016,1098
11877700,2007,1193
16658831,2002,1376
8658918,2016,738
3986777,2018,193
12540590,2001,1133
26820284,2009,2128
27684855,2006,2060
5128968,2011,481
12613890,2007,1204
20654448,2008,2198
12120615,2010,994
13644700,2012,1358
5521454,2001,567
8013246,2010,801
15946915,2007,1214
13371547,2002,1261
5162232,2004,501
5176630,2008,446
14754802,2008,753
3163947,2016,276
16027715,2001,2146
7110117,2007,562
8325318,2016,598
5045463,2001,491
5756248,2023,552
11396407,2005,1322
16115447,2016,1096
10471610,2002,1114
14475606,2007,1493
9585260,2000,832
10352908,2022,1012
1968337,2005,258
17327868,2007,1876
7967878,2009,487
14800664,2007,1592
22592696,2011,2068
8927295,2016,815
5599862,2000,497
20799438,2006,1868
6998920,2010,834
11795371,2015,1051
14911958,2016,1043
10930887,2024,897
9423245,2013,885
6231232,2013,755
17850132,2005,1843
6591256,2001,429
10339129,2011,1498
18317946,2007,1778
17673419,2015,2045
15997004,2007,1423
10064966,2017,1027
9093904,2005,992
14586017,2013,1683
5139884,2020,607
14198178,2013,1543
5999593,2006,470
4224703,2024,273
13913781,2008,1364
9981071,2012,1107
23620973,2007,2100
29232755,2018,3238
5189634,2012,675
13806661,2004,1011
15876442,2013,1205
18304740,2018,1641
8697115,2006,841
12209215,2000,978
18206447,2016,2130
13989815,2010,1397
10276303,2009,937
14383366,2013,912
19939568,2010,1372
6284747,2020,598
15348995,2020,778
16205617,2022,1800
6894083,2014,579
5941185,2008,1060
7092673,2006,1049
4505014,2006,355
11433634,2010,1012
1558392,2008,210
21962445,2023,2690
9953771,2000,534
11721534,2013,625
18098404,2004,1461
7240845,2017,748
9963493,2009,1009
5677971,2018,668
10195746,2010,650
9806596,2017,374
23590128,2014,2537
6860795,2003,456
15554565,2000,826
21621894,2007,2057
14113564,2009,1512
4389196,2011,353
14945915,2023,1237
11427234,2006,998
6308771,2000,489
5903559,2011,289
10066624,2004,748
8540913,2013,869
10875303,2016,1060
8049074,2008,750
22304780,2014,1678
1318470,2009,61
13821866,2023,666
7539668,2020,703
5567095,2009,714
8181122,2003,438
29280339,2003,2442
6102596,2014,589
7975213,2014,954
26360947,2024,2251
5708209,2011,382
14693318,2016,782
11386315,2009,1058
14727758,2011,1935
8170534,2002,783
12885158,2009,1169
13215352,2020,1292
27527303,2019,2555
20780067,2016,1622
27310832,2022,2917
25896021,2023,2505
12991409,2015,1189
6084107,2002,366
8069485,2006,975
17582228,2015,1836
15706206,2002,1276
27598272,2014,3030
6269224,2001,463
12810499,2022,964
8730794,2011,626
22943672,2007,1421
26057628,2005,2629
25776185,2006,1594
12246553,2014,804
14311994,2024,726
7082029,2020,610
25117120,2017,2268
26793833,2007,2344
18852807,2014,1382
26408108,2018,1932
10740834,2024,1080
23006662,2006,1913
14964822,2004,1463
25428845,2019,1979
23526950,2019,2256
24614226,2015,2834
10769299,2013,1111
9910947,2020,802
1218545,2005,97
11857871,2006,1018
11082583,2009,1006
9594341,2008,793
13996920,2003,1234
7891510,2007,743
14226486,2022,1024
5691702,2010,328
11536285,2024,709
5728704,2000,235
2022472,2007,50
12593292,2010,1188
9355529,2007,650
3500801,2020,355
9713604,2002,882
21784796,2002,1264
10693730,2018,1119
14726353,2018,1582
4115711,2005,203
7914742,2005,786
28912968,2019,2281
6452046,2011,583
5279220,2008,255
7205541,2024,307
6026050,2012,461
13932727,2004,1240
19204693,2006,1635
12694440,2020,850
12613458,2019,1046
7923443,2018,757
9912801,2024,884
1930315,2001,159
12396183,2007,958
12957261,2003,1489
14631217,2012,1004
11562674,2023,1168
3678427,2017,465
12158310,2022,1227
6126982,2002,501
11033105,2010,875
9668981,2004,1096
23218282,2015,1580
16073612,2019,1181
15131906,2001,1271
6881884,2007,829
3610961,2023,349
29026478,2013,2236
5917243,2009,464
8578883,2022,642
7417142,2005,524
5144648,2007,595
11094089,2022,680
3932402,2013,553
2290384,2024,269
27820071,2023,3095
14031365,2007,1155
9682688,2007,839
7979612,2010,431
16746543,2013,1375
14000920,2017,1417
9196187,2007,1100
14816309,2007,1039
8134150,2017,653
11495206,2010,1006
20047392,2010,1351
5711608,2001,593
6662205,2001,458
27148471,2017,2436
2859930,2011,169
5943251,2002,386
12654234,2007,1151
14808250,2020,1295
17916035,2018,1528
14620233,2022,1131
26018329,2003,2558
8092760,2001,1046
7839908,2013,724
4346667,2015,512
17025980,2016,1125
11514922,2019,1083
53153183,2015,4097
7718582,2023,403
11158342,2017,835
25943476,2018,2934
10533918,2007,1170
19199465,2002,1857
5359183,2024,218
4989480,2012,397
22554928,2012,2209
12884885,2002,1221
15106695,2018,847
13978759,2010,1032
2628444,2022,196
20666434,2013,2108
14432315,2002,700
25892318,2019,2335
9751513,2009,910
27650846,2019,2965
6618189,2022,704
7981295,2008,824
24820127,2007,1965
13210963,2010,698
13858182,2023,1159
5905548,2022,681
27578434,2015,3209
11565337,2010,1223
6400828,2019,636
5005921,2020,488
5421249,2011,379
13333687,2004,1182
17787149,2009,2187
16691486,2001,1240
5682952,2015,757
7641619,2007,617
12925349,2016,1526
10745017,2005,645
9698924,2017,1001
7083055,2005,491
29149819,2003,2031
10274115,2012,977
8615600,2023,976
5503477,2015,340
7367708,2009,373
9436747,2023,829
19642639,2005,1783
24157002,2012,2469
13363504,2011,1475
14241035,2002,1286
8876291,2017,1180
5792079,2022,541
1352190,2007,50
21026514,2015,1345
11844040,2014,1011
23867194,2024,2076
11318340,2000,1257
27535100,2018,2774
6744879,2005,384
10464371,2014,985
17426183,2004,1822
12318192,2012,1509
8770512,2001,968
22055090,2020,2337
15569642,2023,1447
1280912,2014,117
22026909,2013,2522
24225320,2008,1694
15089331,2008,1281
28270890,2005,2267
14014465,2008,1387
28112665,2013,3193
14338624,2004,1144
9047016,2001,311
4826698,2005,349
27106816,2024,2936
5234019,2011,535
15839057,2024,1584
23773237,2000,2090
25906759,2002,1846
26570586,2022,2701
13875985,2018,1039
12242387,2024,1666
13366337,2005,1373
9589081,2001,737
12461700,2022,978
19939077,2022,1809
8708335,2022,730
10936183,2012,1253
20723106,2017,1985
9195056,2007,671
24401943,2003,3056
26245747,2001,2461
26937360,2016,2853
13922085,2002,1105
11111488,2014,1093
4625697,2010,440
29318507,2007,1813
21533647,2020,2758
23769222,2008,2734
19390879,2020,1651
20539600,2001,1496
9632439,2022,943
25571917,2005,2413
10315223,2004,1012
25403400,2011,2442
8367820,2012,849
22289969,2010,2629
9467071,2010,974
10628427,2009,719
15597804,2020,1838
13784646,2007,1709
9988743,2004,1601
6705693,2004,390
13113715,2024,1261
10059988,2005,443
21537879,2008,2204
3594346,2011,221
20770756,2002,2631
3200174,2022,158
19879776,2023,1234
9074906,2016,715
15663665,2014,846
5887111,2002,638
12101335,2022,582
13226117,2018,1215
10625744,2007,481
12864670,2004,1089
13390874,2005,1664
12001204,2000,1181
5125826,2009,306
25373830,2008,2343
13726672,2012,1259
8111888,2009,816
6042700,2006,297
14956603,2014,1543
21703683,2020,977
21861647,2009,1783
2562782,2020,139
7445473,2019,779
12786289,2016,1171
11906652,2000,733
20082702,2015,1502
24239305,2000,2332
8254313,2012,721
18867662,2002,1542
3147450,2003,191
5136953,2019,550
7678630,2013,583
23327151,2020,2127
9247018,2011,1291
20735750,2003,1393
5913328,2020,206
14331377,2004,1532
16894551,2013,1340
14515767,2018,1239
14222021,2011,1083
6332922,2005,510
12790200,2003,1582
18975810,2011,2028
11062072,2000,1206
20304983,2005,1363
16810976,2023,1184
15351869,2016,570
8870422,2002,627
8047996,2004,904
14191647,2006,1443
13955006,2008,1215
12241282,2009,1108
28587843,2015,2333
3167986,2007,282
27051366,2017,2863
11796672,2024,673
17912584,2017,1749
6877178,2013,774
6563636,2014,504
6583861,2009,702
11430540,2007,1718
3038259,2019,230
15847142,2023,1574
22779042,2019,1819
29593400,2024,2845
9357117,2017,939
6603599,2019,615
5685422,2022,326
8254489,2017,778
3241368,2016,453
18222420,2001,1830
10060848,2013,1122
14521427,2001,1262
16743908,2005,1776
20552880,2018,2003
13860708,2015,1006
18781171,2006,1842
13563834,2003,970
20648990,2017,1677
14201160,2009,1352
15996821,2001,1560
19324800,2017,1369
15284521,2003,1712
17172545,2007,1764
19767517,2010,1576
20043687,2011,1300
14731636,2002,1308
18820545,2005,1584
13299720,2003,1244
15273908,2017,1294
18015001,2012,995
18309521,2002,1558
12359258,2003,1047
16315412,2011,1695
15017895,2014,1174
20366411,2010,2493
17345460,2010,981
19791305,2024,2295
18313151,2010,1613
15610869,2012,1690
15979617,2014,1492
17727165,2020,2006
14138132,2022,1185
20386238,2014,1485
17178813,2016,2036
12458699,2000,1105
17975105,2005,1730
20660576,2006,2364
16729956,2013,1215
18467900,2000,1904
19848071,2019,1623
18138746,2005,1628
19422611,2017,1819
20321476,2008,1334
18686981,2001,1459
18823471,2020,2199
17865302,2016,1938
13802541,2021,1244
20381033,2010,1973
19773582,2018,1722
18824741,2012,2202
15622944,2015,1374
15785701,2011,1519
16523697,2021,1876
20049225,2008,1574
13612203,2015,1667
14946627,2013,926
13415446,2017,1663
20554804,2008,1764
19124619,2011,1681
18419325,2016,1062
15432239,2014,1281
12422918,2018,865
17174175,2009,1386
15047868,2003,1339
19992883,2004,2191
20581288,2006,1979
17810901,2018,1742
13016152,2021,899
15219540,2011,1137
15555825,2023,1964
20332333,2004,1613
15331893,2000,1895
15212422,2004,1324
17451574,2018,1608
14929384,2015,1678
13955151,2019,1627
12511381,2012,1111
15170464,2006,1277
17402097,2002,1584
14181872,2011,1392
16878775,2000,1834
18694383,2023,1726
16263749,2019,1685
17813057,2018,2180
12961166,2021,1282
14976259,2014,1463
16777223,2019,1065
14561075,2022,585
14554122,2022,1443
19209970,2018,1740
13237127,2017,1071
17098557,2019,1651
15320908,2009,1387
20445271,2021,2301
16045502,2009,1500
13393769,2018,1022
19128832,2024,2109
13523100,2009,1176
13127436,2022,1337
19033310,2011,1592
16112876,2021,1282
17701331,2019,1658
15973317,2003,1471
13722948,2019,1385
19340065,2008,1692
14023591,2011,774
19913734,2018,1685
13888446,2018,1488
17532031,2006,1518
20519102,2018,1807
12806236,2014,1424
16658227,2009,1309
17115335,2003,1083
15892064,2023,1411
17516189,2004,1456
13485563,2003,971
16199631,2020,1435
15284747,2008,1547
18210653,2018,1676
13426588,2008,1309
16954889,2018,2135
12414302,2023,1043
12702078,2013,1230
20038925,2005,1669
13988223,2014,1045
16753242,2020,1357
20671713,2010,1736
20176063,2011,1995
19300075,2014,2602
20007846,2021,1592
13084234,2003,1083
20706651,2019,1892
18102261,2024,1800
14917187,2023,1443
13866175,2004,1621
18863690,2005,908
20622210,2024,1031
12819420,2011,1039
12693724,2019,1441
15893304,2001,986
13386074,2005,415
13961416,2024,1434
15322456,2021,1477
19730148,2006,1436
13425533,2010,961
19485268,2004,1459
18094136,2008,1705
16608841,2015,1332
15093353,2008,1528
15857678,2000,594
13907522,2013,1035
17987774,2011,1285
14731673,2009,1276
14592956,2018,1183
17115083,2012,1830
15066636,2013,839
13825178,2022,1276
14125125,2003,1448
13290823,2016,1709
17813404,2018,1483
15533393,2004,1522
13757288,2011,764
17913534,2006,861
