omset,tahun_berdiri,kapasitas_produksi
10557526,2021,629
8390504,2009,583
14469413,2020,406
7632120,2006,428
7491023,2004,50
9649714,2000,187
9049049,2007,1269
8326145,2023,50
9107646,2012,666
9388573,2019,950
9926395,2005,320
8179267,2016,675
8470574,2014,69
8566470,2024,506
9334727,2014,921
8943451,2005,588
9250638,2006,162
9705950,2000,547
9118017,2010,918
8215753,2012,50
9487308,2012,1246
8929285,2019,308
8574769,2015,821
8278463,2022,1154
12930760,2003,50
8363619,2015,50
9413724,2016,285
10090077,2015,323
10486572,2002,1694
9078344,2020,50
7218521,2002,118
14452134,2005,1152
10921695,2023,160
3833493,2006,112
11505733,2006,913
12981909,2012,457
7063041,2002,383
14463478,2015,390
10298454,2010,50
14237505,2024,1002
7929664,2019,1403
6032061,2007,339
6886715,,589
13969852,2013,1192
4458512,2009,50
11827399,2000,1739
8645586,2018,482
3629961,2024,865
8738188,2001,179
6399559,2018,1754
6735563,2024,826
11033558,2021,1113
14419081,2006,1028
7470366,2009,442
11676099,2005,1204
4249463,2014,244
4745339,,50
10642114,2016,50
5542000,2000,242
14214677,2022,963
13464680,2006,727
6728444,2008,1019
13017244,2008,50
12225395,2018,1036
13293820,2020,50
11717440,2016,1042
6333592,2006,280
7546829,2013,600
13355105,2006,435
6039631,2024,804
10810317,2024,1115
7522273,2016,827
4324042,,224
8293912,2020,695
14302755,2019,263
7762264,2003,966
11313762,2005,1766
10873297,2005,1146
6104122,2008,50
14218464,2011,1256
9853499,2002,50
6633189,2008,721
4278366,2012,425
11170544,2002,50
7867721,2009,50
13167844,2021,455
12164530,2009,645
7079132,2022,50
8577866,2005,812
7654189,2023,459
12309213,2005,776
8488605,2015,72
5522966,2014,791
9967397,2014,1307
7101252,2002,229
11929127,2001,677
7925347,2014,668
14551187,2018,494
7626886,2001,398
6815274,2019,816
6838679,2020,50
4296811,2002,720
13157859,2000,729
7529015,2016,376
11608987,2001,586
12397939,2007,500
13214049,2022,50
7809102,2015,1228
10254133,2022,499
8684703,2001,888
9958771,2018,1137
12949997,2000,160
13000491,2006,1012
12675637,2021,782
12256097,2000,1119
5476855,2004,50
4722393,2017,175
5815370,2005,141
4395517,2002,438
8717524,2017,787
6883754,2002,50
8597802,2015,207
8426874,2014,528
6593858,2001,50
7243250,2002,894
14022575,2004,532
11277006,2007,50
8893813,2008,194
9671076,2010,54
3609344,2013,50
12313023,2004,223
13354489,2021,764
6941141,2017,997
5013426,2017,343
10614990,2016,446
13287955,2008,1110
23009881,2023,898
23566158,2014,484
25818664,2017,901
22316900,2015,50
20291726,2017,755
27115777,2000,1644
27820502,2010,1355
20904047,2006,1002
21474219,2009,852
25261796,2008,2412
26702756,2020,317
20364927,2006,2085
23588152,2016,480
20901725,2002,466
23123687,2002,533
24054278,2009,836
26603176,2019,2367
24746036,2000,2401
26528089,2014,2182
23021816,2020,2057
22125917,2008,759
26912530,2008,1320
24317118,2021,332
20931992,2006,2244
22216405,2009,50
24050307,2012,2173
20701197,2020,2183
24092941,2007,3028
23101388,2016,984
23952034,2000,2126
23405758,2013,3471
24707070,2014,1253
22670871,2013,50
24859396,2007,83
25141117,2012,2232
24313874,2004,50
23898202,2003,937
22745726,2015,1632
24040043,2009,1723
24588429,2011,1629
20096315,2010,1692
27542885,2022,2989
22099786,,872
25395731,2013,492
27074224,2002,736
20263257,2024,1529
20584218,2006,1792
27003872,2013,2421
27272636,2013,2338
27805232,2000,457
24076227,2017,2602
23474516,2020,2677
20173738,2001,2044
27071451,2011,3477
20107290,2013,80
24714565,2017,883
25768284,2021,1287
23459611,2012,2224
20646585,2012,346
26571508,2005,2256
20103689,2024,2596
21051302,2021,1892
22547396,2001,1771
24436925,2000,515
27341367,2011,556
26779219,2021,3032
22380527,2004,2097
23868416,2010,1408
23979889,2007,1185
26872145,2020,50
27149104,2023,895
24868557,2001,3643
20209307,2005,493
27787193,2021,1686
22295863,2005,2119
20867081,2022,479
21932743,2014,1553
20326451,2001,2005
21875214,2004,1668
27796312,2006,4538
23673350,2018,50
23025370,2004,1920
54455975,2021,2162
22320061,2014,1600
27610502,2015,3749
21981312,2002,641
20087835,2014,1369
22175537,2007,55
26570874,2022,2285
21471523,2015,1626
26430865,2014,2008
24510315,2010,2729
24214289,2016,1497
26670437,2004,1321
23770830,2015,394
26663364,2018,707
21367506,2008,2093
24246745,2019,2897
24291011,2011,1006
23946743,2010,1640
23645755,2001,284
20072297,unknown,1877
25211196,2016,2142
25914451,2000,3778
25839178,2006,1078
20194262,2003,1262
21958995,2021,1638
23609528,2003,2143
22486754,2014,1276
24471394,2022,802
23550099,2024,1892
21818338,2024,1950
22026690,2003,472
27129638,2019,2893
27364020,2002,2815
23550500,2018,1222
23249121,2020,1354
22698311,2019,1484
21468364,2014,960
25686575,2011,1225
21000887,2000,50
20910453,2004,2266
23387215,2014,50
24572285,2005,2515
26561807,2001,1179
24914013,2000,965
20479036,2008,513
27174147,2010,922
27694258,,3004
21115428,2006,50
21888628,2024,2452
21984719,2011,1694
25425957,2000,146
24485224,2018,374
27927719,2021,3692
25019233,2005,275
9254872,2022,82
24051608,,2448
22066859,2014,1885
20321141,2013,348
21618508,2007,1357
20856560,2002,621
27707920,2017,3042
26179017,2012,2325
21597568,2008,2112
22174646,2008,1308
20546470,2024,2325
27048441,2003,1728
22522851,2002,538
20562867,2003,1942
21781911,2012,2971
25897246,2008,170
21448342,2022,1077
21638951,2023,1485
27228104,2022,1527
24023592,2001,569
21724477,2023,1898
25923705,2009,3724
21422483,2006,1396
24464651,2004,854
22397137,2021,160
24298899,2019,1421
26177311,2002,2343
26244792,2005,1797
22301131,2003,1085
25714426,2003,1152
27086988,2011,1068
20489472,2015,2014
22286008,2021,2201
23205884,2002,50
27254023,2009,4479
21041685,2000,2048
23261318,2010,3014
26912648,2007,334
20846483,2022,50
25803420,2024,1673
23300453,2015,1533
25226332,2012,3416
26469314,2008,2576
24443807,2000,926
27272379,2016,1124
24305601,2000,2996
23494612,2015,947
21466956,2015,2631
22523887,2008,911
21587291,2021,2679
27161022,2012,2220
26060778,2015,1168
20278690,2019,756
24173411,2006,1300
24450995,2011,2209
25276011,2015,1445
25952263,2015,558
23351624,2021,1477
26693327,2008,1824
24880492,2014,50
23338494,2016,2200
27256079,2024,225
20819238,2023,394
25867733,2004,246
21397048,2005,50
27585274,2024,50
24963091,2008,1833
21738250,2003,3260
20047304,2014,840
26822473,2005,1774
25783793,2012,1506
21865174,2010,1478
27385001,2000,1490
23720583,2008,615
25355261,2000,2780
24454581,2001,4865
22510879,2016,50
21313424,2004,165
23912867,2003,884
24174994,2015,202
24770420,2019,1992
22221029,2010,965
25433999,2017,3637
25968756,2001,2755
27576916,unknown,2055
23922835,2005,2214
20538194,2024,2019
21502986,2024,689
24416724,2007,930
20404196,2024,1043
24105313,2019,1797
25636167,2018,1767
26791400,2014,538
27659959,2013,995
27271085,2000,1856
26105467,2005,1670
26480717,2021,3472
46153024,2017,1151
21660825,2000,1979
26968205,2017,2794
26078295,2015,3555
27599692,2018,996
26928972,2017,2053
23972995,2011,2287
23710153,2002,1471
22076290,2003,1149
27071681,2004,2411
25100184,2007,50
25065435,2005,2170
20591232,2015,1612
26677263,2015,1391
27733926,2016,3869
27073553,2011,578
23864261,2013,807
25352753,2013,3278
26265753,2005,796
26845784,2017,1548
27298278,2021,1973
21032558,2021,2218
27187761,2010,1663
23295017,2011,675
23620225,2000,1121
21753143,2014,725
20582863,2003,1330
27754695,2002,1609
26686367,2007,1670
24235056,2003,168
26584503,2006,2760
27484236,2002,1772
25993861,2006,2869
24009555,2001,2196
25935228,2012,2722
46152242,2014,3303
23162035,2008,2245
23101195,2008,1673
27020442,2003,2007
27617564,2003,3831
27440155,2013,2497
27083925,2005,2189
26783682,2017,769
25708254,2018,452
21122814,2009,1660
23325888,2006,1441
20265963,,391
23605146,2008,1917
26698466,2019,3566
27719866,2015,2810
27346549,2024,984
24613641,2023,1667
22613067,2008,831
27270715,2023,2405
23295345,2012,1132
22437046,2001,653
27846843,2003,337
25916797,2018,1889
27264610,2009,957
24544165,2000,50
21159608,2003,2637
27467312,2015,2557
22812156,2006,932
23114203,2008,1036
27871290,2004,145
20856710,2012,2394
22425942,2015,3234
21211982,2005,1072
24712572,2018,2239
27843527,2017,1361
22858578,2010,395
23742242,2014,1175
21217241,2022,1499
21443705,2024,823
26421847,2008,1110
24150821,2018,1570
20701735,2011,1417
25399664,2013,1250
27728541,2016,622
23776257,2017,588
23500705,2023,50
22573993,2008,2386
26772984,2024,50
27115651,2002,2474
25653059,2016,2661
20628936,2014,1351
23695837,2013,50
21241175,2002,1279
23307131,2003,1965
26399735,2014,756
27389057,2021,1538
23993502,2016,2438
22456131,2012,1838
21779574,2015,621
25513696,2016,50
21729494,2016,1314
25170569,2005,1007
21273481,2004,1587
21978774,2023,581
26526159,2007,1998
24985705,2023,2857
22817118,2003,1888
23022654,2019,1266
21037340,2002,1104
25880271,,1271
23157797,2023,2231
21064680,2022,779
26246079,2008,1637
22896965,2019,1274
22987893,2002,1231
25052569,2018,301
22862880,2007,1518
23084784,2003,1715
20299771,2000,2794
23041438,2008,1334
22352887,2017,2536
27200964,2009,675
21018255,2002,2489
24722331,2011,58
26361847,2011,2464
21724428,2004,1804
22053497,2019,970
20898693,2011,1474
27858919,2012,2851
24230255,2002,50
26099942,2017,2293
27402490,2007,50
27140724,2006,977
26453290,2024,3096
24323559,2014,976
24231405,2016,767
27883505,2000,1543
24487011,2015,3121
26879610,2013,50
22206604,2009,469
24389482,2019,2459
23190058,2003,3214
20364389,2023,858
25955410,2003,318
21427660,2021,3250
20254085,2008,2459
26860865,2005,2608
21672359,2014,763
17345092,2004,1296
23228103,2023,1019
20790326,2014,1173
9913806,2018,1490
12498839,2019,1385
11674819,2018,50
12901678,2002,1830
13328368,2001,994
13150346,2021,1422
6880213,2000,1069
7669698,2002,50
11915055,2018,672
12430455,,357
6638147,2015,50
9012836,2000,697
5533807,2010,1279
12454300,2021,50
6433823,2013,301
14340915,2024,1462
4252310,2018,310
12751356,2008,818
7715812,2014,50
3470341,2012,302
18416157,2022,868
8464530,2010,50
2292054,2002,502
25538286,2016,2341
5165963,2004,319
14690406,2013,1241
2960325,2001,551
8880917,2001,576
12482829,2012,1394
13382937,2008,623
14065193,2009,1504
29005964,2008,2160
10830286,2022,915
7425870,2005,50
7543607,2002,605
6883038,2011,50
28988647,2018,671
14754847,2004,340
24071466,2001,726
8087408,2018,1462
7699393,2009,1012
12436534,2010,2075
12777504,2000,180
19735505,2000,1344
26813301,2008,50
20047710,2002,405
12054062,2008,50
10428644,2018,1337
10237792,2013,259
5369951,2014,820
10377409,2002,1130
16020985,2010,2460
25163199,2024,182
14149393,2006,1758
12502201,2009,1627
4259316,2012,50
14697918,2000,1303
25313917,2014,1535
14070598,2017,830
19940783,2006,693
8100616,2016,50
10992109,2000,1796
12251751,2014,859
13598073,2005,1165
12635687,2015,455
19225231,2017,251
13750834,2011,1642
4891392,2008,50
21766744,2022,823
21477575,2006,1496
7835494,2015,598
16195295,2008,1105
8254683,2020,961
11920588,2015,1195
9893912,2002,1015
11161941,2023,189
7121724,,392
7874011,2003,897
22125635,2010,1911
29689697,2001,626
10497631,2012,697
25080198,2013,77
14420198,2012,973
13888185,2000,2016
12701584,2019,338
14383390,2001,304
21600456,2009,1980
9324630,2007,50
5862819,2014,50
28110727,2009,1922
4592557,2006,51
24893778,2023,1270
8943037,2000,844
13170662,2008,1033
1437623,2011,146
12437965,2008,735
15701717,2003,941
12406741,2016,834
11877700,2007,981
16658831,2002,727
8658918,2016,364
3986777,2018,50
12540590,2001,633
26820284,2009,930
27684855,2006,1076
5128968,2011,475
12613890,2007,900
20654448,2008,2240
12120615,2010,563
13644700,2012,930
5521454,2001,535
8013246,2010,642
15946915,2007,307
13371547,2002,1020
5162232,2004,466
5176630,2008,332
14754802,2008,50
3163947,2016,216
16027715,2001,2764
7110117,2007,373
8325318,2016,272
5045463,2001,502
5756248,2023,414
11396407,2005,1370
16115447,2016,50
10471610,2002,932
14475606,2007,1308
9585260,2000,341
10352908,2022,976
1968337,2005,470
17327868,2007,1594
7967878,2009,50
14800664,2007,1406
22592696,2011,1621
8927295,2016,629
5599862,2000,316
20799438,2006,1094
6998920,2010,937
11795371,2015,853
14911958,2016,50
10930887,2024,275
9423245,2013,783
6231232,2013,989
17850132,2005,1755
6591256,2001,50
10339129,2011,2015
18317946,2007,1342
17673419,2015,1714
15997004,2007,914
10064966,2017,709
9093904,2005,911
14586017,2013,1892
5139884,2020,695
14198178,2013,1633
5999593,2006,166
4224703,2024,50
13913781,2008,1109
9981071,2012,1184
23620973,2007,1232
29232755,2018,3260
5189634,2012,812
13806661,2004,465
15876442,2013,212
18304740,2018,1253
8697115,2006,640
12209215,2000,571
18206447,2016,2209
13989815,2010,945
10276303,2009,790
14383366,2013,50
19939568,2010,50
6284747,2020,564
15348995,2020,50
16205617,2022,1509
6894083,2014,338
5941185,2008,1802
7092673,2006,1383
4505014,2006,200
11433634,2010,711
1558392,2008,415
21962445,2023,3093
9953771,2000,50
11721534,2013,50
18098404,2004,589
7240845,2017,597
9963493,2009,933
5677971,2018,882
10195746,2010,55
9806596,2017,50
23590128,2014,2173
6860795,2003,62
15554565,2000,50
21621894,2007,1596
14113564,2009,1381
4389196,2011,166
14945915,2023,837
11427234,2006,675
6308771,2000,153
5903559,2011,50
10066624,2004,374
8540913,2013,884
10875303,2016,791
8049074,2008,427
22304780,2014,142
1318470,2009,50
13821866,2023,50
7539668,2020,554
5567095,2009,949
8181122,2003,50
29280339,2003,661
6102596,2014,417
7975213,2014,1033
26360947,2024,839
5708209,2011,50
14693318,2016,50
11386315,2009,869
14727758,2011,2347
8170534,2002,713
12885158,2009,837
13215352,2020,1102
27527303,2019,1425
20780067,2016,970
27310832,2022,2136
25896021,2023,1508
12991409,2015,691
6084107,2002,50
8069485,2006,1247
17582228,2015,1727
15706206,2002,645
27598272,2014,2669
6269224,2001,259
12810499,2022,389
8730794,2011,281
22943672,2007,50
26057628,2005,1860
25776185,2006,182
12246553,2014,50
14311994,2024,50
7082029,2020,383
25117120,2017,1768
26793833,2007,1148
18852807,2014,496
26408108,2018,468
10740834,2024,946
23006662,2006,918
14964822,2004,1359
25428845,2019,896
23526950,2019,2038
24614226,2015,3028
10769299,2013,887
9910947,2020,329
1218545,2005,127
11857871,2006,742
11082583,2009,583
9594341,2008,321
13996920,2003,949
7891510,2007,656
14226486,2022,50
5691702,2010,50
11536285,2024,72
5728704,2000,50
2022472,2007,50
12593292,2010,872
9355529,2007,157
3500801,2020,388
9713604,2002,667
21784796,2002,50
10693730,2018,1099
14726353,2018,1164
4115711,2005,50
7914742,2005,572
28912968,2019,1221
6452046,2011,382
5279220,2008,50
7205541,2024,50
6026050,2012,250
13932727,2004,749
19204693,2006,1054
12694440,2020,50
12613458,2019,378
7923443,2018,614
9912801,2024,727
1930315,2001,138
12396183,2007,144
12957261,2003,1977
14631217,2012,192
11562674,2023,928
3678427,2017,690
12158310,2022,1227
6126982,2002,209
11033105,2010,287
9668981,2004,1161
23218282,2015,324
16073612,2019,85
15131906,2001,1326
6881884,2007,926
3610961,2023,375
29026478,2013,798
5917243,2009,159
8578883,2022,314
7417142,2005,195
5144648,2007,680
11094089,2022,50
3932402,2013,1190
2290384,2024,419
27820071,2023,2563
14031365,2007,724
9682688,2007,402
7979612,2010,50
16746543,2013,500
14000920,2017,997
9196187,2007,1211
14816309,2007,50
8134150,2017,384
11495206,2010,496
20047392,2010,262
5711608,2001,601
6662205,2001,188
27148471,2017,1944
2859930,2011,50
5943251,2002,69
12654234,2007,703
14808250,2020,885
17916035,2018,1103
14620233,2022,156
26018329,2003,1908
8092760,2001,1195
7839908,2013,549
4346667,2015,632
17025980,2016,86
11514922,2019,800
53153183,2015,2324
7718582,2023,50
11158342,2017,393
25943476,2018,2514
10533918,2007,1123
19199465,2002,1322
5359183,2024,50
4989480,2012,193
22554928,2012,1698
12884885,2002,916
15106695,2018,50
13978759,2010,203
2628444,2022,111
20666434,2013,1760
14432315,2002,50
25892318,2019,1181
9751513,2009,497
27650846,2019,2075
6618189,2022,952
7981295,2008,616
24820127,2007,544
13210963,2010,50
13858182,2023,366
5905548,2022,761
27578434,2015,3443
11565337,2010,1219
6400828,2019,522
5005921,2020,521
5421249,2011,57
13333687,2004,515
17787149,2009,2604
16691486,2001,568
5682952,2015,1005
7641619,2007,348
12925349,2016,1656
10745017,2005,50
9698924,2017,781
7083055,2005,77
29149819,2003,757
10274115,2012,551
8615600,2023,1099
5503477,2015,50
7367708,2009,50
9436747,2023,839
19642639,2005,1249
24157002,2012,1561
13363504,2011,1347
14241035,2002,861
8876291,2017,1321
5792079,2022,361
1352190,2007,50
21026514,2015,50
11844040,2014,414
23867194,2024,1175
11318340,2000,1386
27535100,2018,1632
6744879,2005,50
10464371,2014,559
17426183,2004,1221
12318192,2012,1483
8770512,2001,941
22055090,2020,2209
15569642,2023,854
1280912,2014,191
22026909,2013,2303
24225320,2008,50
15089331,2008,685
28270890,2005,1245
14014465,2008,1249
28112665,2013,3273
14338624,2004,396
9047016,2001,50
4826698,2005,70
27106816,2024,2755
5234019,2011,610
15839057,2024,965
23773237,2000,1137
25906759,2002,508
26570586,2022,2291
13875985,2018,147
12242387,2024,2223
13366337,2005,1209
9589081,2001,156
12461700,2022,170
19939077,2022,1334
8708335,2022,269
10936183,2012,1132
20723106,2017,2171
9195056,2007,210
24401943,2003,3335
26245747,2001,1531
26937360,2016,2635
13922085,2002,691
11111488,2014,776
4625697,2010,426
29318507,2007,297
21533647,2020,3105
23769222,2008,2728
19390879,2020,670
20539600,2001,574
9632439,2022,778
25571917,2005,1811
10315223,2004,992
25403400,2011,1282
8367820,2012,615
22289969,2010,2225
9467071,2010,941
10628427,2009,50
15597804,2020,1923
13784646,2007,1768
9988743,2004,2250
6705693,2004,50
13113715,2024,1108
10059988,2005,50
21537879,2008,2102
3594346,2011,50
20770756,2002,2517
3200174,2022,50
19879776,2023,230
9074906,2016,376
15663665,2014,50
5887111,2002,709
12101335,2022,50
13226117,2018,719
10625744,2007,50
12864670,2004,736
13390874,2005,1606
12001204,2000,838
5125826,2009,50
25373830,2008,1192
13726672,2012,840
8111888,2009,569
6042700,2006,50
14956603,2014,1522
21703683,2020,50
21861647,2009,685
2562782,2020,50
7445473,2019,753
12786289,2016,923
11906652,2000,50
20082702,2015,706
24239305,2000,1867
8254313,2012,519
18867662,2002,417
3147450,2003,50
5136953,2019,601
7678630,2013,312
23327151,2020,1403
9247018,2011,1564
20735750,2003,50
5913328,2020,50
14331377,2004,2202
16894551,2013,338
14515767,2018,420
14222021,2011,310
6332922,2005,280
12790200,2003,1822
18975810,2011,1965
11062072,2000,1186
20304983,2005,50
16810976,2023,313
15351869,2016,50
8870422,2002,252
8047996,2004,1045
14191647,2006,1080
13955006,2008,825
12241282,2009,875
28587843,2015,1222
3167986,2007,227
27051366,2017,2819
11796672,2024,50
17912584,2017,1058
6877178,2013,732
6563636,2014,239
6583861,2009,685
11430540,2007,2111
3038259,2019,162
15847142,2023,1391
22779042,2019,930
29593400,2024,1656
9357117,2017,858
6603599,2019,362
5685422,2022,50
8254489,2017,562
3241368,2016,746
18222420,2001,1357
10060848,2013,936
14521427,2001,642
16743908,2005,1533
20552880,2018,1797
13860708,2015,455
18781171,2006,1155
13563834,2003,50
20648990,2017,487
14201160,2009,1122
15996821,2001,880
19324800,2017,50
15284521,2003,1640
17172545,2007,1285
19767517,2010,351
20043687,2011,50
14731636,2002,671
18820545,2005,805
13299720,2003,1097
15273908,2017,470
18015001,2012,50
18309521,2002,1101
12359258,2003,728
16315412,2011,1357
15017895,2014,551
20366411,2010,2257
17345460,2010,50
19791305,2024,3807
18313151,2010,962
15610869,2012,1516
15979617,2014,1246
17727165,2020,1981
14138132,2022,649
20386238,2014,469
17178813,2016,1753
12458699,2000,702
17975105,2005,1307
20660576,2006,2017
16729956,2013,107
18467900,2000,1407
19848071,2019,888
18138746,2005,1065
19422611,2017,1469
20321476,2008,50
18686981,2001,819
18823471,2020,2320
17865302,2016,1655
13802541,2021,588
20381033,2010,1243
19773582,2018,1290
18824741,2012,2029
15622944,2015,709
15785701,2011,930
16523697,2021,1975
20049225,2008,435
13612203,2015,1703
14946627,2013,50
13415446,2017,1778
20554804,2008,876
19124619,2011,970
18419325,2016,50
15432239,2014,802
12422918,2018,263
17174175,2009,354
15047868,2003,977
19992883,2004,1682
20581288,2006,1128
17810901,2018,1585
13016152,2021,266
15219540,2011,360
15555825,2023,2354
20332333,2004,1003
15331893,2000,2085
15212422,2004,816
17451574,2018,1213
14929384,2015,1455
13955151,2019,1473
12511381,2012,801
15170464,2006,570
17402097,2002,778
14181872,2011,972
16878775,2000,1558
18694383,2023,1444
16263749,2019,1521
17813057,2018,2287
12961166,2021,1227
14976259,2014,1323
16777223,2019,50
14561075,2022,50
14554122,2022,1075
19209970,2018,898
13237127,2017,352
17098557,2019,1303
15320908,2009,882
20445271,2021,3352
16045502,2009,1132
13393769,2018,113
19128832,2024,1599
13523100,2009,693
13127436,2022,963
19033310,2011,876
16112876,2021,554
17701331,2019,1182
15973317,2003,856
13722948,2019,1193
19340065,2008,1190
14023591,2011,50
19913734,2018,1106
13888446,2018,1362
17532031,2006,647
20519102,2018,1176
12806236,2014,1563
16658227,2009,331
17115335,2003,50
15892064,2023,645
17516189,2004,855
13485563,2003,167
16199631,2020,598
15284747,2008,1452
18210653,2018,1128
13426588,2008,914
16954889,2018,2207
12414302,2023,448
12702078,2013,908
20038925,2005,690
13988223,2014,330
16753242,2020,763
20671713,2010,1481
20176063,2011,1350
19300075,2014,2985
20007846,2021,891
13084234,2003,328
20706651,2019,882
18102261,2024,1419
14917187,2023,1144
13866175,2004,1495
18863690,2005,50
20622210,2024,50
12819420,2011,666
12693724,2019,1267
15893304,2001,50
13386074,2005,50
13961416,2024,1232
15322456,2021,1112
19730148,2006,262
13425533,2010,365
19485268,2004,77
18094136,2008,1185
16608841,2015,393
15093353,2008,2036
15857678,2000,50
13907522,2013,462
17987774,2011,478
14731673,2009,896
14592956,2018,346
17115083,2012,1678
15066636,2013,50
13825178,2022,1032
14125125,2003,1316
13290823,2016,1952
17813404,2018,870
15533393,2004,924
13757288,2011,50
17913534,2006,50
19151874,2000,2126
17984830,2021,1311
17553309,2020,2056
17951918,2024,532
17313838,2023,1319
15332438,2022,2388
12812646,2003,940
14598076,2008,1179
18802445,2018,1300
14016170,2014,50
27814913,2018,2875
6509827,2019,50
6029772,2006,678
12770649,2024,50
19079217,2022,282
28905305,2004,3504
11640806,2022,374
27385682,2016,3055
16781243,2006,1020
13402157,2016,50
6243184,2003,818
10244983,2012,223
27518224,2002,2057
10854242,2017,686
5393178,2015,50
14726396,2016,1215
5499457,2004,1308
13145933,2000,1082
12883735,unknown,673
10229083,2010,1123
29700768,2018,1763
15893741,2021,1124
6094937,2011,50
18208651,2022,1145
7236897,2011,825
11687926,2000,211
10375634,2010,1228
27592581,2012,1780
18241284,2009,454
9762466,2022,1104
14505389,2011,582
7686481,2014,925
21103353,2014,723
15925078,2011,1130
17722814,2023,1347
23778088,2016,2020
5105137,2015,50
12307872,2002,50
13232647,2015,2268
22146831,2015,1372
26308022,2015,648
5386641,2021,50
9640991,2017,61
29471436,2017,50
18595449,2021,1210
6279457,2015,160
29616906,2014,967
11104741,2022,733
8553377,2002,712
5275557,2006,1122
25336349,2015,517
8582168,2019,936
6446394,2017,778
6663240,2004,102
10537407,2004,713
10937853,2012,215
8953373,2008,488
14742907,2012,1947
10679968,2016,1148
13521768,2013,1152
21024303,2012,924
10084994,2001,50
23946816,2020,1050
1526468,2009,437
11093232,2006,50
6282173,2013,50
6032593,2003,346
10868286,2015,50
8164384,2014,167
1680808,2015,50
11811738,2006,107
20852053,2013,561
23973213,2003,1682
17186969,2000,376
10480564,2012,50
18098821,2010,738
12647353,2005,1323
15243823,2000,910
12472943,2022,675
4853500,2002,343
13429670,2006,50
7363200,2005,603
24950835,2009,2241
20025406,2014,654
14818325,2004,1763
10785886,2011,50
19038198,2022,1750
27630414,2004,2149
26750601,2009,812
17621412,2001,1258
13585252,2008,633
4166909,2000,763
10696430,2009,124
9429310,2005,226
18800301,2015,1823
5938996,2024,50
14267253,2022,1602
9009752,2005,1288
17304368,2016,674
6558798,2018,713
8844561,2015,50
15496495,2012,1269
6915639,2013,411
5665198,2024,457
5988015,2024,155
5756442,2018,50
11053676,2015,1131
13543009,2018,50
24128019,2013,834
5401121,2021,720
19272224,2018,1016
21485486,2010,2979
1752256,2021,443
6809084,2019,50
29732397,2014,2150
20919660,2015,1144
6711890,2012,50
11309943,2010,50
12212208,2010,876
8579690,2014,50
18373965,2005,1386
8466366,2008,395
6663627,2002,50
6052786,2021,523
19250454,2018,1929
25174597,2009,1935
14404978,2009,972
19817212,2020,1914
13008159,2005,1015
11995609,2013,1074
11683833,2024,373
7417391,2004,624
5956282,2003,928
7331107,2012,171
5783669,2002,1262
13252800,2012,502
15437764,2006,869
9772676,2011,256
9332562,2010,590
8541583,2022,50
18385460,2002,556
14613541,2017,50
18021449,2016,1069
28477741,2021,3081
20027645,2013,1629
11695086,2010,50
13372558,2020,1903
28153719,2006,1918
11067532,2018,77
24068727,2003,1278
5323836,2010,607
7458155,2010,162
29695550,2000,1691
15784749,2002,524
11987315,2017,640
7027426,2005,50
12015517,2022,50
7159200,2001,530
14480692,2015,1014
8803049,2022,933
3195630,2002,488
5809845,2005,474
25235366,2023,971
10230783,2014,1088
23072002,2017,50
11650617,2008,363
6640963,2013,50
17569994,2015,1638
9796976,2000,1102
6549235,2016,517
27397369,2010,2220
6230518,2003,50
12998052,2015,1061
13227421,2023,757
7719244,2022,771
10362323,2013,596
10660300,2006,258
20466122,2010,1746
6465328,2018,780
26175194,2001,1099
6987259,2003,485
26446180,2011,929
29386079,2019,50
11287638,2022,982
11421376,2016,1140
8252732,2010,753
7261431,2018,50
8244438,2024,388
14424284,2017,50
28859128,2019,2657
6782110,2017,50
13791926,2022,1609
12294502,2000,1433
25699404,2020,541
8978064,2012,50
4985739,2024,468
7946650,2008,187
20206787,2019,998
8754788,2002,395
5196935,2014,50
12360506,2003,50
6005249,2010,421
13218272,2003,234
22651870,2009,499
18353712,2010,1607
13154242,2006,1314
17646577,2016,670
11382614,2023,631
6534669,2015,624
27835152,2021,482
8554875,2001,524
21047263,2015,1968
8508753,2013,953
28639863,2022,50
17006243,2024,738
5129671,2022,50
11291978,2018,826
7627045,2000,742
26704104,2009,2662
5411388,2003,70
16997737,2015,405
9536897,2003,997
20788285,2009,1236
8079972,2021,1200
13206707,2016,845
2234955,2012,50
11150875,2015,50
22992887,2013,50
26570695,2005,2233
7410842,2000,917
18407398,2016,2807
9526767,2010,1124
4255953,2018,623
11615670,2003,552
21144702,2001,504
18641170,2005,2206
7499657,2014,686
1816008,2004,143
10912053,2015,757
9183040,2010,797
11045494,2017,1211
13840486,2006,1639
29106949,2019,1796
18503537,2015,2060
5112697,2014,554
10031737,2003,232
58408901,2003,4541
28355332,2003,50
5521990,2001,815
14183867,2018,50
21049885,2015,1761
28260001,2013,1321
10298789,2015,978
18702697,2020,907
2908660,2009,50
7516057,2020,636
6830177,2020,171
9184511,2022,1052
7768786,2024,477
12157817,2016,895
9899855,2017,226
22542526,2023,518
5898412,2015,146
13348251,2010,1461
12272966,2003,1527
3727904,2018,50
10502714,2016,1333
10552859,2001,50
5278010,2002,50
12373847,2018,50
5503724,2016,50
24413399,2019,50
5874221,2015,618
12009285,2004,661
5313629,2001,430
13075444,2023,1407
8708240,2006,726
8268968,2006,748
6860368,2008,346
6183302,2013,50
17361233,2015,2100
5764255,2011,95
