id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,Unnamed: 14,Unnamed: 15,rand_num,omset_outlier,omset_trim,Unnamed: 19,aset_baru,aset_baru_2,efficiency,aset_sim,total_tk_est,total_tenaga_kerja,lama_usaha,lama_usaha_mod
28829060,UD. Laila Widjaja,Perusahaan,3.0,3.0,5080391,6962029,Lazada,645,Belum Terdaftar,2024.0,33983061,318000000,645,,,0.913700327,6962029,6962029,,12424194,5080390.974,0.7085648585767981,8010740.042273048,6.0,6.0,0.0,-0.28206335223709156
28829061,UD. Dewi Pancasila,Fashion,3.0,2.0,9493557,10594186,Lazada,940,Belum Terdaftar,2024.0,39425070,258000000,940,,,0.528948386,10594186,10594186,,9641149,9493557.008,1.8390509139451439,11136458.16929546,5.0,5.0,0.0,0.2445299962203179
28829062,UD. Viona Bangun,Fashion,1.0,1.0,3055098,5008358,Website Sendiri,398,Belum Terdaftar,2016.0,40769580,312000000,398,,,0.072083607,5008358,5008358,,6725939,3055098.38,1.2405613979879844,1525408.4454504075,2.0,2.0,8.0,8.363779647618916
28829063,UD. Harun Kelana,Makanan & Minuman,5.0,4.0,9512268,13804011,Bukalapak,261,Belum Terdaftar,2018.0,9452358,339000000,261,,,0.10166342,13804011,13804011,,9685894,9512267.944,0.6604073339184883,23611139.183048908,9.0,9.0,6.0,6.177051349582787
28829064,UD. Wulan Setia,Perusahaan,2.0,2.0,7820632,10327776,Bukalapak,327,Belum Terdaftar,2020.0,20607375,300000000,327,,,0.059334527,10327776,10327776,,2957121,7820631.533,0.9266906581289968,9340552.339897187,4.0,4.0,4.0,3.7112407670033116
28829065,UD. Elyas Atma,Perusahaan,2.0,2.0,5153354,9501608,Bukalapak,603,Belum Terdaftar,2024.0,16265227,261000000,603,,,0.530917132,9501608,9501608,,10509328,5153353.97,0.7045138409469134,11309450.278827049,4.0,4.0,0.0,0.2801921820858746
28829066,UD. Sella Kelana,Makanan & Minuman,1.0,2.0,5576208,11044400,Lazada,862,Belum Terdaftar,2021.0,26792570,273000000,862,,,0.458432558,11044400,11044400,,2404128,5576207.577,0.5751525940786585,17340665.78826823,3.0,3.0,3.0,3.233437315960002
28829067,UD. Tiara Saprahan,Makanan & Minuman,1.0,0.0,1306609,4214868,Shopee,856,Belum Terdaftar,2023.0,21064848,465000000,856,,,0.712007777,4214868,4214868,,6928477,1306609.08,1.4484166858137415,2778863.7973870714,1.0,1.0,1.0,1.2901956957366059
28829068,UD. Salwa Asri,Perusahaan,0.0,1.0,2208695,4750505,Bukalapak,725,Belum Terdaftar,2024.0,32327511,267000000,725,,,0.036666693,4750505,4750505,,17819353,2208695.047,2.14634555952697,3663229.669597487,1.0,1.0,0.0,-0.01092678970017269
28829069,UD. Elok Mahendra,Makanan & Minuman,1.0,1.0,1858317,6275535,Shopee,561,Belum Terdaftar,2024.0,20966698,375000000,561,,,0.461336001,6275535,6275535,,9558778,1858317.464,0.5715364435564316,12654783.560405606,2.0,2.0,0.0,0.25619609821151046
28829070,UD. Galang Hilir,Fashion,1.0,1.0,3093865,6649388,Shopee,262,Belum Terdaftar,2014.0,5680707,369000000,262,,,0.294504055,6649388,6649388,,6218763,3093865.441,1.2525577925592146,2948685.126033876,2.0,2.0,10.0,9.723210857698959
28829071,UD. Mika Hilir,Perusahaan,6.0,6.0,8604450,16252381,Website Sendiri,647,Belum Terdaftar,2012.0,13876577,456000000,647,,,0.352521164,16252381,16252381,,10384740,8604449.703,0.7708534296943074,18609472.057057027,12.0,12.0,12.0,12.06133887212155
28829072,UD. Zaki Darma Satria,Makanan & Minuman,0.0,1.0,4634340,7088714,Bukalapak,208,Belum Terdaftar,2021.0,20717185,285000000,208,,,0.471129349,7088714,7088714,,8979291,4634340.403,0.8229579661831844,6322104.441241533,1.0,1.0,3.0,3.041390896532226
28829073,UD. Vera Hastinapura,Makanan & Minuman,3.0,5.0,4898890,14596324,Lazada,485,Belum Terdaftar,2024.0,37003748,219000000,485,,,0.657407482,14596324,14596324,,11655687,4898889.618,0.7890247658684032,18220810.2568243,8.0,8.0,0.0,0.3173874172143506
28829074,UD. Lintang Permai,Fashion,1.0,0.0,5173495,7086979,Lazada,646,Belum Terdaftar,2024.0,7668052,unknown,646,,,0.302443249,7086979,7086979,,7154312,5173494.67,0.7077981619865308,9487322.777456028,1.0,1.0,0.0,0.2903281470046065
28829075,UD. Chiko Abadi,Makanan & Minuman,3.0,3.0,7021116,13803895,Website Sendiri,656,Belum Terdaftar,2020.0,15764759,405000000,656,,,0.383836453,13803895,13803895,,3932227,7021115.664,1.019598223509754,11163124.55699253,6.0,6.0,4.0,4.172832295364106
28829076,UD. Satria Raharja,Makanan & Minuman,3.0,4.0,7893020,11618542,Bukalapak,411,Belum Terdaftar,2024.0,3202856,243000000,411,,,0.49484903,11618542,11618542,,11748574,7893020.044,0.7172146960710987,16873540.64973503,7.0,7.0,0.0,-0.26012157363368693
28829077,UD. Hilmiyah Karya Iqbal,Makanan & Minuman,1.0,1.0,4263906,12483633,Shopee,825,Belum Terdaftar,2021.0,46817886,339000000,825,,,0.666060515,12483633,12483633,,15636138,4263906.198,1.1142513342788576,16860028.079860333,2.0,2.0,3.0,3.2453953464339653
28829078,UD. Gita Wisnu,Perusahaan,1.0,0.0,13463375,7650178,Bukalapak,733,Belum Terdaftar,2024.0,30312602,375000000,733,,,0.329070933,7650178,7650178,,6284286,5355124.6,0.9801053199260319,6543676.579064108,1.0,1.0,0.0,0.09139994897186704
28829079,UD. Rendi Yudhistira,Perusahaan,0.0,1.0,1577324,4717262,Lazada,483,Belum Terdaftar,2022.0,-6273649,381000000,483,,,0.644188582,4717262,4717262,,1461374,1577323.642,0.9088463611322652,4106604.8746991763,1.0,1.0,2.0,2.253276440079661
28829080,UD. Fani Puri,Makanan & Minuman,2.0,2.0,3711532,13214309,Lazada,107,Belum Terdaftar,2018.0,18140432,474000000,107,,,0.933971752,13214309,13214309,,10666804,3711531.573,0.6955687207436363,20397002.169867255,4.0,4.0,6.0,6.350685622279757
28829081,UD. Tasya Jatinagara Ucup,Perusahaan,1.0,2.0,7713038,9312187,Lazada,240,Belum Terdaftar,2021.0,32425558,348000000,240,,,0.35761687,9312187,9312187,,16904284,7713038.042,0.7939708492282197,10331585.08740169,3.0,3.0,3.0,2.9600708753604192
28829082,UD. Olla Sentosa,Fashion,2.0,4.0,5197076,11839251,Shopee,238,Belum Terdaftar,2011.0,6442476,351000000,238,,,0.660175706,11839251,11839251,,6272729,5197076.198,1.3527729060250553,10424250.44299523,6.0,6.0,13.0,13.195604953244434
28829083,UD. Nisa Mayang,Perusahaan,0.0,1.0,4769052,5071409,Lazada,727,Belum Terdaftar,2022.0,32397980,324000000,727,,,0.328196172,5071409,5071409,,10005622,4769051.949,1.2218509425666486,2354238.713501823,1.0,1.0,2.0,2.378362487903474
28829084,UD. Zidan Adiwarna,Fashion,1.0,2.0,3772414,5125462,Bukalapak,344,Belum Terdaftar,2015.0,39069228,36000000,344,,,0.286992473,5125462,5125462,,864890,3772414.08,0.6763652096102465,12158249.40310558,3.0,3.0,9.0,8.770921279139213
28829085,UD. Tiara Manik,Fashion,0.0,1.0,2297942,7737186,,89,Belum Terdaftar,2020.0,21938308,423000000,89,,,0.535947238,7737186,7737186,,11279449,2297942.037,1.0405328338286421,8297729.699112515,1.0,1.0,4.0,4.277599260322856
28829086,UD. Bambang Sahaja Utami,Perusahaan,0.0,1.0,3500486,3551865,Bukalapak,514,Belum Terdaftar,2014.0,31642220,321000000,514,,,0.83117544,3551865,3551865,,6192015,3500485.744,1.3506079836769607,1079769.374170942,1.0,1.0,10.0,9.713546918698578
28829087,UD. Olla Sangkala,Perusahaan,2.0,2.0,4880837,10427668,Tokopedia,288,Belum Terdaftar,2024.0,43168194,399000000,288,,,0.041848118,10427668,10427668,,5313754,4880836.928,0.5128550063533948,18860855.73308396,4.0,4.0,0.0,-0.38629512984704706
28829088,UD. Rafi Ayodya,Makanan & Minuman,2.0,3.0,4824249,8655115,Tokopedia,875,Belum Terdaftar,2024.0,16825861,237000000,875,,,0.582219055,8655115,8655115,,11363684,4824248.9,1.242771637658072,5679865.379812371,5.0,5.0,0.0,0.2776219281944371
28829089,UD. Zidanar Sukma,Fashion,3.0,3.0,9428554,6602739,Shopee,477,Belum Terdaftar,2022.0,7772923,336000000,477,,,0.720119347,6602739,6602739,,7321148,9428553.623,0.7671679714760528,12038514.752163023,6.0,6.0,2.0,2.3679002812486982
28829090,UD. Karim Pagi,Perusahaan,2.0,4.0,11650137,10680368,Lazada,796,Belum Terdaftar,2013.0,9212326,354000000,796,,,0.842139117,10680368,10680368,,5588450,11650136.83,1.256386152983974,5328986.625856748,6.0,6.0,11.0,10.625768993933852
28829091,UD. Wahyu Sukadarma Oki,Makanan & Minuman,5.0,6.0,8150204,13584436,Lazada,147,Belum Terdaftar,2020.0,40556980,261000000,147,,,0.662648388,13584436,13584436,,11651812,8150204.402,0.7368995715606995,16764728.396927182,11.0,11.0,4.0,4.275538039583311
28829092,UD. Kanza Widuri,Fashion,1.0,0.0,2602442,4647218,Shopee,187,Belum Terdaftar,2024.0,27171128,261000000,187,,,0.633819553,4647218,4647218,,1548557,2602442.08,0.4858026340867646,8161910.365947722,1.0,1.0,0.0,0.15951500802167717
28829093,UD. Yudi Hilir,Perusahaan,0.0,1.0,2389531,5377285,Bukalapak,811,Belum Terdaftar,2019.0,22879375,270000000,811,,,0.92608081,5377285,5377285,,2332477,2389530.728,0.521515139045603,10271669.638184968,1.0,1.0,5.0,5.1598314386855035
28829094,UD. Tiara Citra,Makanan & Minuman,4.0,2.0,3548985,14144132,Tokopedia,113,Belum Terdaftar,2015.0,-602302,474000000,113,,,0.771027152,14144132,14144132,,2124302,3548985.392,1.0194201432787313,13196909.423846833,6.0,6.0,9.0,8.967697433469933
28829095,UD. Ziva Yudhistira,Makanan & Minuman,2.0,3.0,1894190,3400570,Lazada,239,Belum Terdaftar,2024.0,22969189,201000000,239,,,0.077972492,3400570,3400570,,458020,1894190.09,1.1094772968645057,1000000.0,5.0,5.0,0.0,-0.06632024444410395
28829096,UD. Pandu Saprahan,Perusahaan,2.0,2.0,6540513,10155608,Lazada,444,Belum Terdaftar,2023.0,8038584,114000000,444,,,0.462792494,10155608,10155608,,15817885,6540513.45,0.6964727226134905,13581930.361878116,4.0,4.0,1.0,0.8984150972298173
28829097,UD. Pasha Citra,Makanan & Minuman,0.0,1.0,6315454,9466441,Tokopedia,849,Belum Terdaftar,2013.0,14632451,141000000,849,,,0.450694285,9466441,9466441,,3454666,6315453.91,1.2910256545504577,7083619.7196908835,1.0,1.0,11.0,10.905470177575694
28829098,UD. Gerry Utama Amir,Makanan & Minuman,1.0,1.0,14657561,10091586,Shopee,316,Belum Terdaftar,2015.0,5120088,132000000,316,,,0.001979023,53683146,10091586,,9215006,14657561.46,0.514475149632987,18045058.517220326,2.0,2.0,9.0,9.34972520725992
28829099,UD. Vito Setia,Makanan & Minuman,1.0,2.0,4491182,8536501,Shopee,990,Belum Terdaftar,2014.0,36198397,420000000,990,,,0.101982446,8536501,8536501,,6119122,4491181.811,0.9739143461942072,10482084.275057452,3.0,3.0,10.0,10.252622269044611
28829100,UD. Olivia Saprahan,Perusahaan,3.0,4.0,6373513,14584023,Shopee,458,Belum Terdaftar,2015.0,34886381,,458,,,0.250871299,14584023,14584023,,13034116,6373512.705,0.6160627338890945,25971472.214268036,7.0,7.0,9.0,8.850973322940359
28829101,UD. Rendi Wicaksana Agus,Fashion,1.0,2.0,4639751,11081025,Lazada,822,Belum Terdaftar,2023.0,16708935,273000000,822,,,0.067729084,11081025,11081025,,8007292,4639750.836,0.7704855001748356,14185906.754442047,3.0,3.0,1.0,1.19245124338665
28829102,UD. Erni Mulya,Fashion,1.0,1.0,9265060,8619508,Bukalapak,634,Belum Terdaftar,2021.0,-5562285,,634,,,0.002117611,8619508,8619508,,7654265,9265059.795,1.019140340520637,9033980.122516422,2.0,2.0,3.0,3.1251870301542954
28829103,UD. Naufal Kawiswara,Makanan & Minuman,3.0,4.0,6718279,13218951,Website Sendiri,691,Belum Terdaftar,2023.0,24054082,246000000,691,,,0.878885633,13218951,13218951,,6722901,6718278.756,0.7088117190967421,13246813.230742905,7.0,7.0,1.0,1.2767873647319008
28829104,UD. Gilangga Bijaksana,Fashion,0.0,1.0,3247643,3880265,Shopee,645,Belum Terdaftar,2018.0,146503,207000000,645,,,0.488767953,3880265,3880265,,934794,3247643.35,0.8574244423585046,3472732.2069549914,1.0,1.0,6.0,5.673532622213498
28829105,UD. Syifa Utama,Makanan & Minuman,2.0,4.0,3771450,7132408,Website Sendiri,347,Belum Terdaftar,2023.0,29687795,288000000,347,,,0.841077409,7132408,7132408,,6994454,3771449.711,1.495584534925304,7281031.063162472,6.0,6.0,1.0,1.1601119025568927
28829106,UD. Marsya Jatiwangi Via,Fashion,2.0,2.0,8543408,13216820,Bukalapak,836,Belum Terdaftar,2024.0,13569430,96000000,836,,,0.9803294,13216820,13216820,,10337670,8543407.974,0.7939325683845656,15588691.35461181,4.0,4.0,0.0,-0.2040511776680691
28829107,UD. Galang Padi,Perusahaan,0.0,1.0,3512126,5536568,Lazada,640,Belum Terdaftar,2021.0,16046017,27000000,640,,,0.437237459,5536568,5536568,,210086,3512125.843,1.3969298228407763,2120228.871986651,1.0,1.0,3.0,2.7932777067510215
28829108,UD. Hanafi Madusari,Perusahaan,2.0,3.0,6687308,11744595,Website Sendiri,570,Belum Terdaftar,2015.0,27221645,180000000,570,,,0.246014969,11744595,11744595,,4420934,6687307.74,0.6364287918044086,24148125.015961774,5.0,5.0,9.0,9.164587802080213
,UD. Grego Sumringah,Perusahaan,1.0,1.0,1668279,6444842,Shopee,416,Belum Terdaftar,2024.0,11541244,156000000,416,,,0.436369688,6444842,6444842,,5722902,1668278.689,1.2360510628481893,9761751.02997585,2.0,2.0,0.0,0.31595497417948326
28829110,UD. Vina Dharma,Fashion,3.0,3.0,10083122,12432623,Website Sendiri,520,Belum Terdaftar,2020.0,19669491,63000000,520,,,0.642831499,12432623,12432623,,4872976,10083122.35,1.7800250696238555,8153458.573721339,6.0,6.0,4.0,4.012824544053416
28829111,UD. Ony Galuh,Perusahaan,1.0,1.0,3357987,6853034,Tokopedia,921,Belum Terdaftar,2023.0,36571799,189000000,921,,,0.955979672,6853034,6853034,,7778512,3357986.66,0.3720757560854456,21265660.118374877,2.0,2.0,1.0,0.9724249552543632
28829112,UD. Zidanar Kamajaya,Fashion,1.0,2.0,11260989,4298892,Bukalapak,312,Belum Terdaftar,2018.0,3822426,204000000,312,,,0.524742716,4298892,4298892,,10100017,3181180.08,0.7270514001792863,1000000.0,3.0,3.0,6.0,6.2520853649696
28829113,UD. Jasmine Bijaksana,Makanan & Minuman,3.0,2.0,7086662,5650448,Tokopedia,179,Belum Terdaftar,2024.0,46024218,327000000,179,,,0.121004624,5650448,5650448,,4655798,7086662.369,1.25964363409013,2516872.643526575,5.0,5.0,0.0,-0.37964128109892403
28829114,UD. Celsi Karya,Fashion,1.0,1.0,3660224,7787711,Bukalapak,930,Belum Terdaftar,2016.0,408470,105000000,930,,,0.227499407,7787711,7787711,,20151831,3660224.17,0.9219925327599338,7271714.9405614855,2.0,2.0,8.0,8.165651534254538
28829115,UD. Kanza Harmoni Pasha,Makanan & Minuman,2.0,2.0,5017430,9533033,Bukalapak,590,Belum Terdaftar,2023.0,14392921,111000000,590,,,0.486113929,9533033,9533033,,8068849,5017429.958,1.1600444801598635,7627866.537484091,4.0,4.0,1.0,0.6449006398161247
28829116,UD. Farhan Wijaya,Perusahaan,1.0,2.0,10925486,5668848,Lazada,596,Belum Terdaftar,2022.0,37131062,444000000,596,,,0.04840091,5668848,5668848,,2968285,4138259.04,0.785374916414662,5993155.040126267,3.0,3.0,2.0,1.795533881068276
28829117,UD. Harun Utama,Perusahaan,2.0,2.0,3330025,6460822,Bukalapak,308,Belum Terdaftar,2018.0,11027465,474000000,308,,,0.335881066,6460822,6460822,,8919530,3330024.684,1.0352427238181736,1000000.0,4.0,4.0,6.0,6.133653201101745
28829118,UD. Indah Hastinapura Tomi,Makanan & Minuman,2.0,3.0,10802952,9250546,Bukalapak,887,Belum Terdaftar,2014.0,-218780,141000000,887,,,0.0975186,9250546,9250546,,11753301,10802951.54,0.9396283124918529,10809960.72341281,5.0,5.0,10.0,9.904155879380548
28829119,UD. Jihan Jaya,Perusahaan,1.0,1.0,6803206,14168689,Shopee,655,Belum Terdaftar,2018.0,41436079,219000000,655,,,0.44678623,14168689,14168689,,11001328,6803205.801,1.5953813916325945,10240202.302121438,2.0,2.0,6.0,5.836179355944761
28829120,UD. Eka Jayaningrat,Perusahaan,1.0,1.0,4688307,6787686,Tokopedia,504,Belum Terdaftar,2024.0,13248721,264000000,504,,,0.725956333,6787686,6787686,,9584468,4688306.711,1.107126962018633,10135648.160917051,2.0,2.0,0.0,0.003449714112936486
28829121,UD. Qais Sukma Halimah,Fashion,3.0,4.0,5845858,8008024,Website Sendiri,151,Belum Terdaftar,2023.0,16445950,210000000,151,,,0.749349708,8008024,8008024,,8570258,5845857.52,1.1445837855249261,5025677.514084863,7.0,7.0,1.0,1.2798939279797392
28829122,UD. Lukman Anugerah,Makanan & Minuman,3.0,2.0,3862942,9112889,Lazada,35,Belum Terdaftar,2016.0,3841483,240000000,35,,,0.18255057,9112889,9112889,,12330304,3862942.424,0.8481050370212148,8569592.550314786,5.0,5.0,8.0,7.940799219220237
28829123,UD. Vincent Sudharmo,Makanan & Minuman,3.0,6.0,6634797,13905687,Bukalapak,740,Belum Terdaftar,2022.0,25278586,447000000,740,,,0.728311155,13905687,13905687,,10476081,6634797.286,0.8227996968594208,10200491.049567303,9.0,9.0,2.0,2.026304708161226
28829124,UD. Romi Hilir,Fashion,3.0,2.0,3113350,12152640,Shopee,768,Belum Terdaftar,2018.0,-514835,165000000,768,,,0.03031723,12152640,12152640,,12672302,3113349.536,0.8411180374869333,13714280.9715548,5.0,5.0,6.0,5.726377929958049
28829125,UD. Nina Gunawan,Makanan & Minuman,6.0,4.0,4427050,11211508,Bukalapak,663,Belum Terdaftar,2019.0,27282449,273000000,663,,,0.221029838,11211508,11211508,,16127603,4427050.067,1.1709095698970475,11827821.18793288,10.0,10.0,5.0,4.9557132279554335
28829126,UD. Zahira Cempaka,Makanan & Minuman,2.0,4.0,7308270,13662020,Lazada,389,Belum Terdaftar,2016.0,34599926,249000000,389,,,0.668204251,13662020,13662020,,7919975,7308270.388,0.8450210063669457,14638249.428554373,6.0,6.0,8.0,7.6132326641528065
28829127,UD. Santi Wirajaya,Fashion,2.0,1.0,2988884,5770283,Tokopedia,321,Belum Terdaftar,2021.0,20811152,336000000,321,,,0.146937964,5770283,5770283,,11404545,2988884.391,1.1228947427766516,10497368.850698112,3.0,3.0,3.0,3.2705075904912713
28829128,UD. Odie Utamaindah,Makanan & Minuman,2.0,3.0,8239492,12025354,Website Sendiri,372,Belum Terdaftar,2021.0,23717812,87000000,372,,,0.052695241,12025354,12025354,,3235138,8239492.2,2.293686433355437,4601319.348722755,5.0,5.0,3.0,2.765467569282255
28829129,UD. Rangga Panji,Fashion,2.0,3.0,4358409,12169717,Shopee,166,Belum Terdaftar,2021.0,-1284340,519000000,166,,,0.947994992,12169717,12169717,,2849710,4358409.048,1.4168695295879838,8956639.236516543,5.0,5.0,3.0,3.3359106384133597
28829130,UD. Binar Senja,Makanan & Minuman,2.0,3.0,3014466,9728955,Lazada,987,Belum Terdaftar,2022.0,25045557,186000000,987,,,0.074678,9728955,9728955,,1957790,3014466.125,0.8777360009352198,7676389.456272128,5.0,5.0,2.0,1.886158388526755
28829131,UD. Berlian Saprahan,Fashion,2.0,2.0,1178393,3927978,Lazada,219,Belum Terdaftar,2024.0,11122711,390000000,219,,,0.71676971,3927978,3927978,,9915439,1178393.4,1.6168593081545826,3147438.4912799834,4.0,4.0,0.0,0.2687004168938416
28829132,UD. Ina Pancasila,Makanan & Minuman,1.0,2.0,1384036,3885699,Bukalapak,215,Belum Terdaftar,2020.0,-3693242,213000000,215,,,0.590540952,3885699,3885699,,12710246,1384035.713,0.8493956781740523,1000000.0,3.0,3.0,4.0,3.91169551785646
28829133,UD. Hilmiyah Merdeka,Perusahaan,1.0,2.0,6095598,6172322,Shopee,137,Belum Terdaftar,2020.0,32304707,138000000,137,,,0.081635167,6172322,6172322,,2080702,6095597.95,0.4425287636396973,15682088.524258465,3.0,3.0,4.0,3.722186668594076
28829134,UD. Karim Kalbu,Fashion,0.0,1.0,4426185,5288214,Website Sendiri,706,Belum Terdaftar,2024.0,43651126,69000000,706,,,0.011105613,5288214,5288214,,2989237,4426185.075,0.6681553822292406,9725717.453318335,1.0,1.0,0.0,0.002980159666901794
28829135,UD. Pio Wijapranata,Perusahaan,2.0,3.0,4354508,8074680,Lazada,255,Belum Terdaftar,2022.0,29942105,129000000,255,,,0.518460919,8074680,8074680,,9206586,4354508.399,0.47316232459075763,20463577.13225144,5.0,5.0,2.0,1.8084707119153478
28829136,UD. Yasir Karya Qisya,Makanan & Minuman,2.0,2.0,6461671,6959401,Website Sendiri,848,Belum Terdaftar,2022.0,43451005,249000000,848,,,0.235150279,6959401,6959401,,9292653,6461671.095,0.8688320907509982,5460142.603423607,4.0,4.0,2.0,1.858399958516546
28829137,UD. Obed Wiraatmaja Desta,Fashion,1.0,1.0,9089555,6994386,Tokopedia,869,Belum Terdaftar,2023.0,-3321102,225000000,869,,,0.646321694,6994386,6994386,,12116655,9089555.3,1.0073945573814733,7344450.54921459,2.0,2.0,1.0,0.8529016864010803
28829138,UD. Guntur Panji,Makanan & Minuman,0.0,1.0,2980912,4968186,Bukalapak,270,Belum Terdaftar,2022.0,-633320,159000000,270,,,0.43324251,4968186,4968186,,6963307,2980911.6,1.9553611833892355,3950343.600230654,1.0,1.0,2.0,1.876671398352784
28829139,UD. Qomar Malam,Perusahaan,2.0,5.0,5312705,10243731,Website Sendiri,58,Belum Terdaftar,2020.0,17412846,174000000,58,,,0.185292584,10243731,10243731,,2475155,5312705.409,1.1397067010295803,10093745.48467265,7.0,7.0,4.0,3.9984984184475505
28829140,UD. Riko Langit,Perusahaan,0.0,1.0,4747428,9074680,Lazada,113,Belum Terdaftar,2017.0,-1072272,336000000,113,,,0.24844278,9074680,9074680,,12974319,4747427.696,0.916090416212659,7742629.921353163,1.0,1.0,7.0,6.702151420573055
28829141,UD. Ulil Cempaka Vincent,Makanan & Minuman,3.0,3.0,9278073,13245872,Lazada,582,Belum Terdaftar,2019.0,40219098,264000000,582,,,0.314946002,13245872,13245872,,3985737,9278072.807,1.3934214987386973,3526050.466922301,6.0,6.0,5.0,4.806108148996301
28829142,UD. Clarissa Trisaktiatma Lana,Makanan & Minuman,2.0,3.0,5009004,4455296,Lazada,186,Belum Terdaftar,2019.0,10372497,333000000,186,,,0.784455393,4455296,4455296,,15253422,5009004.468,0.41293952570657616,11656622.220529592,5.0,5.0,5.0,5.105855544764468
28829143,UD. Indah Cempaka,Perusahaan,2.0,2.0,3130218,7033149,Lazada,984,Belum Terdaftar,2024.0,9277830,429000000,984,,,0.520557767,7033149,7033149,,4118026,3130218.487,1.098829830632203,6019331.498283656,4.0,4.0,0.0,0.20456151133958078
28829144,UD. Bela Sumirat,Fashion,1.0,2.0,6857188,7406866,Shopee,314,Belum Terdaftar,2024.0,13099583,69000000,314,,,0.709223691,7406866,7406866,,4802796,6857188.411,1.3611719785029552,4024859.280142895,3.0,3.0,0.0,-0.20495245130535977
28829145,UD. Cipta Naraya Nando,Fashion,3.0,3.0,4962343,12186386,Bukalapak,107,Belum Terdaftar,2024.0,31663600,165000000,107,,,0.346251136,12186386,12186386,,4227980,4962343.058,0.5535326732509726,23925521.362102367,6.0,6.0,0.0,-0.19039046502851137
28829146,UD. Citra Pusaka Jasmine,Perusahaan,2.0,2.0,1947067,6157280,Shopee,78,Belum Terdaftar,2023.0,22375529,120000000,78,,,0.497296892,6157280,6157280,,9708638,1947067.479,1.5801213016414748,3784414.6497130864,4.0,4.0,1.0,0.9824256330512259
28829147,UD. Joko Haji,Makanan & Minuman,3.0,2.0,5306645,10213745,Shopee,637,Belum Terdaftar,2020.0,30262059,570000000,637,,,0.248923836,10213745,10213745,,5534098,5306644.513,1.1449930452814607,5622367.860274143,5.0,5.0,4.0,4.38487824674036
28829148,UD. Zahira Surya,Perusahaan,2.0,4.0,8642264,10727810,Bukalapak,77,Belum Terdaftar,2013.0,44481995,543000000,77,,,0.057146268,10727810,10727810,,8540767,8642263.956,0.8469486892522383,7837791.855316051,6.0,6.0,11.0,11.040158024526093
28829149,UD. Salwa Rejo,Makanan & Minuman,1.0,1.0,3274043,3761456,Lazada,154,Belum Terdaftar,2024.0,18752326,189000000,154,,,0.797971461,3761456,3761456,,9930432,3274043.299,1.2880284892784062,1000000.0,2.0,2.0,0.0,0.2507966873512867
28829150,UD. Hanafi Wijapranata,Perusahaan,2.0,1.0,2446910,3986032,Tokopedia,138,Belum Terdaftar,2019.0,45915583,390000000,138,,,0.048615445,3986032,3986032,,11795269,2446910.21,2.4800460861314786,7589771.837108635,3.0,3.0,5.0,5.334942755416062
28829151,UD. Chika Bahagia,Fashion,2.0,3.0,7479056,11864408,Shopee,70,Belum Terdaftar,2023.0,27877369,294000000,70,,,0.136977185,11864408,11864408,,10411300,7479056.382,1.0754578759611868,12838901.684437398,5.0,5.0,1.0,1.109506918949596
28829152,UD. Olivia Gatra,Perusahaan,0.0,1.0,1241579,4742175,Website Sendiri,275,Belum Terdaftar,2022.0,-210878,372000000,275,,,0.799527165,4742175,4742175,,13110259,1241579.397,1.104384575445777,4765483.437610874,1.0,1.0,2.0,2.015324097535553
28829153,UD. Lono Mandala,Perusahaan,2.0,2.0,5805198,12628328,Shopee,939,Belum Terdaftar,2020.0,1896866,312000000,939,,,0.765457988,12628328,12628328,,7202555,5805198.005,0.8321485072351678,14721417.775837502,4.0,4.0,4.0,4.211639333355928
28829154,UD. Uci Permai,Makanan & Minuman,1.0,2.0,6049460,6858934,Bukalapak,646,Belum Terdaftar,2024.0,37283940,117000000,646,,,0.195452906,6858934,6858934,,9969985,6049459.944,0.7118146334203244,9017360.576037964,3.0,3.0,0.0,-0.14489613250885974
28829155,UD. Fatimah Arya,Perusahaan,1.0,2.0,5903085,9980409,Shopee,710,Belum Terdaftar,2023.0,22304493,399000000,710,,,0.817196566,9980409,9980409,,9809843,5903084.519,1.3939400791933152,10077845.069082083,3.0,3.0,1.0,1.378088117373914
28829156,UD. Ayesha Sudarsana,Perusahaan,3.0,4.0,6809641,14109238,Website Sendiri,443,Belum Terdaftar,2012.0,25774640,186000000,443,,,0.857553492,14109238,14109238,,10216078,6809641.148,0.7100403139385659,18644548.561013564,7.0,7.0,12.0,11.980299619688388
28829157,UD. Iqra Praja,Makanan & Minuman,2.0,3.0,10057363,11449232,Shopee,554,Belum Terdaftar,2022.0,-4063372,426000000,554,,,0.1865222,11449232,11449232,,3576763,10057363.28,1.0290401709229757,12568428.386472454,5.0,5.0,2.0,2.3426347010647266
28829158,UD. Vidi Pramudita,Perusahaan,2.0,3.0,4402444,5869925,Tokopedia,435,Belum Terdaftar,2017.0,40905661,207000000,435,,,0.075390977,5869925,5869925,,2931201,4402443.75,0.8260805610280867,6234683.820611077,5.0,5.0,7.0,7.2078310138357855
28829159,UD. Kirana Widuri,Fashion,2.0,2.0,4885315,9770630,Shopee,612,Belum Terdaftar,2017.0,10427209,198000000,612,,,0.799371658,9770630,9770630,,8422011,4885315.0,1.211176171809295,12917450.878982812,4.0,4.0,7.0,6.769207608697103
