status_legalitas,omset,laba
Belum Terdaftar,11676099,5116188.629079483
Belum Terdaftar,4249463,2168381.1058891094
Belum Terdaftar,4745339,1114825.2078121365
Terdaftar,10642114,615098.4922164996
Belum Terdaftar,5542000,1184957.426730292
Belum Terdaftar,14214677,4461771.56223469
Belum Terdaftar,13464680,5167406.626201508
Belum Terdaftar,6728444,3178781.3318296187
Belum Terdaftar,13017244,4098224.0029581147
Terdaftar,12225395,2149667.3681567484
Belum Terdaftar,13293820,4952129.412734708
Belum Terdaftar,11717440,1398621.9318980468
Terdaftar,6333592,1291640.558608858
Belum Terdaftar,7546829,1441529.5832855701
Belum Terdaftar,13355105,244561.01466976292
Belum Terdaftar,6039631,2867242.367471044
Belum Terdaftar,10810317,1771883.3557208471
Belum Terdaftar,7522273,-331636.92767862446
Terdaftar,4324042,1541667.0496055498
Belum Terdaftar,8293912,2389252.026920739
Belum Terdaftar,14302755,4397371.176434374
Belum Terdaftar,7762264,2963642.07361255
Belum Terdaftar,11313762,3365961.691550447
Belum Terdaftar,10873297,3229803.1490557175
Belum Terdaftar,6104122,1916713.8503482973
Belum Terdaftar,14218464,4036792.0402349266
Belum Terdaftar,9853499,16069.456359339412
Belum Terdaftar,6633189,-324901.4968049646
Belum Terdaftar,4278366,1527950.464968269
Terdaftar,11170544,3102042.1965112807
Belum Terdaftar,7867721,-2029434.4785479545
Belum Terdaftar,13167844,2483269.565151511
Terdaftar,12164530,2785760.607268182
Terdaftar,7079132,683196.793832667
Belum Terdaftar,8577866,1484501.4084385934
Belum Terdaftar,7654189,-170093.1691737509
Belum Terdaftar,12309213,1185437.2087416546
Belum Terdaftar,8488605,2366031.209114261
Belum Terdaftar,5522966,605928.8734958906
Belum Terdaftar,9967397,1296680.1564870998
Belum Terdaftar,7101252,4727812.807375224
Belum Terdaftar,11929127,2073459.9718047127
Belum Terdaftar,7925347,1858979.0987356172
Belum Terdaftar,14551187,4514005.273359289
Belum Terdaftar,7626886,43257.07300555409
Belum Terdaftar,6815274,2565447.8925615726
Belum Terdaftar,6838679,1608886.6304678246
Belum Terdaftar,4296811,806378.4381852902
Belum Terdaftar,13157859,52391.79830414872
Belum Terdaftar,7529015,1946573.132458713
Terdaftar,11608987,3728105.84177134
Belum Terdaftar,12397939,3864312.0227147057
Belum Terdaftar,13214049,3942014.476564675
Belum Terdaftar,7809102,1396483.298902448
Belum Terdaftar,10254133,1914371.4870661753
Belum Terdaftar,8684703,3566771.259818813
Belum Terdaftar,9958771,4571567.740963483
Belum Terdaftar,12949997,1918075.9564400092
Belum Terdaftar,13000491,4805266.483169389
Terdaftar,12675637,4404271.145402179
Belum Terdaftar,12256097,2085992.450753219
Belum Terdaftar,5476855,1876970.7175564445
Belum Terdaftar,4722393,2467839.647757998
Belum Terdaftar,5815370,915452.0775146
Belum Terdaftar,4395517,1392631.9447515064
Belum Terdaftar,8717524,3486610.875731017
Belum Terdaftar,6883754,-2605897.5889065005
Belum Terdaftar,8597802,2437054.9075548523
Belum Terdaftar,8426874,-467493.59171724314
Belum Terdaftar,6593858,25340.78658356471
Belum Terdaftar,7243250,872384.1135461172
Belum Terdaftar,14022575,2959791.909870036
Belum Terdaftar,11277006,4184741.516903692
Belum Terdaftar,8893813,985547.0370977607
Belum Terdaftar,9671076,2039910.0708136577
Belum Terdaftar,3609344,1137110.6116283103
Belum Terdaftar,12313023,2857967.1238334915
Belum Terdaftar,13354489,1555452.3658113887
Belum Terdaftar,6941141,1497157.572792684
Belum Terdaftar,5013426,1824924.3809612566
Belum Terdaftar,10614990,2226843.306215291
Belum Terdaftar,13287955,3984814.6926268055
Belum Terdaftar,23009881,6486258.816408942
Terdaftar,23566158,6680085.263883568
Belum Terdaftar,25818664,3474096.284301208
Terdaftar,22316900,5626632.514154172
Terdaftar,20291726,5739410.454798702
Terdaftar,27115777,7919163.6386402305
Belum Terdaftar,27820502,770141.199283357
Terdaftar,20904047,5432765.849102424
Belum Terdaftar,21474219,6852772.491486382
Terdaftar,25261796,2150695.7733283597
Belum Terdaftar,26702756,6193338.503732702
Terdaftar,20364927,5198050.662462036
Terdaftar,23588152,8653295.425589217
Belum Terdaftar,20901725,5432538.2853206815
Belum Terdaftar,23123687,1843440.3077684108
Belum Terdaftar,24054278,-3034923.307305091
Belum Terdaftar,26603176,3851153.0131294606
Terdaftar,24746036,7881420.541940372
Terdaftar,26528089,3426362.9482960105
Belum Terdaftar,23021816,2220272.0035226927
Belum Terdaftar,22125917,6373554.778831944
Terdaftar,26912530,7944275.249633609
Terdaftar,24317118,7165121.426744868
Belum Terdaftar,20931992,2608591.421147693
Terdaftar,22216405,8876254.528601533
Terdaftar,24050307,8350016.381599198
Terdaftar,20701197,5593074.530744781
Belum Terdaftar,24092941,6608898.849113877
Belum Terdaftar,23101388,5400562.258882395
Terdaftar,23952034,6174573.06995427
Terdaftar,23405758,8109454.151338853
Terdaftar,24707070,7746420.963751009
Terdaftar,22670871,7318982.064027072
Belum Terdaftar,24859396,6706256.22710433
Belum Terdaftar,25141117,6448076.221155012
Belum Terdaftar,24313874,8488484.041381976
Terdaftar,23898202,6922723.319446525
Terdaftar,22745726,6412782.723426138
Belum Terdaftar,24040043,5813860.711542329
Belum Terdaftar,24588429,7569550.832717943
Belum Terdaftar,20096315,795306.3831344343
Belum Terdaftar,27542885,7697994.005793088
Belum Terdaftar,22099786,3861429.3154050247
Terdaftar,25395731,8463999.604606848
Terdaftar,27074224,7236304.63200011
Terdaftar,20263257,4323209.242241946
Belum Terdaftar,20584218,-2220482.73734986
Terdaftar,27003872,6630781.465324283
Belum Terdaftar,27272636,9205548.444155049
Terdaftar,27805232,7700131.7027071975
Belum Terdaftar,24076227,2421662.93413217
Belum Terdaftar,23474516,7578842.527121329
Terdaftar,20173738,6108305.31839232
Terdaftar,27071451,8046654.003348691
Terdaftar,20107290,7076713.42981814
Terdaftar,24714565,7560365.41431264
Belum Terdaftar,25768284,9129582.679263413
Belum Terdaftar,23459611,2795197.6370091564
Belum Terdaftar,20646585,5576179.226518972
Belum Terdaftar,26571508,-3183543.1827318817
Terdaftar,20103689,5303641.893545721
Terdaftar,21051302,3924954.008942227
Terdaftar,22547396,6359167.847054447
Belum Terdaftar,24436925,6532604.703200367
Terdaftar,27341367,8522188.141126819
Terdaftar,26779219,7936598.593627496
Belum Terdaftar,22380527,1925151.9404372526
Belum Terdaftar,23868416,4874155.383094745
Terdaftar,23979889,8107037.50592886
Terdaftar,26872145,8088654.054301906
Terdaftar,27149104,6736307.815793991
Terdaftar,24868557,6960604.602791364
Terdaftar,20209307,6773838.202545303
Belum Terdaftar,27787193,-344574.83795618464
Belum Terdaftar,22295863,8829729.196330354
Terdaftar,20867081,6274540.862635548
Belum Terdaftar,21932743,6628671.293209485
Belum Terdaftar,20326451,4510035.241018149
Belum Terdaftar,21875214,2183637.4234689567
Terdaftar,27796312,7180891.793477768
Terdaftar,23673350,9266897.589101458
Belum Terdaftar,23025370,8224962.304652011
Terdaftar,54455975,17321088.945197046
Belum Terdaftar,22320061,839746.2789098462
Belum Terdaftar,27610502,-4830920.657784479
Terdaftar,21981312,7803479.998014004
Belum Terdaftar,20087835,6619455.899357739
Terdaftar,22175537,5650551.995366225
Belum Terdaftar,26570874,121659.014347372
Belum Terdaftar,21471523,5989520.761994009
Terdaftar,26430865,3728247.176429396
Belum Terdaftar,24510315,5787996.584942318
Belum Terdaftar,24214289,5343273.561176744
Belum Terdaftar,26670437,8657050.239658836
Terdaftar,23770830,5133831.8128103055
Belum Terdaftar,26663364,-741859.2738528742
Terdaftar,21367506,3310023.6685264297
Belum Terdaftar,24246745,2768205.1590851783
Belum Terdaftar,24291011,7215859.029880308
Terdaftar,23946743,7448847.142464777
Belum Terdaftar,23645755,5895364.953000903
Terdaftar,20072297,7038836.774379312
Terdaftar,25211196,8794663.063568685
Belum Terdaftar,25914451,3170333.8943761867
Terdaftar,25839178,9786502.55815259
Belum Terdaftar,20194262,3469016.9454320967
Terdaftar,21958995,6181437.1600893615
Belum Terdaftar,23609528,6279479.6928337095
Terdaftar,22486754,7373424.685621341
Belum Terdaftar,24471394,3509521.4626082308
Belum Terdaftar,23550099,7125753.681131283
Terdaftar,21818338,5860915.7808586685
Belum Terdaftar,22026690,-1200275.374653899
Belum Terdaftar,27129638,7322029.899785042
Belum Terdaftar,27364020,-2681875.5664402563
Belum Terdaftar,23550500,5370442.157514103
Terdaftar,23249121,5472347.318310482
Terdaftar,22698311,6916679.764782416
Belum Terdaftar,21468364,5560630.189338013
Terdaftar,25686575,5960129.663110155
Belum Terdaftar,21000887,6017187.02640175
Terdaftar,20910453,6544347.375279973
Belum Terdaftar,23387215,120880.19568178302
Terdaftar,24572285,8106650.315751985
Belum Terdaftar,26561807,9701983.439384263
Belum Terdaftar,24914013,7708398.0514982045
Terdaftar,20479036,6207759.645017702
Terdaftar,27174147,7245515.134649905
Belum Terdaftar,27694258,8744223.723899337
Belum Terdaftar,21115428,1788047.7582201338
Terdaftar,21888628,6374285.215718372
Terdaftar,21984719,7140028.204184038
Terdaftar,25425957,7335270.906450658
Belum Terdaftar,24485224,8016559.8520889245
Terdaftar,27927719,9290918.014029743
Belum Terdaftar,25019233,3533220.040989686
Belum Terdaftar,9254872,2894305.9261413007
Terdaftar,24051608,6175514.248382948
Belum Terdaftar,22066859,619143.9220433304
Belum Terdaftar,20321141,5215540.629646768
Terdaftar,21618508,8934364.705740226
Terdaftar,20856560,5916247.228467918
Belum Terdaftar,27707920,4305725.218223757
Terdaftar,26179017,7297652.542520596
Terdaftar,21597568,5505303.355750899
Belum Terdaftar,22174646,487751.21468465554
Belum Terdaftar,20546470,4081469.0232973285
Terdaftar,27048441,9249175.410375021
Terdaftar,22522851,4526725.047085386
Belum Terdaftar,20562867,5905031.869599367
Belum Terdaftar,21781911,5356445.404649945
Belum Terdaftar,25897246,-3628841.4206709117
Terdaftar,21448342,7811025.259738668
Belum Terdaftar,21638951,6692752.290031392
Belum Terdaftar,27228104,7203035.040818298
Belum Terdaftar,24023592,3246372.6161389714
Terdaftar,21724477,5751861.879557914
Terdaftar,25923705,7733565.8279211195
Terdaftar,21422483,2766382.550818131
Terdaftar,24464651,9234970.07322856
Belum Terdaftar,22397137,4802840.334002293
Terdaftar,24298899,7254857.385242048
Terdaftar,26177311,7537625.607465478
Terdaftar,26244792,8819986.127716782
Terdaftar,22301131,7045157.4181783935
Terdaftar,25714426,8304690.008114945
Terdaftar,27086988,8471182.586015083
Belum Terdaftar,20489472,3111969.7716456205
Terdaftar,22286008,7897067.896493012
Belum Terdaftar,23205884,230379.6705520422
Belum Terdaftar,27254023,6063092.818744547
Terdaftar,21041685,7576555.670507165
Belum Terdaftar,23261318,7396070.500651959
Terdaftar,26912648,9554786.804117493
Terdaftar,20846483,3612392.3621921497
Belum Terdaftar,25803420,1906232.4504307744
Terdaftar,23300453,6983531.9895166345
Terdaftar,25226332,7544055.831863883
Terdaftar,26469314,7421402.877909456
Terdaftar,24443807,8965030.94837022
Belum Terdaftar,27272379,3839857.428148331
Belum Terdaftar,24305601,7386418.775832906
Belum Terdaftar,23494612,6276306.506015929
Terdaftar,21466956,9419941.316737147
Terdaftar,22523887,5625441.9114003405
Terdaftar,21587291,5631148.788283724
Terdaftar,27161022,6767735.582553003
Belum Terdaftar,26060778,7585634.161564513
Terdaftar,20278690,6329125.443327361
Belum Terdaftar,24173411,6727860.478997423
Belum Terdaftar,24450995,6795571.70184823
Belum Terdaftar,25276011,4276037.711061132
Terdaftar,25952263,7283571.075170302
Terdaftar,23351624,7315663.027182838
Belum Terdaftar,26693327,9024700.059069667
Terdaftar,24880492,8141178.069800806
Belum Terdaftar,23338494,2386938.9813258993
Terdaftar,27256079,9262742.11150672
Belum Terdaftar,20819238,6528599.560118702
Belum Terdaftar,25867733,3026842.4193007224
Belum Terdaftar,21397048,5646861.329116804
Belum Terdaftar,27585274,5216317.930960348
Belum Terdaftar,24963091,6725591.154812104
Belum Terdaftar,21738250,4014302.1969409566
Terdaftar,20047304,6360973.754594197
Terdaftar,26822473,8743499.7627143
Belum Terdaftar,25783793,46368.216663406
Terdaftar,21865174,7991301.684241079
Belum Terdaftar,27385001,-3136783.113373077
Belum Terdaftar,23720583,-176451.75123418274
Terdaftar,25355261,7167360.535178187
Terdaftar,24454581,9820140.292587508
Terdaftar,22510879,6365546.833508433
Terdaftar,21313424,6068930.728529075
Terdaftar,23912867,6981755.419370323
Terdaftar,24174994,7103877.816568545
Terdaftar,24770420,6649649.9341987455
Terdaftar,22221029,6809521.78320613
Belum Terdaftar,25433999,5786435.168441351
Belum Terdaftar,25968756,7906926.054776237
Belum Terdaftar,27576916,7161909.501100014
Terdaftar,23922835,6832504.595066291
Belum Terdaftar,20538194,2752010.462647394
Belum Terdaftar,21502986,1635727.9749175322
Belum Terdaftar,24416724,389358.92345285753
Terdaftar,20404196,5972376.003979117
Belum Terdaftar,24105313,7143439.031129609
Terdaftar,25636167,9359953.49639797
Belum Terdaftar,26791400,8913625.99167166
Belum Terdaftar,27659959,8872068.982106535
Terdaftar,27271085,10139457.115301775
Terdaftar,26105467,8321451.354794012
Terdaftar,26480717,5957687.958022477
Terdaftar,46153024,14678572.95788036
Belum Terdaftar,21660825,4906239.04288135
Terdaftar,26968205,8542466.868582448
Belum Terdaftar,26078295,6109744.92587076
Terdaftar,27599692,7813052.18960008
Terdaftar,26928972,3945819.484271054
Belum Terdaftar,23972995,6421779.392768247
Belum Terdaftar,23710153,6764193.902808799
Terdaftar,22076290,7655448.720360553
Terdaftar,27071681,7407551.387840446
Terdaftar,25100184,8075196.079510541
Belum Terdaftar,25065435,6553980.8603927
Terdaftar,20591232,5987870.023607871
Belum Terdaftar,26677263,5281627.926571161
Belum Terdaftar,27733926,-1618008.9278338398
Belum Terdaftar,27073553,1753823.926755909
Terdaftar,23864261,7651156.450578888
Terdaftar,25352753,8728906.29934064
Belum Terdaftar,26265753,6439259.42173888
Belum Terdaftar,26845784,6580499.289549198
Belum Terdaftar,27298278,8345158.787688387
Belum Terdaftar,21032558,5655512.767052354
Terdaftar,27187761,8399230.84071125
Belum Terdaftar,23295017,4460259.999686286
Terdaftar,23620225,6016963.208834037
Belum Terdaftar,21753143,2700196.1541521167
Terdaftar,20582863,6325726.528511562
Belum Terdaftar,27754695,5394457.803968484
Terdaftar,26686367,8642090.588684035
Terdaftar,24235056,7528098.549210437
Belum Terdaftar,26584503,-1720810.8241452703
Terdaftar,27484236,9692275.41758506
Terdaftar,25993861,9070076.603422366
Terdaftar,24009555,5944669.2099730745
Terdaftar,25935228,6644592.210445655
Terdaftar,46152242,13250248.214756984
Terdaftar,23162035,7087474.489200548
Belum Terdaftar,23101195,3398876.193757031
Belum Terdaftar,27020442,10236236.866320958
Belum Terdaftar,27617564,7697427.4583199145
Belum Terdaftar,27440155,8526981.235110136
Belum Terdaftar,27083925,7412973.750277947
Belum Terdaftar,26783682,4990053.637431453
Terdaftar,25708254,9072248.093328312
Belum Terdaftar,21122814,6292135.443240415
Terdaftar,23325888,1894409.5626391014
Terdaftar,20265963,4460099.034483373
Terdaftar,23605146,7594591.667410251
Belum Terdaftar,26698466,6420488.378314949
Terdaftar,27719866,7670051.626737703
Terdaftar,27346549,9229978.825707298
Terdaftar,24613641,6962315.435612369
Belum Terdaftar,22613067,6649276.0081752045
Belum Terdaftar,27270715,4612762.231290849
Terdaftar,23295345,6637650.757861912
Terdaftar,22437046,3332099.4426798993
Terdaftar,27846843,-232514.41943305708
Belum Terdaftar,25916797,6632557.201881576
Terdaftar,27264610,8667903.138474008
Terdaftar,24544165,7535408.169606441
Belum Terdaftar,21159608,6501646.229544706
Belum Terdaftar,27467312,8884015.37093295
Belum Terdaftar,22812156,-4989829.921161008
Belum Terdaftar,23114203,6343158.229001253
Belum Terdaftar,27871290,9077251.629571147
Belum Terdaftar,20856710,5752647.799619393
Terdaftar,22425942,5786627.479446303
Belum Terdaftar,21211982,6112806.992789368
Terdaftar,24712572,7281089.820280104
Terdaftar,27843527,8030996.703521668
Terdaftar,22858578,7328653.804096886
Belum Terdaftar,23742242,-2160842.9734212337
Terdaftar,21217241,4212032.789326563
Terdaftar,21443705,6415594.137104251
Terdaftar,26421847,6322433.087529674
Terdaftar,24150821,7276614.716099708
Belum Terdaftar,20701735,2256037.714652549
Terdaftar,25399664,7862495.13715346
Belum Terdaftar,27728541,7724833.106314258
Belum Terdaftar,23776257,5937407.383334488
Terdaftar,23500705,6088022.5402880665
Belum Terdaftar,22573993,6498591.34346583
Belum Terdaftar,26772984,6088786.984153335
Terdaftar,27115651,2934963.3884840626
Terdaftar,25653059,7689855.874226404
Terdaftar,20628936,5739395.452064192
Belum Terdaftar,23695837,6140667.5108461715
Terdaftar,21241175,6846084.160768657
Terdaftar,23307131,6389019.21177388
Belum Terdaftar,26399735,6850340.360457219
Belum Terdaftar,27389057,1851438.2987466531
Terdaftar,23993502,6611237.884396918
Terdaftar,22456131,2997996.5503057195
Belum Terdaftar,21779574,-1955055.7309742584
Belum Terdaftar,25513696,7126336.924054574
Terdaftar,21729494,7142265.3586011585
Terdaftar,25170569,9490634.249570124
Belum Terdaftar,21273481,6848370.52348849
Terdaftar,21978774,6293189.391172448
Belum Terdaftar,26526159,3284861.471148734
Belum Terdaftar,24985705,-2677417.0365495943
Terdaftar,22817118,7726831.826957742
Belum Terdaftar,23022654,7473066.908058688
Belum Terdaftar,21037340,3626058.9790028464
Terdaftar,25880271,6721906.492901555
Terdaftar,23157797,5626105.362336308
Terdaftar,21064680,7305918.003804201
Terdaftar,26246079,7994196.82895556
Terdaftar,22896965,7084074.036332752
Belum Terdaftar,22987893,6073419.274137642
Belum Terdaftar,25052569,6052267.5966955945
Belum Terdaftar,22862880,-3113521.8742971225
Terdaftar,23084784,6967474.236997231
Terdaftar,20299771,6997165.96005762
Belum Terdaftar,23041438,2150464.6417913605
Belum Terdaftar,22352887,4415374.021979763
Terdaftar,27200964,8873587.376620632
Terdaftar,21018255,7037824.579650525
Belum Terdaftar,24722331,8214264.922685954
Terdaftar,26361847,7613352.846897303
Belum Terdaftar,21724428,-1064329.676295912
Terdaftar,22053497,7725148.565476718
Terdaftar,20898693,6164835.888318465
Belum Terdaftar,27858919,7844187.3362259455
Terdaftar,24230255,4790863.710323929
Belum Terdaftar,26099942,6579705.996696271
Belum Terdaftar,27402490,6953967.56248339
Belum Terdaftar,27140724,5651661.6156742005
Terdaftar,26453290,6094421.38351544
Terdaftar,24323559,8425661.76747858
Belum Terdaftar,24231405,1185744.37659617
Terdaftar,27883505,6380923.433242391
Belum Terdaftar,24487011,7873433.379480671
Terdaftar,26879610,8590954.198678115
Belum Terdaftar,22206604,168427.69178444368
Belum Terdaftar,24389482,7464666.690303245
Terdaftar,23190058,4425587.354221994
Terdaftar,20364389,1269334.3453908165
Belum Terdaftar,25955410,4744259.4574721
Belum Terdaftar,21427660,2045124.8647886855
Belum Terdaftar,20254085,6097066.982137772
Terdaftar,26860865,8551513.676193032
Terdaftar,21672359,-2325517.758343113
Belum Terdaftar,17345092,3329472.0972687793
Terdaftar,23228103,4612619.253043223
Terdaftar,20790326,7437898.619428451
Belum Terdaftar,9913806,1689197.1380451717
Belum Terdaftar,12498839,3404514.4695234094
Belum Terdaftar,11674819,-636130.1096068278
Belum Terdaftar,12901678,4949352.966508963
Belum Terdaftar,13328368,-5515237.849564579
Belum Terdaftar,13150346,766669.378533327
Belum Terdaftar,6880213,-672230.330380948
Belum Terdaftar,7669698,2015813.8841716615
Belum Terdaftar,11915055,3027470.891031188
Belum Terdaftar,12430455,2772591.191865103
Belum Terdaftar,6638147,1038734.3235411184
Belum Terdaftar,9012836,-260766.6144371343
Terdaftar,5533807,2279798.791763148
Belum Terdaftar,12454300,-161148.54118226765
Belum Terdaftar,6433823,2481545.242778242
Belum Terdaftar,14340915,4125374.4095091573
Belum Terdaftar,4252310,703954.4177748107
Belum Terdaftar,12751356,1054228.6684637922
Belum Terdaftar,7715812,2815905.670068452
Belum Terdaftar,3470341,-1506106.2692558467
Belum Terdaftar,18416157,5918959.030370858
Belum Terdaftar,8464530,2848497.187334798
Belum Terdaftar,2292054,731985.0757517297
Belum Terdaftar,25538286,4501054.4288161695
Belum Terdaftar,5165963,-1016330.4859324135
Belum Terdaftar,14690406,3967268.5368995937
Belum Terdaftar,2960325,2124286.7544162176
Belum Terdaftar,8880917,-125283.41680787966
Terdaftar,12482829,3437558.8613252817
Terdaftar,13382937,3473129.494589803
Belum Terdaftar,14065193,3059416.931640149
Terdaftar,29005964,9360609.444689464
Belum Terdaftar,10830286,3020205.636842058
Terdaftar,7425870,2652680.6023936835
Belum Terdaftar,7543607,3939732.9027613597
Belum Terdaftar,6883038,1195771.8509954242
Terdaftar,28988647,8439767.447790146
Belum Terdaftar,14754847,-414075.00929545716
Belum Terdaftar,24071466,8897629.307502015
Belum Terdaftar,8087408,-605691.8201677356
Terdaftar,7699393,2663384.046740463
Belum Terdaftar,12436534,4463436.729238099
Belum Terdaftar,12777504,1109228.32444658
Belum Terdaftar,19735505,6008615.777474276
Belum Terdaftar,26813301,3482259.9450221434
Belum Terdaftar,20047710,5304042.101688093
Belum Terdaftar,12054062,5128558.495003684
Belum Terdaftar,10428644,1743996.575272651
Terdaftar,10237792,5011029.042728384
Terdaftar,5369951,2612311.434799592
Terdaftar,10377409,3023497.1236722213
Belum Terdaftar,16020985,-2710678.8066771463
Terdaftar,25163199,7041931.437208977
Belum Terdaftar,14149393,-2832424.7461481197
Belum Terdaftar,12502201,2525542.4446559832
Belum Terdaftar,4259316,2530385.4359160597
Belum Terdaftar,14697918,2335520.519211147
Terdaftar,25313917,-64738.32817059578
Terdaftar,14070598,3375550.912010595
Belum Terdaftar,19940783,97589.89899607247
Terdaftar,8100616,2247094.0153887155
Terdaftar,10992109,1713453.3133667272
Belum Terdaftar,12251751,2496583.8978926213
Terdaftar,13598073,6176549.112373027
Terdaftar,12635687,4093319.6259462535
Belum Terdaftar,19225231,4934436.166319653
Terdaftar,13750834,4941853.770357712
Terdaftar,4891392,289071.4751931543
Terdaftar,21766744,5434011.152128947
Belum Terdaftar,21477575,3974682.557923509
Belum Terdaftar,7835494,4005161.4808650333
Terdaftar,16195295,4605708.434221626
Terdaftar,8254683,34697.91309751291
Belum Terdaftar,11920588,1390776.573988787
Terdaftar,9893912,2661792.2358376426
Belum Terdaftar,11161941,146492.3352486624
Terdaftar,7121724,1819833.7120365899
Terdaftar,7874011,2883207.196604903
Belum Terdaftar,22125635,7041739.666532969
Terdaftar,29689697,10705324.079164818
Terdaftar,10497631,2296521.4374300693
Terdaftar,25080198,7570779.520264972
Terdaftar,14420198,3626490.1214215774
Terdaftar,13888185,2624262.605812777
Belum Terdaftar,12701584,4234483.226803856
Terdaftar,14383390,4778286.56914752
Terdaftar,21600456,6763815.249698852
Terdaftar,9324630,3224179.1932586445
Terdaftar,5862819,1073372.8473115799
Belum Terdaftar,28110727,6732133.985529537
Belum Terdaftar,4592557,1415414.4721693601
Terdaftar,24893778,8629344.802411614
Terdaftar,8943037,4290988.235453547
Belum Terdaftar,13170662,402045.66905901197
Belum Terdaftar,1437623,460461.3267680959
Terdaftar,12437965,4001173.429399936
Belum Terdaftar,15701717,4722108.959325371
Belum Terdaftar,12406741,1269656.2791276723
Belum Terdaftar,11877700,3587957.3782105427
Terdaftar,16658831,3662822.4824115066
Belum Terdaftar,8658918,340007.0137468698
Belum Terdaftar,3986777,2085229.5766357554
Terdaftar,12540590,4585036.222783351
Belum Terdaftar,26820284,7122966.015763469
Belum Terdaftar,27684855,8233027.430357717
Belum Terdaftar,5128968,704314.088245262
Terdaftar,12613890,3721653.23182279
Belum Terdaftar,20654448,7237442.216524563
Belum Terdaftar,12120615,3519662.93444544
Terdaftar,13644700,6577554.080745336
Terdaftar,5521454,2848913.6025075717
Belum Terdaftar,8013246,2607974.1810776913
Terdaftar,15946915,5461224.474133293
Belum Terdaftar,13371547,2225014.515315077
Terdaftar,5162232,421165.35291350354
Terdaftar,5176630,2858765.5782875204
Belum Terdaftar,14754802,5435432.076931648
Belum Terdaftar,3163947,681229.2473056391
Belum Terdaftar,16027715,5082250.236931338
Belum Terdaftar,7110117,3373974.287384806
Terdaftar,8325318,3343946.82620602
Belum Terdaftar,5045463,-1821031.4518195987
Terdaftar,5756248,1970494.421489824
Belum Terdaftar,11396407,119280.1802768501
Belum Terdaftar,16115447,5472362.676875275
Belum Terdaftar,10471610,115239.54215040989
Belum Terdaftar,14475606,5661289.628178045
Terdaftar,9585260,1757683.6612797924
Belum Terdaftar,10352908,2321760.865943761
Terdaftar,1968337,1704583.5361354388
Terdaftar,17327868,3641584.544372713
Terdaftar,7967878,868930.4190856924
Terdaftar,14800664,1758890.4293107209
Terdaftar,22592696,6230590.359734027
Terdaftar,8927295,4467979.2703084005
Belum Terdaftar,5599862,1976143.1539884633
Terdaftar,20799438,6400090.686641665
Terdaftar,6998920,1730432.108384243
Terdaftar,11795371,3873930.645383574
Belum Terdaftar,14911958,742883.2977663008
Terdaftar,10930887,1055214.8965407733
Belum Terdaftar,9423245,2032889.793394553
Belum Terdaftar,6231232,1795896.545435782
Belum Terdaftar,17850132,4009954.3196555655
Belum Terdaftar,6591256,3006254.241678944
Terdaftar,10339129,1293396.6459757655
Terdaftar,18317946,5355869.771666929
Terdaftar,17673419,5912159.245087935
Terdaftar,15997004,5141220.620109657
Belum Terdaftar,10064966,2205057.067265915
Belum Terdaftar,9093904,3388429.9067065488
Belum Terdaftar,14586017,2411687.6502837967
Terdaftar,5139884,1519580.54350319
Belum Terdaftar,14198178,4103236.2260329537
Belum Terdaftar,5999593,2262790.679493113
Belum Terdaftar,4224703,592371.8885805319
Terdaftar,13913781,5371628.816564363
Belum Terdaftar,9981071,-212879.75763874545
Terdaftar,23620973,7829287.310939151
Terdaftar,29232755,10298927.506673247
Terdaftar,5189634,2674410.7487746067
Belum Terdaftar,13806661,4285133.9003871335
Belum Terdaftar,15876442,413487.94443367055
Terdaftar,18304740,2732442.9780015424
Belum Terdaftar,8697115,2822731.0745643163
Terdaftar,12209215,2453440.0322215864
Terdaftar,18206447,5764677.892505042
Terdaftar,13989815,4453305.483738465
Terdaftar,10276303,3666620.261521819
Terdaftar,14383366,4187012.824786605
Terdaftar,19939568,5220414.843236148
Belum Terdaftar,6284747,1488935.9452813624
Belum Terdaftar,15348995,-1906359.8908150848
Belum Terdaftar,16205617,6320504.235856469
Terdaftar,6894083,1836806.8387950074
Terdaftar,5941185,2027883.6720561683
Terdaftar,7092673,2686360.0532815717
Terdaftar,4505014,1942192.2448441908
Belum Terdaftar,11433634,2021105.900048265
Belum Terdaftar,1558392,1291604.1805442637
Belum Terdaftar,21962445,6693337.501560445
Terdaftar,9953771,2350869.915441391
Terdaftar,11721534,2766793.249054086
Terdaftar,18098404,5095468.117943155
Terdaftar,7240845,-2834783.0845795367
Terdaftar,9963493,4711315.290987026
Terdaftar,5677971,1855625.7290927279
Terdaftar,10195746,3510424.000975939
Terdaftar,9806596,1934862.006167618
Terdaftar,23590128,3962530.5791913397
Terdaftar,6860795,2816304.206173968
Terdaftar,15554565,6424196.3995019505
Terdaftar,21621894,5916171.460403257
Terdaftar,14113564,3116483.157376676
Terdaftar,4389196,2864399.5735952714
Belum Terdaftar,14945915,2696635.912415548
Belum Terdaftar,11427234,2419639.3917473536
Belum Terdaftar,6308771,227310.25691185953
Belum Terdaftar,5903559,-216602.9133955692
Terdaftar,10066624,4132136.262806598
Belum Terdaftar,8540913,2218856.0856296993
Terdaftar,10875303,1374625.976611027
Belum Terdaftar,8049074,1411835.7630930047
Belum Terdaftar,22304780,5560619.844656885
Terdaftar,1318470,282370.35170993645
Terdaftar,13821866,3695891.6224319926
