id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
28829692,UD. Qory Asri,Fashion,3,2,22896715.52,15344048,Bukalapak,50,Belum Terdaftar,2021,1235097,81000000,172
28829693,UD. Satria Wiratama,Perusahaan,6,9,20527746.16,22384367,Tokopedia,1496,Belum Terdaftar,2023,1405953,201000000,691
28829694,UD. Raka Segar,Perusahaan,5,6,32383685.92,23661780,Lazada,1074,Belum Terdaftar,2007,-2230876,267000000,51
28829695,UD. Karla Saprahan,Fashion,3,3,12150408.14,14451733,Shopee,810,Belum Terdaftar,2023,2815396,243000000,61
28829696,UD. Syifa Madya,Makanan & Minuman,4,7,23206517.66,23713367,Shopee,1475,Belum Terdaftar,2016,8080103,231000000,622
28829697,UD. Andi Praja,Makanan & Minuman,4,4,8047609.682,7558665,Lazada,716,Belum Terdaftar,2010,2827880,261000000,549
28829698,UD. Jihan Wetan,Makanan & Minuman,2,3,4717812.393,11463817,Tokopedia,1048,Belum Terdaftar,2018,1102419,225000000,242
28829699,UD. Daffa Padi,Fashion,2,3,6372298.981,10828862,Bukalapak,1364,Terdaftar,2004,3526080,327000000,403
28829700,UD. Ujang Kamajaya,Fashion,3,2,9358413.67,13536722,Bukalapak,1337,Belum Terdaftar,2021,3288043,297000000,212
28829701,UD. Odie Wisnu Zainab,Makanan & Minuman,3,6,13780564.57,10010855,Website Sendiri,803,Belum Terdaftar,2002,4064482,138000000,11
28829702,UD. Livia Panembahan,Perusahaan,1,1,1000000,3836711,Bukalapak,536,Belum Terdaftar,2022,-294387,252000000,395
28829703,UD. Carissa Pancasila,Fashion,1,3,11603457.62,20107417,Tokopedia,1958,Terdaftar,2005,5675748,321000000,503
28829704,UD. Gerry Kusen,Perusahaan,1,1,11643684.4,6571905,Tokopedia,50,Belum Terdaftar,2010,1555287,243000000,90
28829705,UD. Erni Sentosa,Perusahaan,1,2,4506065.415,5549857,Lazada,630,Belum Terdaftar,2021,1658334,270000000,712
28829706,UD. Yasir Kalbu,Perusahaan,1,1,5218495.095,4383070,Website Sendiri,487,Belum Terdaftar,2001,2077879,120000000,497
28829707,UD. Alya Suryaatmaja,Perusahaan,4,3,9111903.357,11459495,Bukalapak,418,Belum Terdaftar,2012,20680,243000000,634
28829708,UD. Prananda Tirtaatmaja,Perusahaan,4,3,8979968.603,8408971,Tokopedia,1115,Terdaftar,2021,4174606,405000000,470
28829709,UD. Gadis Wijaya,Fashion,8,6,30710041.71,27684606,Tokopedia,1625,Terdaftar,2009,8830526,147000000,943
28829710,UD. Budi Kencana,Makanan & Minuman,1,2,13752001.14,10886010,Shopee,593,Belum Terdaftar,2015,3912500,243000000,331
28829711,UD. Pipit Widjaja,Perusahaan,3,3,21831482.09,18331832,Tokopedia,714,Terdaftar,2004,6373790,213000000,194
28829712,UD. Diva Kulon,Fashion,1,0,7046061.807,7119314,Website Sendiri,475,Belum Terdaftar,2018,1685022,225000000,61
28829713,UD. Tasya Mardika,Perusahaan,4,4,17537006.61,13382071,Bukalapak,263,Belum Terdaftar,2000,2730423,273000000,995
28829714,UD. Hilmiyah Sukma,Fashion,5,5,36084528.46,21076209,Shopee,103,Terdaftar,2024,5759310,306000000,420
28829715,UD. Riko Wijaya,Makanan & Minuman,2,3,10846347.11,13004833,Tokopedia,1683,Belum Terdaftar,2023,2068058,378000000,766
28829716,UD. Mila Jagadmaya,Fashion,3,5,16230266.76,9097990,Website Sendiri,91,Belum Terdaftar,2021,3566149,261000000,635
28829717,UD. Marsya Kencana,Perusahaan,1,3,12345684.41,9346009,Lazada,50,Terdaftar,2006,-309465,282000000,830
28829718,UD. Abel Utamajaya,Fashion,1,1,4014465.498,4673926,Bukalapak,50,Belum Terdaftar,2017,-1416126,204000000,944
28829719,UD. Krisna Wetan,Perusahaan,2,1,7379852.78,6127228,Lazada,145,Belum Terdaftar,2005,1625479,477000000,430
28829720,UD. Hana Bangun,Fashion,1,1,9551381.663,6049970,Website Sendiri,50,Terdaftar,2004,1527288,288000000,234
28829721,UD. Gilangga Sulaksana,Perusahaan,2,2,4967332.28,10784402,Lazada,1503,Belum Terdaftar,2000,2985548,420000000,962
28829722,UD. Mira Baskara Willy,Makanan & Minuman,4,7,15192646.1,20774965,Bukalapak,2099,Terdaftar,2001,2539993,321000000,987
28829723,UD. Bayu Trijaya Dito,Fashion,0,1,12396861.05,7750427,Website Sendiri,167,Belum Terdaftar,2008,2851691,429000000,38
28829724,UD. Yudi Elok,Perusahaan,3,4,7693207.527,12845387,Tokopedia,2112,Terdaftar,2006,4843916,342000000,589
28829725,UD. Anis Tengah,Fashion,4,4,10586181.75,14027738,Lazada,1620,Belum Terdaftar,2004,4654031,48000000,377
28829726,UD. Maudy Kusumah,Perusahaan,0,1,1000000,1499255,Shopee,50,Belum Terdaftar,2024,-1350994,270000000,487
28829727,UD. Ghani Paseban,Makanan & Minuman,2,2,30560885.85,11559270,Lazada,50,Belum Terdaftar,2022,3126581,285000000,431
28829728,UD. Umi Gatra,Fashion,4,5,14905061.65,22864066,Website Sendiri,3639,Terdaftar,2022,9163310,396000000,602
28829729,UD. Tari Anindita,Fashion,1,0,19941117.81,10901533,Shopee,50,Belum Terdaftar,2004,-1155493,357000000,130
28829730,UD. Dito Gemilang,Fashion,4,5,29175539.23,14631050,Website Sendiri,50,Belum Terdaftar,2020,176325,276000000,441
28829731,UD. Lana Kusumah,Perusahaan,1,3,9277549.271,12613113,Website Sendiri,1573,Belum Terdaftar,2002,4143420,111000000,514
28829732,UD. Hanaura Sukarela,Makanan & Minuman,2,2,2979558.749,5150845,Shopee,1250,Belum Terdaftar,2013,1417848,156000000,753
28829733,UD. Kiki Suryaatmaja,Fashion,7,6,6001974.684,20806312,Website Sendiri,2195,Belum Terdaftar,2005,23259,93000000,130
28829734,UD. Uchie Kelana,Fashion,1,0,1760708.827,2956546,Shopee,406,Belum Terdaftar,2011,-241985,351000000,790
28829735,UD. Yessi Suryaatmaja,Perusahaan,1,1,3985156.861,5175684,Tokopedia,595,Belum Terdaftar,2005,681510,264000000,733
28829736,UD. Pipit Maju,Makanan & Minuman,3,3,14660604.18,16118302,Website Sendiri,2688,Belum Terdaftar,2012,790309,348000000,194
28829737,UD. Berlian Suryaputra,Perusahaan,2,1,5234541.016,6929717,Tokopedia,646,Terdaftar,2006,2126588,312000000,749
28829738,UD. Vidi Anggrek Tari,Makanan & Minuman,2,4,15928915.62,22431495,Bukalapak,1696,Terdaftar,2005,3525379,357000000,782
28829739,UD. Alif Gunawan,Perusahaan,3,5,29439537.73,29571536,Lazada,1514,Terdaftar,2021,9301550,258000000,804
28829740,UD. Melati Maju,Makanan & Minuman,2,1,11304281.03,12984639,Tokopedia,743,Terdaftar,2004,3091567,54000000,480
28829741,UD. Hilmi Permai,Perusahaan,3,4,36865093.34,29517029,Lazada,642,Terdaftar,2015,7638323,498000000,276
28829742,UD. Jojo Anggrek,Perusahaan,1,2,5111630.063,6432724,Shopee,172,Terdaftar,2021,1095658,216000000,
28829743,UD. Yumna Wibawa Tania,Perusahaan,9,9,59394118.42,29485918,Bukalapak,50,Belum Terdaftar,2002,9388280,420000000,475
28829744,UD. Lutfi Merdeka Budi,Fashion,5,8,32465815.25,28188016,Shopee,1740,Terdaftar,2015,9715166,531000000,373
28829745,UD. Guntur Suryaputra,Makanan & Minuman,5,4,36201791.9,23564787,Website Sendiri,437,Terdaftar,,7552366,282000000,318
28829746,UD. Niken Purnama Elok,Makanan & Minuman,2,4,18703294.35,11012166,Lazada,50,Belum Terdaftar,2021,3335651,306000000,515
28829747,UD. Taufan Baruna,Makanan & Minuman,4,3,10207070.8,9697771,Shopee,611,Belum Terdaftar,2018,2785090,243000000,460
28829748,UD. Livia Prajurit,Makanan & Minuman,5,7,8697858.832,14736407,Lazada,1615,Belum Terdaftar,2023,4522249,291000000,296
28829749,UD. Febri Prajurit,Fashion,8,7,20678889.45,27341925,Website Sendiri,2983,Terdaftar,2000,8899508,327000000,884
28829750,UD. Marwan Wijaya Wenda,Makanan & Minuman,5,10,46389022.42,27977270,Website Sendiri,50,Belum Terdaftar,2000,5974406,462000000,408
28829751,UD. Alif Kencana,Fashion,4,5,28857404.98,19237180,Lazada,287,Belum Terdaftar,2020,5882242,204000000,236
28829752,UD. Livia Elok,Fashion,2,4,11775072.7,20960931,Bukalapak,2283,Terdaftar,2019,5243354,273000000,752
28829753,UD. Bagir Sumringah,Makanan & Minuman,1,3,15111365.5,8238166,Lazada,58,Belum Terdaftar,2006,3634352,231000000,271
28829754,UD. Romi Agung,Makanan & Minuman,0,1,12018818.61,11322259,Lazada,637,Belum Terdaftar,2014,1254890,318000000,230
28829755,UD. Nibras Karya,Makanan & Minuman,3,6,13667457.95,16934645,Shopee,1491,Terdaftar,2017,-75497,135000000,868
28829756,UD. Dani Jatiwangi,Perusahaan,3,5,20625564.35,16556246,Lazada,588,Belum Terdaftar,2010,1647678,495000000,997
28829757,UD. Taufik Damai Yaniar,Fashion,5,3,17398710.29,15496228,Bukalapak,839,Belum Terdaftar,2001,5665699,387000000,908
28829758,UD. Bella Sulaksana,Makanan & Minuman,3,2,27729178.39,15342920,Bukalapak,305,Belum Terdaftar,2005,2844720,240000000,160
28829759,UD. Rizki Segar,Makanan & Minuman,3,5,20801696.4,15259567,Lazada,701,Belum Terdaftar,2017,4356255,273000000,867
28829760,UD. Khalid Bersemi,Perusahaan,0,1,12604117.04,16633905,Tokopedia,1278,Terdaftar,2004,4177149,111000000,36
28829761,UD. Ucup Jayabaya Yumna,Fashion,4,4,26582754.98,15078921,Lazada,50,Belum Terdaftar,2007,3750036,378000000,643
28829762,UD. Livia Sukadarma,Makanan & Minuman,2,4,13744584.15,15725980,Shopee,1328,Belum Terdaftar,2008,4941393,330000000,655
28829763,UD. Sella Makmur Uci,Perusahaan,1,3,13569807.88,15186294,Tokopedia,658,Belum Terdaftar,2011,-2297202,186000000,682
28829764,UD. Karim Suryaputra,Fashion,3,2,15093235,17469945,Website Sendiri,1272,Terdaftar,2001,5675876,486000000,855
28829765,UD. Ismail Sulaksana Uti,Fashion,2,3,10588565.9,17489176,Website Sendiri,1506,Belum Terdaftar,2010,3085840,264000000,893
28829766,UD. Uli Puri,Makanan & Minuman,2,5,8388810.808,16580348,Tokopedia,1970,Belum Terdaftar,2018,2882497,279000000,524
28829767,UD. Rangga Panuluh,Makanan & Minuman,4,8,20158039.64,16470856,Lazada,1006,Belum Terdaftar,2002,6738010,294000000,924
28829768,UD. Indira Makmur,Makanan & Minuman,2,4,19995575.37,15914547,Website Sendiri,816,Belum Terdaftar,2013,5213850,396000000,625
28829769,UD. Tari Wiyata,Perusahaan,3,3,15455390.34,15792361,Shopee,1047,Belum Terdaftar,2017,4904502,282000000,412
28829770,UD. Kirana Lestari Kanza,Perusahaan,3,4,17183073.75,15186301,Website Sendiri,1006,Belum Terdaftar,2021,6541117,486000000,420
28829771,UD. Khayla Sumringah,Fashion,3,3,8945671.344,15077367,Shopee,1067,Belum Terdaftar,2006,2187256,324000000,955
28829772,UD. Rendi Asri Yumna,Fashion,2,1,13406525.03,15697622,Tokopedia,1103,Belum Terdaftar,2000,3893975,156000000,942
28829773,UD. Fani Tunggul,Fashion,1,1,21734796.55,17171121,Shopee,326,Belum Terdaftar,2013,4750163,282000000,451
28829774,UD. Grego Tunggul,Fashion,5,4,23773426.36,16590123,Bukalapak,810,Belum Terdaftar,2014,5112673,501000000,508
28829775,UD. Lidya Wirajaya,Makanan & Minuman,2,3,29407107.79,15530956,Bukalapak,50,Belum Terdaftar,2017,5534943,372000000,947
28829776,UD. Tami Tirta,Makanan & Minuman,5,5,6733332.774,17916042,Bukalapak,2332,Terdaftar,2000,4508806,129000000,825
28829777,UD. Halim Sakti,Fashion,5,4,30503471.69,17029818,Bukalapak,50,Belum Terdaftar,2007,6106900,318000000,828
28829778,UD. Laras Raharja,Perusahaan,3,4,21660518.61,17181405,Tokopedia,605,Belum Terdaftar,2014,2829998,159000000,625
28829779,UD. Lintang Sanjaya,Perusahaan,4,3,23620924.47,15448799,Shopee,379,Terdaftar,2013,5846279,576000000,370
28829780,UD. Yudi Jatiwangi,Fashion,3,3,9860392.635,17797314,Lazada,1629,Terdaftar,2023,4306552,327000000,971
28829781,UD. Zidan Madusari,Makanan & Minuman,3,2,19272741.62,17401926,Bukalapak,1042,Terdaftar,2019,5097266,489000000,438
28829782,UD. Anang Binasena Hanafi,Perusahaan,2,2,8315442.221,15716019,Bukalapak,1510,Belum Terdaftar,2005,4224638,387000000,279
28829783,UD. Naila Nirwasita,Perusahaan,4,3,23007877.2,15557752,Website Sendiri,651,Belum Terdaftar,2011,4836264,216000000,186
28829784,UD. Fatiah Wetan Kevin,Makanan & Minuman,3,3,12302085.89,15215762,Bukalapak,1139,Belum Terdaftar,2013,682511,318000000,65
28829785,UD. Kevin Sakti Lukita,Makanan & Minuman,3,8,23079005.18,16599493,Lazada,1055,Belum Terdaftar,2015,4937399,210000000,933
28829786,UD. Lukita Sangga Khayla,Makanan & Minuman,6,5,8678242.278,17479939,Lazada,3958,Terdaftar,2007,5750793,489000000,835
28829787,UD. Jasmine Saputranegara,Fashion,4,5,26677002.14,15741689,Website Sendiri,50,Belum Terdaftar,2021,4654467,246000000,147
28829788,UD. Lina Resaputra,Perusahaan,2,2,16454020.03,16114945,Tokopedia,1373,Belum Terdaftar,2008,5721436,294000000,776
28829789,UD. Fitri Sejahtera,Fashion,3,5,13774422.56,17068804,Tokopedia,1714,Belum Terdaftar,2022,-1070716,126000000,175
28829790,UD. Lina Anggrek,Makanan & Minuman,4,4,13885768.7,17619133,Shopee,1578,Belum Terdaftar,2006,2024542,162000000,165
28829791,UD. Bagir Lintang,Fashion,6,4,15458771.88,15166267,Lazada,705,Belum Terdaftar,2022,3540870,294000000,534
28829792,UD. Miko Raharja,Fashion,1,3,16280249.22,15395486,Lazada,905,Belum Terdaftar,2013,4644318,,514
28829793,UD. Eren Siang Gadis,Makanan & Minuman,3,5,16894219.9,16557881,Bukalapak,1021,Belum Terdaftar,2006,5216957,111000000,485
28829794,UD. Putri Wetan,Makanan & Minuman,3,6,18439571.19,17733490,Bukalapak,1880,Terdaftar,2008,3398212,213000000,246
28829795,UD. Ovan Sanjaya,Makanan & Minuman,2,4,12032116.53,17621735,Bukalapak,2046,Belum Terdaftar,2019,5305724,516000000,264
28829796,UD. Prita Mahkota Raka,Perusahaan,8,5,3527592.516,17723986,Shopee,4448,Terdaftar,2024,3799942,219000000,922
28829797,UD. Khalid Jagad,Perusahaan,3,5,21453875.25,15830714,Lazada,783,Belum Terdaftar,2016,1055956,300000000,904
28829798,UD. Olivia Agung,Makanan & Minuman,3,4,26962231.06,15326450,Bukalapak,237,Belum Terdaftar,2018,466364,264000000,718
28829799,UD. Galih Panuluh,Fashion,3,4,20525295.19,17395365,Bukalapak,806,Terdaftar,2016,6220480,477000000,696
28829800,UD. Satria Padi Najwa,Makanan & Minuman,5,6,5387330.443,15117594,Lazada,2792,Belum Terdaftar,2018,4535439,429000000,462
28829801,UD. Umi Kamajaya,Makanan & Minuman,5,8,19728721.44,17456155,Bukalapak,604,Terdaftar,2015,3498449,144000000,284
28829802,UD. Wito Terang,Perusahaan,2,2,8107330.576,17344130,Website Sendiri,2509,Belum Terdaftar,2020,-754260,423000000,235
28829803,UD. Gema Gatra,Perusahaan,3,4,8120717.942,16864796,Website Sendiri,2241,Belum Terdaftar,2020,2222267,462000000,
28829804,UD. Mika Sukarela,Fashion,2,2,20976397.49,15321462,Tokopedia,324,Belum Terdaftar,2012,5339342,429000000,
28829805,UD. Gisel Prawira,Makanan & Minuman,1,2,8283617.905,16899156,Lazada,1478,Belum Terdaftar,2004,-1165575,111000000,944
28829806,UD. Berlian Darma,Perusahaan,3,2,9405999.731,17844602,Website Sendiri,2383,Terdaftar,2016,5394560,141000000,392
28829807,UD. Utha Ratu,Perusahaan,4,7,22039380.98,17834689,Lazada,617,Terdaftar,2019,5864082,435000000,201
28829808,UD. Lutfi Wijaya Yusuf,Perusahaan,3,3,17251823.43,17427040,Shopee,836,Belum Terdaftar,2021,4566624,432000000,360
28829809,UD. Eren Kayastha,Makanan & Minuman,5,3,21646323.61,17004991,Lazada,672,Terdaftar,2004,3216793,198000000,418
28829810,UD. Rian Sejahtera,Perusahaan,4,4,21616557.02,15449337,Tokopedia,180,Belum Terdaftar,2019,4007765,261000000,828
28829811,UD. Yusuf Panembahan,Makanan & Minuman,3,4,20416157.78,17153213,Tokopedia,493,Belum Terdaftar,2016,-1832250,372000000,202
28829812,UD. Yasir Mandala,Perusahaan,2,3,24494360.24,15638041,Shopee,50,Belum Terdaftar,2020,584998,441000000,635
28829813,UD. Salsa Wisnu,Fashion,1,2,15117622.54,17126257,Lazada,1328,Terdaftar,2012,4427185,354000000,223
28829814,UD. Kirana Makmur Wulan,Makanan & Minuman,4,6,21792453.48,14759762,Lazada,519,Belum Terdaftar,2010,-2373947,267000000,431
28829815,UD. Zulkarnaen Mayang,Perusahaan,6,5,12532356.18,15778349,Website Sendiri,823,Belum Terdaftar,2010,740035,240000000,249
28829816,UD. Nayla Widjaja,Perusahaan,4,6,29040783.18,16796958,Website Sendiri,78,Belum Terdaftar,2017,4136177,552000000,614
28829817,UD. Yuli Tirtaatmaja,Makanan & Minuman,4,5,19022673.66,16669304,Tokopedia,1379,Terdaftar,2013,6768720,381000000,971
28829818,UD. Yudi Cinta,Fashion,2,3,13670308.99,15727632,Lazada,1231,Belum Terdaftar,2013,3590731,198000000,114
28829819,UD. Rangga Hilir Kurnia,Makanan & Minuman,2,3,31372045.88,16228061,Bukalapak,50,Belum Terdaftar,2007,3006905,252000000,371
28829820,UD. Yuli Wiratama,Makanan & Minuman,4,3,11557523.46,15643357,Website Sendiri,1253,Belum Terdaftar,,-1616813,120000000,743
28829821,UD. Uchie Naraya Cinta,Fashion,2,4,9796634.388,15017789,Lazada,1685,Belum Terdaftar,2001,4747800,156000000,410
28829822,UD. Ismail Wiyata,Fashion,3,8,27924830.13,16714005,Shopee,326,Belum Terdaftar,2004,2646637,300000000,173
28829823,UD. Elsa Prima,Fashion,2,2,4374059.911,15814529,Website Sendiri,2043,Belum Terdaftar,2018,2501631,198000000,701
28829824,UD. Qisha Terang,Fashion,3,4,15960257.26,15447636,Tokopedia,1016,Belum Terdaftar,2004,4733536,498000000,791
28829825,UD. Indah Madya,Makanan & Minuman,4,4,24026769.85,16566569,Tokopedia,791,Belum Terdaftar,2001,753827,264000000,794
28829826,UD. Viona Karya Jordi,Perusahaan,5,4,17191199.55,15633774,Tokopedia,757,Belum Terdaftar,2013,784933,405000000,549
28829827,UD. Dea Dharma Niken,Makanan & Minuman,2,3,15655709.04,15332730,Tokopedia,1414,Terdaftar,2024,5956547,195000000,126
28829828,UD. Elen Jagadmaya Qais,Makanan & Minuman,2,6,18551678.2,17958721,Lazada,906,Belum Terdaftar,2013,5839906,504000000,911
28829829,UD. Pardi Saprahan,Makanan & Minuman,3,3,14097577.32,16096688,Lazada,1238,Belum Terdaftar,2006,5277587,339000000,402
28829830,UD. Pasha Kusuma,Makanan & Minuman,3,4,25915933.1,15237515,Website Sendiri,274,Belum Terdaftar,2008,6128934,378000000,148
28829831,UD. Suci Mayang,Perusahaan,3,5,19226373.89,17627968,Bukalapak,988,Terdaftar,2012,3219352,189000000,849
28829832,UD. Leni Bersemi,Makanan & Minuman,3,5,26666245.95,16343788,Tokopedia,50,Belum Terdaftar,2000,4061629,348000000,56
28829833,UD. Iman Trijaya,Makanan & Minuman,3,5,18136536.61,15833217,Bukalapak,681,Belum Terdaftar,2010,5044300,429000000,445
28829834,UD. Nadia Satria Hana,Makanan & Minuman,5,5,21308256.79,15999848,Tokopedia,380,Belum Terdaftar,2011,-2187487,516000000,767
28829835,UD. Vega Bijaksana,Fashion,4,3,24799225.33,17539225,Website Sendiri,629,Terdaftar,2022,5765922,108000000,800
28829836,UD. Hana Cinta,Makanan & Minuman,2,4,12127599.07,17930503,Shopee,1701,Terdaftar,2014,5855764,255000000,975
28829837,UD. Hilmiyah Berkarya,Perusahaan,1,3,8060767.458,17824247,Tokopedia,2108,Terdaftar,2012,3963807,123000000,478
28829838,UD. Mika Arya,Makanan & Minuman,4,5,12050527.31,15763979,Shopee,1181,Belum Terdaftar,2019,2966738,174000000,730
28829839,UD. Lana Utama,Fashion,3,3,26568521.42,16735388,Tokopedia,75,Belum Terdaftar,2013,4357447,171000000,944
28829840,UD. Gracia Kusumajati,Makanan & Minuman,3,3,15945229.8,15010692,Bukalapak,782,Belum Terdaftar,2010,4066917,525000000,468
28829841,UD. Ulya Sangga Pipit,Perusahaan,2,3,10372801.7,15573108,Tokopedia,1734,Belum Terdaftar,2016,4986642,393000000,14
28829842,UD. Nara Satria,Makanan & Minuman,5,4,17705961.88,16606396,Bukalapak,1098,Belum Terdaftar,2007,5787817,480000000,616
28829843,UD. Bayu Sudharmo,Perusahaan,1,3,6476705.224,16571485,Shopee,2392,Belum Terdaftar,2022,4940852,123000000,89
28829844,UD. Viera Bintang,Fashion,4,3,15922293.66,17977943,Lazada,1570,Terdaftar,2017,5617982,258000000,85
28829845,UD. Desi Arsana,Makanan & Minuman,3,6,19163914.02,16959384,Shopee,1228,Belum Terdaftar,2013,3210617,162000000,679
28829846,UD. Salsa Paseban,Perusahaan,4,5,18829531.57,15594108,Lazada,525,Belum Terdaftar,2013,4737013,342000000,930
28829847,UD. Ujang Wira,Fashion,3,5,16413725.4,16784718,Website Sendiri,1028,Belum Terdaftar,2023,5189993,69000000,213
28829848,UD. Dewi Sumirat Pardi,Makanan & Minuman,1,1,14911860.78,16283080,Website Sendiri,1576,Belum Terdaftar,2013,54222,231000000,588
28829849,UD. Zidanar Wicaksana,Fashion,4,3,13995663,16351392,Website Sendiri,1514,Belum Terdaftar,2009,3501820,306000000,858
28829850,UD. Ovan Buana,Makanan & Minuman,3,3,11577631.8,15765068,Website Sendiri,1373,Belum Terdaftar,2002,3622631,423000000,190
28829851,UD. Ghani Jaya Gusti,Perusahaan,4,3,23816821.4,15048194,Tokopedia,318,Belum Terdaftar,2004,5798198,300000000,845
28829852,UD. Wesly Sentosa,Fashion,4,6,28924641.27,16913983,Shopee,50,Belum Terdaftar,2020,-2763348,219000000,79
28829853,UD. Sinta Widuri,Fashion,4,5,32277396.87,17663607,Bukalapak,50,Terdaftar,2012,3482816,225000000,59
28829854,UD. Lukita Sentosa,Makanan & Minuman,1,2,10240065.01,17755239,Tokopedia,1659,Terdaftar,2019,3063031,300000000,633
28829855,UD. Gadis Cempaka,Perusahaan,4,4,29500740.54,17791064,Tokopedia,227,Terdaftar,2021,6073000,393000000,792
28829856,UD. Vega Tengah Zidan,Fashion,6,5,36223118.2,15913051,Website Sendiri,50,Terdaftar,2004,-5508281,246000000,425
28829857,UD. Naufal Satya,Makanan & Minuman,3,2,15591212.48,16937521,Tokopedia,1542,Belum Terdaftar,2001,5518024,411000000,222
28829858,UD. Nazar Permai,Perusahaan,3,4,5846780.559,15074635,Bukalapak,2591,Belum Terdaftar,2015,1058522,486000000,193
28829859,UD. Wahyu Selaras,Fashion,5,6,15461608.34,15840195,Shopee,987,Belum Terdaftar,2006,-553591,192000000,961
28829860,UD. Andi Trisula Rendi,Perusahaan,3,4,10773315.91,15403325,Website Sendiri,1354,Belum Terdaftar,2008,4524636,396000000,901
28829861,UD. Hanafi Tunggul Kevin,Makanan & Minuman,3,5,13964353.87,16664454,Website Sendiri,1125,Terdaftar,2001,3199122,75000000,203
28829862,UD. Fajar Sarwono,Fashion,4,5,17259195.77,16627734,Bukalapak,1457,Terdaftar,2001,4972543,165000000,759
28829863,UD. Galang Mayang,Fashion,3,6,10482712.02,17250741,Tokopedia,1631,Belum Terdaftar,2017,4590729,147000000,121
28829864,UD. Utha Trijaya,Makanan & Minuman,2,3,16296870.69,15338988,Bukalapak,1001,Belum Terdaftar,2022,4229440,126000000,
28829865,UD. Nindy Sangga,Fashion,3,7,13795573.09,16253366,Lazada,1386,Belum Terdaftar,2012,4552361,312000000,930
28829866,UD. Qamar Mandala,Perusahaan,3,5,12663832.73,15047455,Shopee,1252,Terdaftar,2005,2603044,426000000,676
28829867,UD. Vincent Lingga,Perusahaan,3,5,24108711.06,16690240,Shopee,559,Belum Terdaftar,2013,5929245,189000000,484
28829868,UD. Rahmat Adhi,Fashion,1,2,10751758.4,16471289,Bukalapak,1658,Belum Terdaftar,2023,4811596,69000000,96
28829869,UD. Qais Jayengprana,Fashion,3,5,19568067.33,15859166,Shopee,655,Belum Terdaftar,2001,4492174,129000000,274
28829870,UD. Livia Panuluh,Perusahaan,3,3,27748909.1,17668071,Shopee,392,Terdaftar,2005,6838276,258000000,966
28829871,UD. Krisna Sejahtera,Fashion,5,5,16536137.29,17845424,Tokopedia,1643,Belum Terdaftar,2012,6208572,300000000,557
28829872,UD. Jordi Sukadarma Eddy,Perusahaan,4,3,24609047.64,16246888,Website Sendiri,331,Belum Terdaftar,2000,5408535,177000000,788
28829873,UD. Ulya Naraya,Fashion,7,5,18427146.65,17809698,Website Sendiri,1339,Terdaftar,2020,2864085,336000000,816
28829874,UD. Veronika Kusumah,Perusahaan,3,5,20180032.52,17951038,Website Sendiri,846,Belum Terdaftar,2023,2554999,132000000,912
28829875,UD. Jojo Tunggal Yessi,Fashion,2,4,10993477.02,16628693,Bukalapak,1765,Terdaftar,2000,5077969,426000000,278
28829876,UD. Silvi Nusa,Makanan & Minuman,2,4,15194991.42,15396202,Bukalapak,1324,Terdaftar,2001,5603430,336000000,976
28829877,UD. Khalid Sentosa,Makanan & Minuman,3,5,19298781.1,17586577,Website Sendiri,1052,Terdaftar,2016,5890079,243000000,499
28829878,UD. Karim Jati,Perusahaan,4,3,9962092.216,15064617,Lazada,1656,Belum Terdaftar,2013,1442223,378000000,312
28829879,UD. Lina Siang,Perusahaan,1,2,11910850.25,16864955,Lazada,2293,Belum Terdaftar,2019,4069970,567000000,500
28829880,UD. Zain Satya,Perusahaan,4,4,12848095.59,15773938,Tokopedia,1108,Belum Terdaftar,2008,-2604547,246000000,598
28829881,UD. Miko Prabawa,Makanan & Minuman,3,6,15366094.29,15696289,Bukalapak,741,Belum Terdaftar,2019,4251404,261000000,126
28829882,UD. Yessi Wijaya,Perusahaan,1,3,27074212.56,16724581,Website Sendiri,50,Belum Terdaftar,2022,-2603996,144000000,527
28829883,UD. Nadia Adhi Aldo,Fashion,2,3,25989998.06,16702659,Lazada,368,Belum Terdaftar,2011,4518930,384000000,909
28829884,UD. Sella Adiwarna Shinta,Perusahaan,3,5,21910912.09,17187820,Website Sendiri,738,Belum Terdaftar,2004,6152809,438000000,820
28829885,UD. Ulfa Jatinagara,Makanan & Minuman,3,3,22763301.55,16096722,Shopee,686,Belum Terdaftar,2024,3377891,360000000,34
28829886,UD. Berlian Kayastha Rafa,Fashion,6,4,17809431.2,15706258,Lazada,765,Belum Terdaftar,2020,5065271,306000000,221
28829887,UD. Halim Abadi,Fashion,3,7,18341241.05,17228131,Website Sendiri,1157,Belum Terdaftar,2005,-125664,228000000,338
28829888,UD. Eren Wisesa Eka,Perusahaan,3,3,16647505.1,16646719,Bukalapak,1534,Belum Terdaftar,2005,6265712,294000000,546
28829889,UD. Weni Kencana,Fashion,2,5,16593140.53,16496249,Bukalapak,972,Belum Terdaftar,2016,4798908,153000000,750
28829890,UD. Uchie Sarwono,Perusahaan,1,2,10807591.57,16516943,Shopee,1356,Belum Terdaftar,2014,-2654909,456000000,594
28829891,UD. Elyas Saputra,Fashion,7,4,20290312.85,17482596,Shopee,839,Terdaftar,2018,3766778,318000000,306
